Location name,Amount spent (THB)
Amnat Charoen,≤100
Ang Thong,≤100
Ayutthaya,172
Bangkok,2968
Bueng Kan,≤100
Buriram,400
Chachoengsao,149
Chai Nat,≤100
Chaiyaphum,231
Chanthaburi,≤100
Chiang Mai,758
Chiang Rai,257
Chon Buri,406
Chumphon,132
Kalasin,176
Kamphaeng Phet,301
Kanchanaburi,178
Khon Kaen,452
Krabi,118
Lampang,159
Lamphun,101
Loei,117
Lop Buri,135
Mae Hong Son,≤100
Maha Sarakham,202
Mukdahan,≤100
Nakhon Nayok,≤100
Nakhon Pathom,197
Nakhon Phanom,127
Nakhon Ratchasima,543
Nakhon Sawan,185
Nakhon Si Thammarat,343
Nan,114
Narathiwat,153
Nong Bua Lam Phu,≤100
Nong Khai,≤100
Nonthaburi,313
Pathum Thani,211
Pattani,254
Phangnga,≤100
Phatthalung,241
Phayao,104
Phetchabun,157
Phetchaburi,138
Phichit,146
Phitsanulok,287
Phrae,≤100
Phuket,143
Prachin Buri,264
Prachuap Khiri Khan,110
Ranong,≤100
Ratchaburi,236
Rayong,167
Roi Et,269
Sa Kaeo,158
Sakon Nakhon,457
Samut Prakan,139
Samut Sakhon,141
Samut Songkhram,≤100
Saraburi,117
Satun,≤100
Sing Buri,≤100
Sisaket,256
Songkhla,1450
Sukhothai,144
Suphan Buri,205
Surat Thani,372
Surin,378
Tak,148
Trang,153
Trat,≤100
Ubon Ratchathani,560
Udon Thani,296
Unknown,≤100
Uthai Thani,≤100
Uttaradit,≤100
Yala Province,177
Yasothon,217
