Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
645406838886541,Freddy Superlano,an advertiser in Venezuela,98500000,4
564188034075673,Roberto Enriquez,an advertiser in Venezuela,27712572,2
102929506152433,Dr. Emilio Flores Lyon,an advertiser in Venezuela,6122516,2
148231808588187,Gatorade Venezuela,an advertiser in Venezuela,5440014,1
106297255064534,Julio Fuenmayor,an advertiser in Venezuela,4960013,2
559836910796201,Alcaldía de Valencia,an advertiser in Venezuela,2500000,1
167878593236712,UNICEF en español,These ads ran without a disclaimer,2012132,1
101084619090775,Gonzalez10ana,an advertiser in Venezuela,1750000,1
37896015468,"Embajada de los EE.UU., Venezuela",an advertiser in Venezuela,1250000,1
282609205261913,Soy Rico,These ads ran without a disclaimer,1164543,2
596206767151427,Julio Borges,an advertiser in Venezuela,750000,3
106718764251730,José Jhonatan Mujica Acosta,an advertiser in Venezuela,500000,1
6651543066,CNN Business,These ads ran without a disclaimer,310001,1
247814622457831,Zucami Poultry Equipment,These ads ran without a disclaimer,266313,1
358442097543367,Materia,These ads ran without a disclaimer,266313,1
112743370551094,focoeducativo,These ads ran without a disclaimer,225300,1
116987781644980,Shangay,These ads ran without a disclaimer,173122,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,115000,1
179855312221800,SERNA GROUP,These ads ran without a disclaimer,42244,1
1065631633538453,Physicians Across Continents,These ads ran without a disclaimer,15529,3
115649862149219,Francisco Lo Presti,These ads ran without a disclaimer,4308,1
106023561360444,Retailgroup,These ads ran without a disclaimer,≤100,1
124252504303223,UNICEF (FR),These ads ran without a disclaimer,≤100,1
1515909005308067,"Discover Nanjing, China",These ads ran without a disclaimer,≤100,1
106191587594901,Bowmasters,These ads ran without a disclaimer,≤100,1
237650313048963,China Admissions,These ads ran without a disclaimer,≤100,1
100399056233121,Maisa Paiva,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,2
112957186910938,Brain Games,These ads ran without a disclaimer,≤100,1
135073411731685,BBBgamers LiveShow,These ads ran without a disclaimer,≤100,1
105073207967492,CTG Perú,These ads ran without a disclaimer,≤100,1
19549406249,Tata Consultancy Services,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,2
111545025278240,Cyy-19,These ads ran without a disclaimer,≤100,2
149290745229517,Online Antisemitism Task Force,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,1
175519314009317,Emoji Editor,These ads ran without a disclaimer,≤100,2
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,1
101349122508290,Dr Sanquetta,These ads ran without a disclaimer,≤100,1
1473321922884514,Chińskie Radio Międzynarodowe,These ads ran without a disclaimer,≤100,1
405379246524515,DHL Express,These ads ran without a disclaimer,≤100,1
115890521510315,First Proxy,These ads ran without a disclaimer,≤100,1
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
