Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,26607,71
103907495935157,צו חירום,צו חירום,22798,42
121179420924897,,הביתה,15781,39
113172981678041,הביתה,הביתה,13772,42
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,2391,4
110978238589172,2323,מחזקים,1788,2
203379449685023,לוחמים לשלום,לוחמים לשלום,1550,14
106136394376777,Idan Yakov,Rama Yarimi,1353,18
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,1170,15
266097474067652,בני גנץ - Benny Gantz,מפלגת כחול לבן,1000,1
114429471587565,"יפעת עובדיה לוסקי - יו""ר קק""ל",קרן קימת לישראל,992,2
204780362875106,מקור ראשון,מקור ראשון,952,98
100900832922166,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,Michal Even,926,2
102209901605032,,באנו לתקן,911,4
124894077550811,ישראל חופשית,ישראל חופשית,910,5
113605434994253,,כד למועצת העיר טירת הכרמל,874,9
122222764525212,הרשות לפיתוח כלכלי של המיעוטים  سلطة التطوير الاقتصادي للاقليات,המשרד לשוויון חברתי,855,1
1073548259341247,לובי 99,לובי 99,823,3
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",754,25
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,723,14
2241550506131359,שמואל בוקסר,שמואל בוקסר,711,6
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,678,49
256244498134186,אגף הביטחון - משרד ראש הממשלה,אגף הביטחון - משרד ראש הממשלה,642,2
104743111658191,Ron Ben Shushan,רון בן שושן,611,10
116311335054069,My Israel | ישראל שלי,My Israel | ישראל שלי,578,9
360579527982726,מחאת הגלימות השחורות,מחאת הגלימות השחורות,554,2
190032861033009,השומר החדש,השומר החדש,539,2
102870845957500,ערן ורדון לראשות המועצה האזורית יואב,ערן ורדון לראשות המועצה האזורית יואב,530,10
106057988971053,אלי כהן - Eli Cohen,אלי כהן - Eli Cohen,527,2
104016161489936,Israel siton,Israel Siton,501,2
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,499,3
100519239582052,POINT. שיווק שעובד בשבילך,POINT. שיווק שעובד בשבילך,491,3
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",489,2
153664638161877,מתן דיל- Matan Dil,מתן דיל,473,2
106895605678077,מחאת המילואימניקים,מילואימניקים,469,17
431367200941854,מיכל שיר - Michal Shir,מיכל שיר - Michal Shir,443,1
107217383988190,מגזין אפוק,Epoch Magazine,437,14
604890186681585,מור ויצמן,Mor Weitzman,425,1
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,416,6
205264926753225,רוני בלקין Roni Belkin,רוני בלקין,403,8
129851697143493,"עמותת ליל""ך-לחיות ולמות בכבוד",Lilach - The Israeli Society to Live and Die With Dignity,366,1
358391697641207,מחוז דרום - לשכת עורכי הדין,מחוז דרום - לשכת עורכי הדין,363,10
1392138171047822,"ארגון נכי צה""ל","ארגון נכי צה""ל",359,1
356859544473040,קירות שקופים,רועי שפרניק,343,2
936130799779065,עו״ד אלברט טייב בשביל הכפר,עו״ד אלברט טייב בשביל הכפר,341,2
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,327,2
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,310,3
426502237384307,מפלגת יש עתיד,מפלגת יש עתיד,310,2
134896023193138,יוזמת ז'נבה,יוזמת ז'נבה,301,6
107796574338168,אמיר ברוט,אמיר ברוט,297,3
377161539406940,רפי סער,רפי סער,294,4
108787681841168,רישיון נשק בקליק,Michael Michel Levi,291,2
104222621115858,הביטחוניסטים,הביטחוניסטים,285,7
100570949591846,שניר פרידמן - לראשות מועצה אזורית הגלבוע,שניר פרידמן,284,6
240626859400146,Gilad Kariv - גלעד קריב,Gilad Kariv - גלעד קריב,266,4
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,259,3
536794249813012,תומר גלאם - Tomer Glam,עיריית אשקלון,247,1
108193468503992,הסיטונים,Israel Siton,245,1
370270343005611,ישראל ביתנו,ישראל ביתנו,234,5
172654247853282,Shenhav musanbar,Shenhav Musanbar,229,4
108760035823125,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,227,7
767262423350854,פורום הדיור הציבורי,Danny Gigi,225,2
114355804884727,רונן דגמי לראשות המועצה האזורית יואב,digibird,222,2
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,222,3
137449656335533,Amnesty International Israel,Amnesty International Israel,216,14
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,214,3
2087629251480875,רונן מרלי - Ronen Marelly,רונן מרלי - Ronen Marelly,211,1
501512673192146,Авигдор Либерман,ישראל ביתנו,208,3
723141737847411,ראובן לדיאנסקי,ראובן לדיאנסקי,201,3
128834187134576,Ahmad Tibi احمد طيبي,Ahmad Tibi احمد طيبي,200,1
250947744954005,התנועה הקיבוצית,התנועה הקיבוצית,200,2
2145340712350945,נעמה לזימי - Naama Lazimi,נעמה לזימי - Naama Lazimi,193,5
33942762466,Shalom Hartman Institute מכון שלום הרטמן,Shalom Hartman Institute - מכון שלום הרטמן,186,5
112779795076593,,שי יזרעאלי,184,3
239923809487038,צעירי יש עתיד,מפלגת יש עתיד,182,2
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,180,15
544585708962925,עיריית לוד,עיריית לוד,179,3
100663859328863,עופרי סיידה,עופרי סיידה,179,3
1376946122530211,ניסן בן חמו - Nisan Ben Hamo,ניסן בן חמו - Nisan Ben Hamo,177,6
124333777706475,עיריית רמלה,עיריית רמלה - העמוד הרשמי,174,4
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",173,4
1506163609667780,שקוף - גוף התקשורת של הציבור,שקוף,172,2
103686519246735,Guy Golan,These ads ran without a disclaimer,170,1
