Location name,Amount spent (THB)
Amnat Charoen,135
Ang Thong,110
Ayutthaya,418
Bangkok,9203
Bueng Kan,164
Buriram,518
Chachoengsao,395
Chai Nat,134
Chaiyaphum,386
Chanthaburi,250
Chiang Mai,2211
Chiang Rai,620
Chon Buri,1203
Chumphon,248
Kalasin,306
Kamphaeng Phet,865
Kanchanaburi,526
Khon Kaen,787
Krabi,235
Lampang,384
Lamphun,230
Loei,269
Lop Buri,313
Mae Hong Son,112
Maha Sarakham,376
Mukdahan,147
Nakhon Nayok,105
Nakhon Pathom,511
Nakhon Phanom,263
Nakhon Ratchasima,1213
Nakhon Sawan,460
Nakhon Si Thammarat,643
Nan,200
Narathiwat,334
Nong Bua Lam Phu,191
Nong Khai,243
Nonthaburi,830
Pathum Thani,553
Pattani,659
Phangnga,138
Phatthalung,465
Phayao,232
Phetchabun,308
Phetchaburi,233
Phichit,189
Phitsanulok,441
Phrae,217
Phuket,321
Prachin Buri,265
Prachuap Khiri Khan,233
Ranong,130
Ratchaburi,459
Rayong,630
Roi Et,433
Sa Kaeo,208
Sakon Nakhon,413
Samut Prakan,388
Samut Sakhon,438
Samut Songkhram,≤100
Saraburi,352
Satun,356
Sing Buri,≤100
Sisaket,468
Songkhla,3024
Sukhothai,316
Suphan Buri,338
Surat Thani,850
Surin,432
Tak,294
Trang,281
Trat,164
Ubon Ratchathani,881
Udon Thani,643
Unknown,≤100
Uthai Thani,124
Uttaradit,331
Yala Province,347
Yasothon,217
