Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,7291,39
1817729271829272,Secrétariat à la condition féminine,Secrétariat à la condition féminine,5772,13
16761458703,University of British Columbia,The University of British Columbia,5486,85
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Dairy Farmers of Canada,3975,44
203652059653094,Government of British Columbia,Government of British Columbia,3353,4
632493333805962,Environment and Climate Change,Environment and Climate Change Canada,3110,15
113297740077607,Canadian Energy Centre,Canadian Energy Centre,2640,131
109045051805492,Made The Canadian Way,Canadian Energy Centre,2522,20
544846182381424,United Conservative Caucus,United Conservative Caucus,2520,11
104811292976689,SOS violence conjugale,SOS violence conjugale,2426,23
163336718421,PSAC - AFPC,PSAC - AFPC,2133,58
154462904588700,Enbridge Gas,Enbridge Gas,2006,81
113969008665734,Ministère de la Santé et des Services sociaux (MSSS),Ministère de la Santé et Services sociaux,1778,7
102828041144081,Here For Students,Ontario Secondary School Teachers' Federation (OSSTF),1677,2
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,1653,16
196322807083503,OECTA - Ontario English Catholic Teachers Association,OECTA - Ontario English Catholic Teachers Association,1633,13
104386908631938,Pathways Alliance,Pathways Alliance,1561,7
230448456985193,Elections Ontario,Elections Ontario,1415,4
115835521825983,UNHCR Canada,UNHCR Canada,1220,45
1422057448099551,Spirits Canada,Spirits Canada,1214,8
108635379686,CNIB,CNIB,991,40
108573293861969,Grain Farmers of Ontario,Grain Farmers of Ontario,950,4
447980405253906,Public Service Alliance of Canada - Prairie Region,Public Service Alliance of Canada - Prairie Region,828,15
177741812241442,SCFP-Québec,le SCFP,803,22
106231507615280,Delivering Community Power - Vers des collectivités durables,Canadian Union of Postal Workers,790,8
370233926766473,Environnement et Changement climatique,Environnement et Changement climatique Canada,784,15
167577709932867,Fédération des professionnelles et  professionnels de l'éducation FPPE,Fédération des professionnelles et  professionnels de l'éducation FPPE,759,10
168617319831578,Nature Canada,Nature Canada,747,7
394745970602999,The Council of Canadians,The Council of Canadians,736,28
184257548280251,Alberta's NDP,Alberta's NDP,719,51
405377872902754,Canada Action,Canada Action,712,27
1097840090260804,National Police Federation,National Police Federation,663,103
139019864276,Oxfam Canada,Oxfam Canada,617,25
26394435211,Canadian Cancer Society,Canadian Cancer Society,607,7
105833301076507,CUPE Local 38,CUPE Local 38,605,8
134147499998111,Ministère de la Sécurité publique du Québec,Ministère de la Sécurité publique,599,6
177004795666755,Manitoba Government,Manitoba Government,564,29
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,555,52
146592973368,Sunnybrook Health Sciences Centre,Sunnybrook Foundation,552,131
27321532378,Pierre Poilievre,Conservative Party of Canada - Parti conservateur du Canada,551,2
105168452865235,Bell Aliant,Bell,548,1
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,545,53
480690348805429,Proud To Be Canadian,Proud To Be Canadian,541,1
222039741253078,CUPE Saskatchewan,CUPE Saskatchewan,535,19
33730130515,Metro Vancouver,Metro Vancouver,534,7
117926081552324,Équiterre,Équiterre,513,13
107385241806,Plan International Canada,Plan International Canada,507,123
106917558391358,Alliance Nouvelles voies,Pathways Alliance,502,4
1456690611311640,Canadian Health Coalition,Canadian Health Coalition,496,28
186062823629,Québec sans tabac,Conseil québécois sur le tabac et la santé,489,12
163261390365324,Elementary Educators,Elementary Educators,466,8
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,422,26
121455674601185,The Manitoba Teachers' Society,The Manitoba Teachers' Society,418,12
114849617772737,Care2 Canada,Press Pause Collective,410,13
182645321760265,Ville de Montréal,Ville de Montréal,407,3
127923173900910,Ontario Federation of Agriculture,Ontario Federation of Agriculture,388,27
901776976544599,RBC Wealth Management,RBC Wealth Management,378,4
586362242026180,Radio-Canada OHdio,Radio-Canada,343,19
104853517861788,Surrey’s Say on Policing,National Police Federation,335,13
19750184960,Greenpeace Canada,Greenpeace Canada,335,169
171258630277,Commission des droits de la personne et des droits de la jeunesse,Commission des droits de la personne et des droits de la jeunesse,324,2
177681485609462,Radio-Canada,Radio-Canada,316,3
190502667652613,Canada’s NDP / Le NPD du Canada,Canada’s NDP / Le NPD du Canada,309,14
7522587804,Green Party of Ontario,Green Party of Ontario,307,5
195227957225519,Dairy Farmers of Canada,Dairy Farmers of Canada,303,20
174238299256105,Manitoba Government and General Employees' Union (MGEU),Manitoba Government and General Employees' Union (MGEU),302,10
123235041462,The Fraser Institute,Fraser Institute,292,10
256967407720183,LEO,Léger,280,30
108587420188,United Way Greater Toronto,United Way Greater Toronto,264,66
168889579973,Fondation David Suzuki,Fondation David Suzuki,259,7
180862678644381,Ontario NDP,Ontario NDP,255,9
