Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
12860228293,Politiken,Politiken,7996,36
26458152911,SOS Børnebyerne,SOS Børnebyerne,5369,16
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,3435,29
65929129383,Røde Kors,Røde Kors,2716,30
110321008383861,Red Barnets landsindsamling,Red Barnet,2595,134
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,2281,2
1677055535924085,Røgfri Fremtid,Røgfri Fremtid,2148,3
12787473132,Berlingske,Berlingske,1754,27
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,1527,32
55365680705,Greenpeace Danmark,Greenpeace Danmark,1511,32
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,1425,7
66328502645,Dagbladet Information,Dagbladet Information,1318,17
12212835049,Syddansk Universitet – University of Southern Denmark,Syddansk Universitet,1254,6
867877683280051,Weekendavisen,Weekendavisen,1248,21
1029970060346902,EWII,EWII A/S,1230,1
304554445813,Videncentret Bolius,Videncentret Bolius,1210,13
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1194,16
748887235210811,Obton Forvaltning A/S,Obton A/S,1000,8
133707013355759,Danner,Danner,969,1
154415494575789,IDA,IDA,962,6
167891603415958,Lederne,Lederne,959,18
102031171445921,Grønne Nabofællesskaber,Grønne Nabofællesskaber,881,50
102154048301476,Lederstof.dk,Lederne,868,26
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,767,17
314676938743,DM din akademiske fagforening,DM,716,16
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,703,13
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,678,7
304554445813,Videncentret Bolius,Bolius,662,3
130388840342741,Danske Bank,Danske Bank,641,5
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,590,1
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,578,4
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,577,1
126543540781090,Ældre Sagen,Ældre Sagen,566,16
167887506877,AIDS-Fondet,AIDS-Fondet,553,2
121570596369,CARE Danmark,CARE i Danmark,543,14
360787567740895,Volt Danmark,Volt Danmark,524,1
23488866416,Ateistisk Selskab,Ateistisk Selskab,505,4
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,482,22
107898832590939,European Commission,European Commission,454,5
105511328705392,HØRT,Børns Vilkår,451,8
110560691837684,SolCompagniet,SolCompagniet,432,1
287306323369,Børnecancerfonden,Børnecancerfonden,424,2
246977185497434,Plastic Change,Plastic Change,418,19
852608988134698,Tikko,Tikko,416,4
111095867334448,Rent Hav,Rent Øresund,409,1
223040066022,Enhedslisten,Enhedslisten,403,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,400,2
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,365,2
1704424023182897,Politiken Historie,Politiken Historie,320,10
100423681446198,Virksomhedsguiden,Erhvervsstyrelsen,289,8
59143726810,Psykiatrifonden,Psykiatrifonden,249,11
21465928829,"Venstre, Danmarks Liberale Parti","Venstre, Danmarks Liberale Parti",240,1
147547541961576,Council of the European Union,Council of the European Union,221,4
224187210962818,FynBus,FynBus,216,1
102514162425194,Frederik Vad,Nielsen Frederik Vad,214,2
229585537051606,DM Akademikerbladet,DM Akademikerbladet,214,3
246097715413231,Alkohol & Samfund,Alkohol & Samfund,208,11
133716736641210,LandbrugsAvisen,LandbrugsAvisen,199,3
657491824390744,Spring Copenhagen,Spring Copenhagen,193,10
494902077334290,Tuborgfondet,Tuborgfondet,175,6
115737371820702,DEO - Demokrati i Europa,DEO - Demokrati i Europa Oplysningsforbundet,169,2
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,154,6
310714677736,Dansk Arkitektur Center - DAC,These ads ran without a disclaimer,150,1
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,149,1
645454495955240,Madmødet,Jan Michelsen,148,11
72672361910,Børns Vilkår,Børns Vilkår,140,9
111561545539837,Krigsmuseet,Krigsmuseet,139,3
67571270393,Red Barnet,Red Barnet,130,3
107321098977584,Elisa Rimpler,BUPL,129,2
1396986243876509,Anders Kronborg,Anders Kronborg,126,1
591683257511399,Sprøjtefri - Nej til sprøjtegifte i haven,VPU - Vandværkerne i Aarhus,125,1
109440254274204,Sara Darling Jørgensen,SF,124,3
100773945785466,Jan Tambo Nye Borgerlige,Jan Tambo,≤100,3
336333896418452,Assens Kommune,Assens Kommune,≤100,2
144098125661833,Nordea Invest,Nordea Invest,≤100,3
367522986719919,Gastech-Energi,Gastech-Energi A/S,≤100,3
161708011540,Mads Duedahl,Venstre i Nordjylland,≤100,11
20303574131,Nationalmuseet,Nationalmuseet,≤100,3
1522666927799763,BCG in Denmark,Boston Consulting Group,≤100,8
363339517015011,Aabenraa Kommune,Aabenraa Kommune,≤100,2
283125781816371,FOA Nordjylland,FOA Nordjylland,≤100,1
142641498926,Fairtrade-mærket Danmark,Fairtrade Danmark,≤100,6
180026862906365,FrokostDebatten,Andersen Mikkel Zøllner,≤100,1
437410226312057,Københavns Kommune,Københavns Kommune,≤100,3
376442055780548,"Søren Søndergaard, formand for Landbrug & Fødevarer",Landbrug & Fødevarer,≤100,1
1614329662112109,Aarhus Omstiller,These ads ran without a disclaimer,≤100,1
192783424152018,Socialistisk Information,Leif Mikkelsen,≤100,2
1955595914671223,Sebastian Kaimson,Sebastian Joubert Kaimson,≤100,1
186645960378,Danwatch,Danwatch,≤100,7
28159151157,FOF København,FOF København,≤100,1
109261517088528,Fremstillingsindustrien,Marie Thorsø Kousgaard,≤100,3
123114457761430,Valby Lokaludvalg,Valby Lokaludvalg,≤100,1
708245239243699,Dansk Beton,Dansk Beton,≤100,1
821686444837174,Billund Kommune,Billund Kommune,≤100,2
243765466796,Vejle Kommune,Vejle Kommune,≤100,1
32416796716,Lindhardt og Ringhof,These ads ran without a disclaimer,≤100,3
638113892944657,Jan Bigum Warming,Jan Warming,≤100,1
179420709465,Venstre Mors,Venstre Mors,≤100,1
1708794009385812,Randers Arkitekten,Morten Storgaard,≤100,1
577852742277346,Mad Med Mindre Kemi,These ads ran without a disclaimer,≤100,1
288315184625473,Sulisitsisut - Grønlands Erhverv,Sulisitsisut - Grønlands Erhverv,≤100,1
106011385624734,Michael Rosenmark - folketingskandidat for Danmarksdemokraterne,Michael Rosenmark,≤100,1
297422283612612,TotalEnergies,TotalEnergies,≤100,1
1817924258521386,Tina-Mia Eriksen,Eriksen Tina Mia,≤100,1
194452460650048,Global Aktion,Global Aktion,≤100,1
47703234827,Københavns Hovedbibliotek,Københavns Hovedbibliotek,≤100,1
371163919965024,Andreas Karlsen,Karlsen Andreas Engelsborg,≤100,2
129940943738051,Odense ser Rødt,Odense ser Rødt,≤100,1
1037138983037629,Hjem til Alle alliancen,Hjem til Alle,≤100,1
128700897207990,Europa-Parlamentet i Danmark,Europa-Parlamentet i Danmark,≤100,1
