Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
958104594263358,Alcaldía Cuajimalpa de Morelos,Alcaldía Cuajimalpa de Morelos,105209,34
923633637651202,Morena Sí,Morena Sí,21714,92
292073374782474,Gobierno de Tlalnepantla de Baz,Municipio de Tlalnepantla,17825,14
209770450386,El Gobierno de Nuevo León,Gobierno del Estado de Nuevo León,16814,3
259294300089,Gobierno de Zapopan,Gobierno de Zapopan,16137,6
162949857103721,Gobierno Colima,Gobierno Colima,12680,18
449095701815347,Salvador Zamora,Salvador Zamora,12132,7
100557755099985,Convocatorias 2023,Convocatorias 2023,11514,31
493453457351145,Coparmex Nacional,Coparmex Nacional,10426,37
106853071237547,Óscar Gutiérrez Camacho,Hector Daniel Sanchez Moreno,9646,27
140242770250742,La Cuarta Transformación,La Cuarta Transformación,9116,1
215836968456734,Alfonso Martínez Alcázar,Alfonso Martínez,9106,9
109634395756375,Save the Children México,Save the Children México,8636,18
108819392526809,Partido Acción Nacional,Partido Acción Nacional,7627,2
103451872329701,Salvemos Miles de Vidas México,Juan Antonio Loredo Velasco,7358,16
153947391339205,Manolo Jiménez Salinas,MANOLO JIMENEZ SALINAS,7180,15
101116288314135,Escárcega Noticias,Escarcega,6860,1
2011285802526787,El Soberano,El Soberano,6497,4
180533315991,Guanajuato Gobierno del Estado,Gobierno del Estado de Guanajuato,6163,10
2091732304477564,Senadores Ciudadanos,Grupo Parlamentario de Movimiento Ciudadano en el Senado de la República,6001,17
505132912869455,Instituto Guanajuatense para las Personas con Discapacidad,Ads Project Media,5987,41
234934546961166,Escudo Urbano C5 Jalisco,Escudo Urbano C5 Jalisco,5553,2
122404620204,Oxfam México,OXFAM MEXICO AC,5549,2
100320426220425,Colima con C de Claudia,Colima con C de Claudia S.A DE C.V,5426,62
129116715379616,La Lotería Del Pueblo,Hugo Junco Olvera,5211,8
120544204635995,Gobierno de Baja California,Gobierno de Baja California,5071,1
285058928236909,Mauricio Vila,Mauricio Vila,5048,24
56713285274,Greenpeace México,Greenpeace México,5008,14
360811057341855,PAN Nuevo León,PAN Nuevo León,4975,5
123842270960929,Walmart de México y Centroamérica,Nueva Walmart de México SRL de CV,4882,8
109752078573994,Transformando México,Transformando a México,4847,59
102551913153712,Ricardo Monreal A.,Ricardo Monreal Ávila,4603,4
384214801745089,Samuel García,Samuel García,4586,4
114249423327281,Los Reporteros MX,Los Reporteros MX,4441,1
178625645626125,Movimiento Ciudadano Nuevo León,Movimiento Ciudadano Nuevo León,4349,6
450197489139926,Jalisco Noticias,Sistema Jalisciense de Radio y Televisión,4208,44
103847969207185,Frontera Norte,Irma Hernández Rios,4172,1
438035766216106,Adrian Juarez Jimenez,Diana Cruz,4171,103
309520537353,Fondo Semillas,Fondo Semillas,3984,34
106865972279596,Por amor a México,Por Amor A Mexico,3886,9
111300295094359,Baja Sur piel morena,BCS de piel morena,3829,31
229422400424478,Julieta Mejía,Julieta Mejía,3821,2
174921316719276,Alcaldía Gustavo A. Madero,Alcaldía Gustavo A. Madero,3764,15
106005605644145,Frontera Morena,Frontera Morena S.a de C.v,3693,90
449319475244963,Comité Directivo Estatal del PAN Chihuahua,Comité Directivo Estatal del PAN Chihuahua,3639,6
105624182802445,NMás,Martha Lucia Simone Ramirez,3547,1
837607596288104,Eliseo Fernández Montufar,Community Manager,3521,2
460436987319985,Diputados Ciudadanos,Grupo Parlamentario de Movimiento Ciudadano en la Cámara de Diputados,3511,4
112882117843391,Morena Estado de México,morenaedomex.si,3473,14
421877377878288,Municipio de Querétaro,Municipio de Querétaro,3409,6
108323052052660,Noticias Nacionales,Noticias Nacionales,3405,31
