Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
151159271594797,Systembolaget,Systembolaget,42557,8
126567104406,Hyresgästföreningen,Hyresgästföreningen,21590,54
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,16078,30
161213770567846,Operation Smile Sverige,Operation Smile Sverige,15771,13
122854408319,Hjärt-Lungfonden,Hjärt-lungfonden,13720,41
369582590803,Dagens ETC,ETC-tidningarna,13611,42
643137272398136,Sverige för UNHCR,Sverige för UNHCR,13483,29
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,12425,14
72659261793,Rädda Barnen,Rädda Barnen,11993,68
608975645850217,Vattenfall,Vattenfall Sverige,10329,24
111630258867610,Röda Korset,Röda Korset,10269,37
109886133732943,RESCUE - Sverige,RESCUE - Sverige,8413,3
95735961890,Greenpeace Sverige,Greenpeace Sverige,6510,115
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),6381,25
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,5458,57
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,5082,53
237813956289260,Maskrosbarn,Maskrosbarn,5066,16
59324455950,UNICEF Sverige,UNICEF Sverige,5061,33
382243262003,Plan International Sverige,Plan International Sverige,4576,9
162985227114132,Skellefteå Kraft,Skellefteå Kraft,4090,12
1567181313597679,Academic Work Academy Sweden,These ads ran without a disclaimer,3376,1
186513678039755,Fortum,Fortum Sverige,3292,33
126840196572,Kia Sweden,Kia Sweden,3174,2
176527602394716,Olivia Personlig Assistans AB,Olivia Personlig Assistans AB,2894,6
42676805259,Diakonia,Diakonia,2733,10
178193355556765,Nordström Assistans AB,Nordström Assistans AB,2599,7
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,2504,42
110723197258182,Sverige inför verkligheten,Sverige inför verkligheten,2468,5
205373616736,Avfall Sverige,Avfall Sverige,2413,3
203547006337155,Göteborgs Stadsmission,Göteborgs Stadsmission,2397,4
115317275164993,RFSU,RFSU,2297,6
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,2171,6
115756055102646,Kura Omsorg  i Sverige AB,Kura Omsorg  i Sverige AB,2053,4
440345132668081,UL,UL,1981,1
379686162129542,Svea Bank,Svea Ekonomi,1953,7
236879092476,Håll Sverige Rent,Håll Sverige Rent,1852,40
314872662206,Ekonomifakta,Ekonomifakta,1825,67
195379633820701,Svenskt Kött,Svenskt Kött,1794,20
989752884508948,Muharrem Demirok,Centerpartiet,1793,2
98623096089,Lantmännen,Lantmännen,1588,4
153270724787,Amnesty International Sverige,Amnesty International Sverige,1479,19
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,1454,3
109609604086656,Vejpkollen.se,Vejpkollen.se,1183,3
809338299217333,Svenska Epoch Times,Svenska Epoch Times,1112,2
171919835807,TCO,TCO,1090,10
103296115466644,Skattenytta,Kommissionen för Skattenytta,1076,11
129841741852473,Folkhälsodalen,Folkhälsodalen,983,23
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,964,32
321677583206,Patent- och registreringsverket,Patent- och registreringsverket,917,2
19746853632,Djurens Rätt,Djurens Rätt,779,2
181590825305317,COWI Sverige,COWI Sverige,726,8
237146235237,Timbro,Tankesmedjan Timbro,692,54
179931025357058,Kommunal,Kommunal,683,8
1267325956645384,Bonzi,Bonzi,679,4
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,657,25
100253435575183,EPHI - Environment and Public Health Institute,Environment and Public Health Institute,649,5
381175618637391,Liberalerna Kronoberg,Liberalerna,629,2
518144408210153,Våra barns klimat,Våra barns klimat,604,4
369337099772743,Skanska Sverige,Skanska Sverige,604,2
166406746310,Resumé,Resumé,589,2
244897208924797,Arbetet,Arbetet,584,3
