Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,1545,4
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",1225,8
101600712771452,ענבל חרמוני,ענבל חרמוני,1106,4
1073548259341247,לובי 99,לובי 99,964,5
204780362875106,מקור ראשון,מקור ראשון,900,92
104743111658191,Ron Ben Shushan,רון בן שושן,884,3
360579527982726,מחאת הגלימות השחורות,מחאת הגלימות השחורות,857,5
1546772755634761,עמותת  מִפרקים צעירים - Mifrakim Tzeirim association,עמותת מפרקים צעירים,745,12
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,689,5
109523830757998,דמוקרטtv,דרכנו,684,11
124894077550811,ישראל חופשית,ישראל חופשית,521,14
57400032655,קבלה לעם,"בני ברוך קבלה לעם ע""ר",501,14
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,476,1
501178966564217,פורום קהלת Kohelet Forum,פורום קהלת Kohelet Forum,461,27
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,459,11
676336439165235,קרן משפחת רודרמן: יחסי ישראל-יהדות ארצות הברית,קרן משפחת רודרמן: יחסי ישראל-יהדות ארצות הברית,456,20
161648040544835,יצחק הרצוג - Isaac Herzog,יצחק הרצוג - Isaac Herzog,456,4
604890186681585,מור ויצמן,Mor Weitzman,443,1
252249218636564,אג'יק أجيك Ajeec Nisped,אג'יק أجيك Ajeec Nisped,420,3
311608178901833,الجمعية الإسلامية لإغاثة الأيتام والمحتاجين,Amjd Hamdan,396,10
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,358,4
100150135880863,תכלית - המכון למדיניות ישראלית,Tachlith,358,2
536794249813012,תומר גלאם - Tomer Glam,עיריית אשקלון,350,6
205264926753225,רוני בלקין Roni Belkin,רוני בלקין,349,2
468634849844348,עיריית אור יהודה,עיריית אור יהודה,341,4
102865851897315,ארגון חברות הניקיון בישראל,ארגון חברות הניקיון בישראל,340,3
104222621115858,הביטחוניסטים,הביטחוניסטים,333,6
100301088671913,Tal Hershkovitz,Tal Hershkovitz,328,1
433529446712013,Ayman Odeh - أيمن عودة,Ayman Odeh - أيمن عودة,319,4
108787681841168,רישיון נשק בקליק,Michael Michel Levi,308,2
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,307,14
767262423350854,פורום הדיור הציבורי,Danny Gigi,303,3
94258847306,האגודה לזכויות האזרח בישראל,האגודה לזכויות האזרח בישראל,300,4
682178658591430,נחמה בוגין,נחמה בוגין,291,3
100614131548339,עמוס שפירא - ראש אחר לתל אביב-יפו,Amos Shapira,287,2
129709433742187,Shalem College - המרכז האקדמי שלם,Shalem College - המרכז האקדמי שלם,280,7
111177802287614,Begin Center | מרכז מורשת מנחם בגין,Begin Center | מרכז מורשת מנחם בגין,278,2
723141737847411,ראובן לדיאנסקי,ראובן לדיאנסקי,274,4
564755520233941,משרד מבקר המדינה ונציב תלונות הציבור,משרד מבקר המדינה ונציב תלונות הציבור,270,2
213801788683219,עיריית ראש העין,עיריית ראש העין,268,2
107698738576280,Sowtna,Unik,250,1
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,250,2
172654247853282,Shenhav musanbar,Shenhav Musanbar,225,4
281651925267113,ארגון סגל ההוראה והמחקר באוניברסיטת תל אביב,ארגון סגל ההוראה והמחקר באוניברסיטת תל אביב,224,7
158195257562237,מיכאל לייטמן,"בני ברוך קבלה לעם ע""ר",218,8
356859544473040,קירות שקופים,רועי שפרניק,217,4
325048350950892,רמי גרינברג,עיריית פתח תקוה,210,4
102870845957500,ערן ורדון לראשות המועצה האזורית יואב,ערן ורדון לראשות המועצה האזורית יואב,203,13
119995701391029,בית בן-גוריון בתל אביב,בית בן גוריון,200,1
129618240428658,כוח לעובדים,כוח לעובדים,197,1
100978407934166,תנועה ישראלית,Israeli Movement,196,4
1160881603976024,מס אמת לרכב עבודה,מס אמת לרכב עבודה,184,1
107107231197546,אלון אזולאי -Alon Azulay,אלון אזולאי,178,1
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",171,8
106136394376777,Idan Yakov,Rama Yarimi,169,12
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,165,2
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,164,4
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,162,6
1877834875821470,איגוד הסגל האקדמי במכללות הציבוריות,כוח לעובדים,161,1
790149967713981,דרכנו,דרכנו,160,2
205153712969285,מרצ רמת גן,מרצ רמת גן,158,2
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",154,6
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",153,6
126099790738165,אנימלס,אנימלס,153,5
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,153,3
103105742291121,ארנון בר-דוד  יו״ר ההסתדרות הכללית החדשה,עוגנים,152,1
574030775948002,Ohr Torah Stone - אור תורה סטון,Ohr Torah Stone - אור תורה סטון,139,5
117581211636979,עֲשׂוֹת משפט - קול רבני לזכויות אדם,שומרי משפט - רבנים למען זכויות אדם,136,1
174138752627879,עצומה,עצומה,132,4
390078575091,"עמותת בית חם - לטיפול, שיקום ושילוב משמעותי בקהילה",בית חם,126,2
1392138171047822,"ארגון נכי צה""ל","ארגון נכי צה""ל",126,1
224993517556428,Da'am Party - מפלגת דעם - حزب دعم,Da'am Party - מפלגת דעם - حزب دعم,122,2
340069009019,ice אייס,ice אייס,121,13
109913515759452,Bokra Net بُــــكرا,Bokra Net بُــــكرا,121,6
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,120,3
1034509719896684,המכון החרדי למחקרי מדיניות,מכון החרדי למחקרי מדיניות,118,1
206692749419285,עיריית ראשון לציון,Debby&Ron LTD,118,1
104783631865965,תלם,קרן ברל כצנלסון,118,2
103185328887035,דניאל ליזרוביץ',דניאל ליזרוביץ,117,1
1633801720194315,מועצה מקומית פרדס חנה כרכור,מועצה מקומית פרדס חנה כרכור,116,2
1443071125939789,שיחה מקומית,שיחה מקומית,112,5
1197610913585169,אורנה ברביבאי - Orna Barbivay,אורנה ברביבאי - Orna Barbivay,106,2
134896023193138,יוזמת ז'נבה,יוזמת ז'נבה,105,3
101189288896863,לבבי - דפיברילטור להצלת חיים מדום לב בבית,לבבי,102,2
1662907067255622,איגוד הגז הטבעי,Unik,102,1
810904589094226,צביקה ברוט - Tzvika Brot,צביקה ברוט - Tzvika Brot,101,1
562900707171914,ליעד אילני לראשות עיריית רמת-גן,סיעת רמת-גן שלנו,101,2
256546887847232,עיריית רמת גן,עיריית רמת גן,101,1
171506896314198,מיטל להבי - Meital Lehavi,מיטל להבי,≤100,5
403470203161681,"קרן רש""י - Rashi Foundation","קרן רש""י לצמצום פערים חברתיים",≤100,1
33942762466,Shalom Hartman Institute מכון שלום הרטמן,Shalom Hartman Institute - מכון שלום הרטמן,≤100,6
198917210119704,שלום עכשיו,שלום עכשיו,≤100,1
107926607591864,זוּלת - לשוויון וזכויות אדם,זוּלת - לשוויון וזכויות אדם,≤100,6
291808504292893,מתנת חיים - השתלות כליה,מתנת חיים,≤100,3
104728241521436,האגודה לתרבות הדיור,האגודה לתרבות הדיור,≤100,2
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,≤100,6
494897503984941,ArtiShop ארטישופ - משרד פרסום ודיגיטל,These ads ran without a disclaimer,≤100,6
112791015410812,Danny Danon - דני דנון,Danny Danon - דני דנון,≤100,2
2145340712350945,נעמה לזימי - Naama Lazimi,נעמה לזימי - Naama Lazimi,≤100,1
103183301914371,כוח של אמא,Nataly Milner,≤100,1
110630465693098,Yedidut Toronto ידידות טורונטו,ידידות טורנטו,≤100,1
1822651321364643,121 - מנוע לשינוי חברתי,121 - מנוע לשינוי חברתי,≤100,4
1527767014131371,עקבות Akevot,עקבות Akevot,≤100,1
316265986841,מהות החיים,These ads ran without a disclaimer,≤100,3
271404389601060,Yaakov Hagoel - יעקב חגואל,Yaakov Hagoel - יעקב חגואל,≤100,2
193264714026809,Emunah אמונה,ארגון אמונה,≤100,1
221429664638160,קדמה,קדמה,≤100,3
1619338854980208,יוסי דגן,המועצה האיזורית שומרון,≤100,2
169056346924201,פנימה,פנימה,≤100,1
1506163609667780,שקוף - גוף התקשורת של הציבור,שקוף,≤100,2
100980849562500,Guy Naveh,Guy Naveh,≤100,1
103851895179872,אמהות לביאות,Nataly Milner,≤100,1
503274483198404,לינק Link 20 - התנועה לקידום צעירים עם מוגבלות,לינק Link 20 - התנועה לקידום צעירים עם מוגבלות,≤100,32
1376946122530211,ניסן בן חמו - Nisan Ben Hamo,ניסן בן חמו - Nisan Ben Hamo,≤100,6
104015018553973,The Genesis Prize - פרס בראשית,These ads ran without a disclaimer,≤100,1
1354359724719468,"הסתדרות המעו""ף","הסתדרות המעו""ף",≤100,3
122151567825903,ארגון בטרם לבטיחות ילדים,ארגון בטרם לבטיחות ילדים,≤100,6
994811120638154,כרם נבות كرم نابوت,כרם נבות كرم نابوت,≤100,2
155570487882563,בית ספר רעות ירושלים,בית ספר רעות ירושלים,≤100,6
239989316604823,יואב קעטבי,יואב קעטבי,≤100,6
136456246407342,לשכת סוכני ביטוח,Tal Sanderoni,≤100,6
164514821050422,בועז שלמה,בועז שלמה,≤100,2
155300937864628,המרכז להעצמת האזרח,המרכז להעצמת האזרח,≤100,1
914741188600735,עומדים ביחד نقف معًا,עומדים ביחד نقف معًا,≤100,1
140133916157913,תיקון - להתחדשות החברה והתרבות בישראל,תנועת תיקון,≤100,2
113789568181754,איציק דנינו - ראש העיר שלי,איציק דנינו,≤100,3
368008289967391,יואל גמליאל,Yoel Gamliel,≤100,1
102668075081968,"Фонд премии ""Генезис""","Фонд премии ""Генезис""",≤100,2
100364191595090,הדסה - המרכז הרפואי של סוכני הביטוח,בית חולים הדסה,≤100,4
2036461326389031,Nir A. Cohen,Nir A. Cohen,≤100,2
107114480630055,מוטי גלוסקה - מחקרי ביטחון ואסטרטגיה,מוטי גלוסקה - מחקרי ביטחון ואסטרטגיה,≤100,1
179034435458425,פנאי העיר חדרה,פנאי העיר חדרה,≤100,4
489585357777964,"המאירי - עורכי דין ונוטריון - משרד הביטחון נכי צה""ל","המאירי - עורכי דין ונוטריון - משרד הביטחון נכי צה""ל",≤100,10
161804953943328,Яир Лапид,יש עתיד - בראשות יאיר לפיד,≤100,2
370270343005611,ישראל ביתנו,ישראל ביתנו,≤100,2
154698021323966,יוזמות אברהם  مبادرات  ابراهيم,יוזמות אברהם مبادرات ابراهيم,≤100,1
100255059520803,שאמה 38,רמת גנים בעד רמת גן,≤100,1
128834187134576,Ahmad Tibi احمد طيبي,Ahmad Tibi احمد طيبي,≤100,2
168898066479983,עיריית עכו,עיריית עכו,≤100,1
197861515565,שתיל - شتيل - Shatil,שתיל - Shatil,≤100,3
106801758928583,המזרח התיכון - סיקור כלי התקשורת במדינות ערב,Danel Salim,≤100,2
450583275090800,אלי כהן - Eli Cohen,Eli Cohen,≤100,1
452342168247343,יוחנן פלסנר - Yohanan Plesner,המכון הישראלי לדמוקרטיה,≤100,3
164934630690102,החברה לפיתוח הגליל,"פיתוח הגליל- מג""ע",≤100,2
100570949591846,שניר פרידמן - לראשות מועצה אזורית הגלבוע,שניר פרידמן,≤100,5
103459003107598,ארגון העיתונאים והעיתונאיות בישראל,ארגון העיתונאים והעיתונאיות בישראל,≤100,1
136803203078703,להב - לשכת ארגוני העצמאים והעסקים בישראל,Amit Winder,≤100,2
227073477334754,אופיר שפיגל - יחסי ציבור,אופיר שפיגל תקשורת וקשרי ממשל,≤100,6
424140048151593,אזרחים ותיקים - חולון,אזרחים ותיקים - חולון,≤100,2
500238833397356,ציפי ברנד,ציפי ברנד,≤100,1
666263786873603,Kerem Navot - Naboth’s Vineyard,Kerem Navot - Naboth’s Vineyard,≤100,1
534335679927121,מועצה אזורית עמק חפר,מועצה אזורית עמק חפר,≤100,1
101545285387643,Beegreen ביגרין  - קירות ירוקים,Haim Dilaroza,≤100,8
104383949185600,יעקב מזרחי - Jakob Mizrahi,יעקב מזרחי,≤100,2
778931628812764,כוכב הצפון,כוכב הצפון,≤100,1
364011324091365,חדשות הגבעה,חדשות הגבעה,≤100,1
189208555041327,המיזם למיגור העישון,המיזם למיגור העישון בישראל,≤100,2
104984005680662,משמר הראיסים,משמר הראיסים מאת דוד סוויסה,≤100,2
248788905529463,Детали / новости Израиля,Детали / новости Израиля,≤100,1
1073460539346074,אלון שוסטר - Alon Schuster,מפלגת כחול לבן,≤100,3
189543984502825,משה קונינסקי,משה קונינסקי,≤100,1
255984187851688,מועצה אזורית יואב,מועצה אזורית יואב,≤100,1
100585238528895,לובי המיליון,One Million Lobby לובי המיליון,≤100,2
334640329998323,בני ביטון,בני ביטון,≤100,1
1389240321317188,דוד אבן צור - ראש עיריית קריית ים,דוד אבן צור - ראש עיריית קריית ים,≤100,1
554308731366675,محامون من أجل إدارة سليمة - Lawyers for Good Governance,محامون من أجل إدارة سليمة - Lawyers for Good Governance,≤100,1
100319168743581,אקולוגז - Ecologz,קומפוסט אור,≤100,1
102983604572708,איטל בציר אלשיך Ital Batzir Alsheh - חברת מועצת העיר רחובות,איטל בציר אלשיך,≤100,2
1610936952457264,המכללה לפיננסים וביטוח,Tal Sanderoni,≤100,3
877405719007268,מכון ארגמן ללימודים שמרניים,מכון ארגמן,≤100,6
123065247744905,ידיעות ספרים שאוהבים,אבי קראוס,≤100,1
327914523920994,"אייל פרדיס, דעתן",אייל פרדיס,≤100,1
1029616787159895,יהודה דואה,Yehuda Dua,≤100,1
521033141311888,Ulpan Bayit - אולפן בית,Ulpan Bayit,≤100,3
139320722917886,מרכז יצחק רבין,מרכז יצחק רבין,≤100,2
