Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
681779338505564,Yiaga Africa,Yiaga Africa with Facebook Ad Credits,1172404,7
753031955030992,Atiku-Okowa.com,One Nigeria Movement,539571,17
101313636221741,WaleKuku4Senate,Ajibola Adeboye,131538,5
107655665420852,South West Umbrella Forum,South West Umbrella Forum,110432,11
102823605038626,Phoenix Relations,Phoenix Relations,108909,8
101300476067946,The Northern Umbrella Forum,Northern Umbrella Forum,89529,2
102869596002305,Office Of The Citizen Nigeria,Fix Politics,81455,21
105756478574505,Stears,Stears,72153,12
252185758819200,Babajide Sanwo-Olu,Babajide Sanwo-Olu,62736,10
312632449480846,Governor Ifeanyi A. Okowa,Governor Ifeanyi A. Okowa,36904,3
111671415154722,The Time is Now,Team Caleb Mutfwang,30515,5
111671415154722,The Time is Now,Team Caleb Mutfwang,30515,5
2163719293890200,VoteTinubu2023,VoteTinubu2023,26186,8
277754446181585,Tonye Cole,Tonye Cole,24910,1
205279466743027,Lux Terra Leadership Foundation,Lux Terra Leadership Foundation,24705,4
102096876127435,BAT 2023,Abraham Adesanya Adetutu A.,23065,2
903423006458068,Orodata Science,Orodata Science,23062,11
492378324116772,The Lagos State Government,The Lagos State Government,22948,1
163415157011050,Elevation NG,The Elevation Church,19724,5
1598205703573433,Senator Uba Sani,Uba Sani Media,18605,18
101018389512733,Ghali Mustapha,Ahmad Muazu,18469,3
109466785028287,Prince Dr Emeka Eze,Michael Obiekwe,17068,5
105018565612690,Atiku Listens,Atiku Listens,16302,5
754967464564993,Youth Alive Foundation,Youth Alive Foundation,14203,2
102619289418448,Refined Alliance for Atiku,Pius Ihechi Ikeoba,14187,6
248584495820796,Ibe Okwara for House of Representatives - Arochukwu/Ohafia Constituency,Ibe Okwara Support Group,11449,10
116248814706806,Vote4climateng,Adebiyi Agnes,10221,10
103018869332378,BantuPage,Ikechukwu Orji,8862,10
131601892442970,OKOTIE SPEAKS,These ads ran without a disclaimer,8663,2
112498591639701,Deola Azeez,ADEOLA AZEEZ FOUNDATION,8393,10
331985171374192,Catch Them Young Community Initiative,Philemon Nwakile,7620,3
117014670139291,No Negative Vibe,Chiedozie Abarikwu,7506,1
112268064929703,Mailantarki Campaign Organisation 2023,Mailantarki Campaign Organisation 2023,7271,7
971769479677563,Gbenga Olawepo-Hashim,Olushola Oni,6807,1
114009474939343,Hon. Collins Ezenwa Ilo,Collins Ezenwa Ilo,5986,3
954771728004488,Lux House Inc.,Tonye Isaac,5921,3
120346118099706,BrandPower,BrandPower,5453,3
274811734355511,Insight 4 Impact Foundation,Insight 4 Impact Foundation,5208,1
1726955277362180,Haske-Kudla Satumari,Haske-Kudla Satumari,5074,3
382009025662024,Camanda,Camanda,5074,2
110808857137968,Marilyn Okowa-Daramola,Marilyn Okowa-Daramola,5074,1
101622722635138,Advocacy For Good Governance,Nnadi Sunny,4927,9
100519749481655,Labour Party Ogun State,Ajibola Adeboye,4768,1
171885956874687,Because Of Our Tomorrow,BOOT Party,4570,1
100357172823685,Sanusi BICHI for Jagaban,Sanusi BICHI for Jagaban,4423,2
101075832871727,Progressives For Renewed Hope,Progressives For Renewed Hope,3933,6
104193009220499,investment_one,These ads ran without a disclaimer,3824,1
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,3418,3
100202924924063,Page 36,Page 36,3259,11
954380707995179,Hon. Obinna Chidoka,Ikechukwu Okafor,3229,2
590202251174437,Interfaith Dialogue Forum for Peace,Interfaith Dialogue Forum for Peace,2928,2
744766039058747,Inside Kaduna,Inside Kaduna Media,2911,9
101886116160600,SootCityng,X3M ideas,2852,3
1697847863877834,Fisayo Soyombo,These ads ran without a disclaimer,2597,1
110034854692816,Eyewitness Nigeria,Eyewitness Nigeria,2593,4
474949016032212,Akin Fadeyi Foundation,Akin Fadeyi Foundation,2467,4
109206005422286,Canada Visa Sponsorship,These ads ran without a disclaimer,2314,1
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,2306,1
109450211203581,A Senator For All,Azeez Olasunkanmi Lekan,2123,3
104238252286926,Nwankwo Promise Chibuzo,Mboo Augustine Uchenna,2102,4
102169824695398,Rero TV,Rero TV,2075,9
103274599239684,Gospel Got Voices,Gospel Got Voices,2016,1
1412948682316221,GistGate,GistGate,2015,2
104009615779917,Engineer Jeremiah Abiola Awoyeye,Olayemi Olamide Awoyemi,1997,4
1509451939279618,Hon. Iduma Igariwey Enwo,Iduma Enwo Igariwey,1958,2
258810957658900,Adamu A. Babale Makera,Adamu A. Babale Makera,1877,9
106064468251927,Community Initiatives to Promote Peace,ARDA DCI,1845,4
123838944328164,Rethink Nigeria,Rethink Nigeria,1820,1
109584735050465,Gene6ix Media,Gene6ix Media,1818,1
144607848957101,Hon. Segun Olulade,Hon. Segun Olulade,1776,1
109102048600128,Ekpoto Campaign Organization,Ekpoto Campaign Organization,1774,3
107676437643727,Inuwa Media Vanguard,Inuwa Media Vanguard,1705,3
771106852965357,Onyedika George Nnadozie,Onyedika George Nnadozie,1671,1
108796611296489,INUWA 4+4 TV,INUWA 4+4 TV,1632,4
104576632565512,K MOVE 2023,Kefas Movement 2023,1607,2
107144455317182,Marvis OJ,Isaiah Chibundu Chinedu,1587,1
101981965798062,Go-Cares Gombe,Go-Cares Gombe,1581,1
106900875202419,Newsflow.com.ng,newsflow,1404,2
107712951974988,Moses Alkali Support Group,Tolu Adebayo,1384,2
126460284139483,Nigerianeye,NigerianEye,1384,1
103177569070325,Ibrahim Babajide Obanikoro,adeToyan Adeniji-Adele,1384,1
108734485468283,Aerospace African Forum,These ads ran without a disclaimer,1384,1
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,1323,1
203283343044987,United Youths of Naija,United Youths of Naija,1288,1
664103300616844,Khalifa Abdulrahaman Okene,Khalifa Abdulrahaman Okene,1248,1
1662239013832778,The Bridge Leadership Foundation,The Bridge Leadership Foundation,1232,2
505170636292702,Evang. Eniola Ijaduola,These ads ran without a disclaimer,1217,1
973327166054173,Sapele TV,Oghenebrorhie Okotie,1212,2
1924396441113309,Onogwu Muhammed,Martins Onuorah,1204,1
110629564899604,Adetokunbo Adeaga - Comfort 2023,Ayodeji Taiwo Oladeji,1173,4
119723736100630,Ala - Delight Publicity Services,Moses Oyinkuro,1112,3
104071404270377,Good Governance Awareness Initiative,GOOD GOVERNANCE AWARENESS INITIATIVE,1044,2
103406122482412,Barr Ibrahim Khalid Soba,Ahmad Mustapha,1021,1
221562284568134,Kingphemmy-Manofpeace,Kingphemmy-Manofpeace,973,2
102786675699969,Kogunan Gombe,Kogunan Gombe,967,1
316575672459262,Hon.Dr Ekene Augustine Aghasiefo,Hon.Dr Ekene Augustine Aghasiefo,950,2
100595249525719,Benjamin Kayode Adereti Support Group,Benjamin Kayode Adereti Support Group,940,3
105997422320113,Ambassador. Onijala4Senate Kwara South,Olutola Onijala,923,1
100877578495335,Kc cubanas,These ads ran without a disclaimer,923,2
345763855563592,Savdfutur,Savdfutur,887,1
110112442003706,Godwin J,fasttracktechnology,879,1
111271261379124,Effective Campaign Management Media,Effective Campaign Management Media,876,2
160409486115654,nestorofthegodclass,These ads ran without a disclaimer,858,1
100221329674479,News Pro,These ads ran without a disclaimer,837,1
1483156181977342,Precious Eze's Blog,Precious Eze's Blog,814,5
