Location name,Amount spent (THB)
Amnat Charoen,≤100
Ang Thong,≤100
Ayutthaya,469
Bangkok,9987
Bueng Kan,≤100
Buriram,183
Chachoengsao,159
Chai Nat,≤100
Chaiyaphum,129
Chanthaburi,108
Chiang Mai,789
Chiang Rai,205
Chon Buri,451
Chumphon,241
Kalasin,121
Kamphaeng Phet,107
Kanchanaburi,162
Khon Kaen,328
Krabi,264
Lampang,153
Lamphun,145
Loei,≤100
Lop Buri,118
Mae Hong Son,≤100
Maha Sarakham,157
Mukdahan,≤100
Nakhon Nayok,≤100
Nakhon Pathom,211
Nakhon Phanom,≤100
Nakhon Ratchasima,410
Nakhon Sawan,434
Nakhon Si Thammarat,1841
Nan,≤100
Narathiwat,235
Nong Bua Lam Phu,≤100
Nong Khai,≤100
Nonthaburi,529
Pathum Thani,390
Pattani,270
Phangnga,151
Phatthalung,291
Phayao,≤100
Phetchabun,115
Phetchaburi,622
Phichit,274
Phitsanulok,2554
Phrae,≤100
Phuket,1291
Prachin Buri,101
Prachuap Khiri Khan,384
Ranong,≤100
Ratchaburi,151
Rayong,208
Roi Et,161
Sa Kaeo,≤100
Sakon Nakhon,138
Samut Prakan,326
Samut Sakhon,313
Samut Songkhram,≤100
Saraburi,132
Satun,143
Sing Buri,≤100
Sisaket,180
Songkhla,943
Sukhothai,≤100
Suphan Buri,404
Surat Thani,5158
Surin,176
Tak,111
Trang,538
Trat,≤100
Ubon Ratchathani,317
Udon Thani,202
Uthai Thani,≤100
Uttaradit,≤100
Yala Province,240
Yasothon,≤100
