Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
112745396862250,Kushiqu - Điều Trị Gút Tận Gốc - Không Tái Lại,These ads ran without a disclaimer,2823612,6
100662756259026,Thanh Vân Hugo,These ads ran without a disclaimer,849594,113
101213791790664,Xưởng tranh 6D pha lê Tài Lộc,These ads ran without a disclaimer,502714,3
104640271243082,Bách Hóa Ăn Dặm,Bách Hóa Ăn Dặm,244791,5
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,150566,5
1507429892822619,BOM Money,BOM Money,149398,3
200480966638039,Supremacy 1914,These ads ran without a disclaimer,126100,1
111101608590590,Tài Chính VIB 2023,These ads ran without a disclaimer,94743,1
103504685839697,SÁCH TỔNG HỢP,These ads ran without a disclaimer,63008,1
107129734670954,Ước Mơ Việt Tân,These ads ran without a disclaimer,51152,1
192195994956428,Tài Liệu Thi Viên Chức Giáo Viên,Tài Liệu Thi Viên Chức Giáo Viên,49942,1
101865258169428,ĐEN Secondhand,ĐEN Secondhand,25700,1
109531258429057,Lương Y Phạm Văn Thanh,These ads ran without a disclaimer,25461,1
109158737469638,Mua bán cho thuê nhà đất 0913.939.856,These ads ran without a disclaimer,19527,1
488965394532508,CRI日本語,These ads ran without a disclaimer,8089,2
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,3487,2
1597295260297184,"Kawasaki Heavy Industries, Ltd.",These ads ran without a disclaimer,1923,2
1026489764036706,Gold Shop,These ads ran without a disclaimer,1466,1
1744911689126391,12up,These ads ran without a disclaimer,≤100,3
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
108572101523372,灣傳媒,These ads ran without a disclaimer,≤100,2
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
1096538887134446,Reuters Plus,These ads ran without a disclaimer,≤100,1
669307523469574,EveryJew,These ads ran without a disclaimer,≤100,6
139577716095155,Newcastle University,These ads ran without a disclaimer,≤100,1
