Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
162936387068600,Ontario Public Service Employees Union (OPSEU),Ontario Public Service Employees Union (OPSEU/SEFPO),3888,16
1711780249072322,Anthony Furey,Furey for Mayor,2607,6
167800183238142,YourAlberta (Government of Alberta),YourAlberta (Government of Alberta),2202,4
186752164845450,Ana Bailao,Ana Bailao,2198,4
9333642607,TELUS,TELUS,2105,4
303473312998028,FedEx,FedEx,1994,4
15535160141,Olivia Chow,Olivia Chow for Mayor,1531,19
163261390365324,Elementary Educators,Elementary Educators,1489,95
118331481194703,Mark Saunders,Mark Saunders,1487,16
104386908631938,Pathways Alliance,Pathways Alliance,1446,7
6319213302,Heart & Stroke,Heart & Stroke,1376,33
186266941387011,BMO Financial Group,BMO Financial Group,1369,4
249042335139282,BDC,BDC,1247,41
100150989152010,Bonterra Tissue,Bonterra Tissue,1159,2
10359721433,War Child Canada,War Child Canada,1048,4
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,964,19
154462904588700,Enbridge Gas,Enbridge Gas,893,83
163336718421,PSAC - AFPC,PSAC - AFPC,879,4
110561408638361,Coalition of First Nations for Finfish Stewardship,Coalition of First Nations for Finfish Stewardship,871,10
195608229977,BC NDP,BC NDP,851,13
115904068198392,Canadian News,These ads ran without a disclaimer,812,1
1456690611311640,Canadian Health Coalition,Canadian Health Coalition,793,59
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,791,20
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,766,87
453724058039992,viaSport British Columbia,viaSport British Columbia,716,30
121222984568561,Amnesty International Canada,Amnesty International Canada,690,61
27234020592,UNICEF Canada,UNICEF Canada,629,6
102828041144081,Here For Students,Here For Students,599,6
113297740077607,Canadian Energy Centre,Canadian Energy Centre,578,71
5794733873,David Suzuki Foundation,David Suzuki Foundation,568,5
19750184960,Greenpeace Canada,Greenpeace Canada,554,129
439345863190331,Brad Bradford,Brad Bradford Campaign,551,12
1522162571382952,Oceana Canada,Oceana Canada,549,13
281999881613,World Vision Canada,World Vision Canada,547,7
98963682935,Canadian Feed The Children,Canadian Feed The Children,538,9
256967407720183,LEO,Léger,529,15
1097840090260804,National Police Federation,National Police Federation,524,51
2112106495731697,Wild First,Canadian Coastal Research Society,514,2
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,509,44
283487578481273,Énergir,Énergir,498,16
582973558421642,Mitzie Hunter,Mitzie For Mayor,492,34
24235835555,Kids Help Phone,Kids Help Phone,486,46
633812813408377,Elections Canada,Elections Canada,481,20
121818350969,AUPE - Alberta Union of Provincial Employees,Alberta Union of Provincial Employees,461,20
202220023130891,Bell Canada,Bell Canada,460,3
182645321760265,Ville de Montréal,Ville de Montréal,452,2
605582973434788,Doctors Without Borders/Medecins Sans Frontieres (MSF),These ads ran without a disclaimer,428,26
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,407,54
160136850711053,CUPE Ontario,CUPE Ontario,390,5
106679019420477,Nova Scotia Teachers Union,Nova Scotia Teachers Union,388,5
180862678644381,Ontario NDP,Ontario NDP,379,22
31912359596,University of Saskatchewan,University of Saskatchewan,369,13
53321777320,Coeur + AVC,Coeur + AVC,367,33
182629491891136,First Nations Health Authority,First Nations Health Authority,360,25
152467601467262,BMO Groupe financier,BMO Groupe financier,360,6
117091071653627,Ministère de l'Emploi et de la Solidarité sociale,Ministère de l'Emploi et de la Solidarité sociale,352,2
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,349,15
115835521825983,UNHCR Canada,UNHCR Canada,316,40
1583430205202800,City of Toronto,City of Toronto - Your Local Government,315,14
126625247383774,Export Development Canada - Exportation et développement Canada,Export Development Canada - EDC,312,34
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,306,8
79659811198,Association of BC Forest Professionals,Association of BC Forest Professionals,299,1
52543970197,Environmental Defence Canada,Environmental Defence,296,14
101535288988376,Ontario's Clean Energy Advantage,Association of Power Producers of Ontario,295,5
106917558391358,Alliance nouvelles voies,Pathways Alliance,282,2
35715544220,Stand.earth,Stand.earth,266,20
