Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
2229936167288652,Juan Sartori,Equipo Juan Sartori,2205,3
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,851,16
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,689,4
721629447857727,567 El Espacio,Sol Ines Pereyra Zunin,634,1
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,247,4
102337244995366,Prudencia Uruguay,Santiago Raffo Arias,240,1
107574220629167,Carolina Batista,Norma Valentina Pérez Nunez,209,5
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
114494837074225,Rodrigo Vercellino,Rodrigo Vercellino,≤100,1
420916501408724,Smart City Expo Latam Congress,These ads ran without a disclaimer,≤100,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100,1
134331253305084,ITI International Team for Implantology,These ads ran without a disclaimer,≤100,1
102726742143749,Articulación para el desarrollo de la Región Ica,These ads ran without a disclaimer,≤100,1
114184975000819,Unexplained Beasts,These ads ran without a disclaimer,≤100,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,1
771462172882741,OnePath Network,These ads ran without a disclaimer,≤100,1
84739343457,Motor.es,These ads ran without a disclaimer,≤100,1
722256984867966,Raytheon Missiles & Defense,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
204740833658478,Exness Life,These ads ran without a disclaimer,≤100,1
82928774489,Panda Security,These ads ran without a disclaimer,≤100,1
108269868283977,Audiohistorias de Israel,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,1
668626516485308,Enred Frenteamplista - Enred Socialista,Partido Socialista del Uruguay,≤100,1
