Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,27785,22
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,18496,22
608975645850217,Vattenfall,Vattenfall Sverige,18040,35
126567104406,Hyresgästföreningen,Hyresgästföreningen,15844,53
151159271594797,Systembolaget,Systembolaget,14136,7
369582590803,Dagens ETC,ETC-tidningarna,11979,24
109886133732943,RESCUE - Sverige,RESCUE - Sverige,7750,2
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,6681,17
643137272398136,Sverige för UNHCR,Sverige för UNHCR,6603,20
162985227114132,Skellefteå Kraft,Skellefteå Kraft,6397,10
111630258867610,Röda Korset,Röda Korset,6391,16
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),6253,22
382243262003,Plan International Sverige,Plan International Sverige,6057,8
161213770567846,Operation Smile Sverige,Operation Smile Sverige,5862,19
95735961890,Greenpeace Sverige,Greenpeace Sverige,4628,84
101341883359561,Matsmart Sverige,Matsmart,4444,7
130040890394815,Skånetrafiken,Skånetrafiken (Region Skåne),4444,4
150057951690751,OKQ8,OKQ8,4026,8
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,3759,35
186513678039755,Fortum,Fortum Sverige,3716,22
109969847586061,Morgon-Tidningen,AIP Media,3209,4
59324455950,UNICEF Sverige,UNICEF Sverige,3205,8
133867976608,Naturskyddsföreningen,Naturskyddsföreningen,2917,14
203547006337155,Göteborgs Stadsmission,Göteborgs Stadsmission,2474,12
178362315106,European Parliament,European Parliament,2467,11
72659261793,Rädda Barnen,Rädda Barnen,2457,33
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,2368,34
18880778360,ActionAid Sweden,ActionAid Sweden,2271,4
193309030695120,UR,UR,2094,18
379686162129542,Svea Bank,Svea Ekonomi,2059,6
19746853632,Djurens Rätt,Djurens Rätt,2047,4
676246449160270,Sverigedemokraterna,Sverigedemokraterna,1970,8
223302541061447,Nema Problema,Nema Problema,1935,51
10150161538825010,Medborgarskolan,Medborgarskolan,1868,6
769689373178831,Sjukvårdspartiet Västernorrland,Sjukvårdspartiet Västernorrland,1783,2
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,1779,36
110723197258182,Sverige inför verkligheten,Sverige inför verkligheten,1751,3
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,1541,5
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,1507,8
314872662206,Ekonomifakta,Ekonomifakta,1492,84
115403725210334,Hand in Hand Sweden,Hand in Hand Sweden,1468,1
42676805259,Diakonia,Diakonia,1323,13
165168156799,Göteborgs-Posten,Göteborgs-Posten,1297,3
115212521895994,Vattenfall Eldistribution AB,Vattenfall Eldistribution AB,1220,4
267640803634611,Moderaterna i Västerbotten,Moderaterna i Västerbotten,1213,2
8040892957,Socialdemokraterna,Socialdemokraterna,1193,18
130666626950917,Öresundskraft,Öresundskraft,1141,1
313671265509,Tankesmedjan Tiden,Tankesmedjan Tiden,1130,5
179931025357058,Kommunal,Kommunal,1114,8
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,1093,23
98623096089,Lantmännen,Lantmännen,1091,2
249195615122371,Sara Skyttedal,Sara Skyttedal,1078,1
323156205347,Vänsterpartiet,Vänsterpartiet,1067,12
117109165023455,Nordnet,Nordnet Bank AB,1062,1
102335578503312,Linköpingslistan,Linköpingslistan,995,1
167036616661188,Sverigedemokraterna Malmö,Sverigedemokraterna Malmö,937,3
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,927,26
920856941295102,Denise Rudberg,These ads ran without a disclaimer,885,1
245214805905370,Konkret,Opulens Förlag AB,860,5
236879092476,Håll Sverige Rent,Håll Sverige Rent,845,12
133148933394485,Socialdemokraterna i Malmö,Socialdemokraterna i Malmö,833,9
153270724787,Amnesty International Sverige,Amnesty International Sverige,787,12
175656912484553,Unionen,Unionen,751,17
237146235237,Timbro,Tankesmedjan Timbro,712,44
212604496324,Fackförbundet ST,Fackförbundet ST,711,38
195379633820701,Svenskt Kött,Svenskt Kött,711,12
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,666,28
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,656,6
181590825305317,COWI Sverige,COWI Sverige,655,10
112635368770882,Socialdemokraterna i Kronoberg,Socialdemokraterna i Kronoberg,637,2
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,620,1
166406746310,Resumé,Resumé,600,2
112338252157105,Viskadalen,Viskadalen,597,2
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,593,19
176527602394716,Olivia Personlig Assistans AB,Olivia Personlig Assistans AB,583,3
178193355556765,Nordström Assistans AB,Nordström Assistans AB,581,3
518144408210153,Våra barns klimat,Våra barns klimat,581,3
1439778006254125,Evin Incir,Socialdemokraterna i Europaparlamentet,579,1
115756055102646,Kura Omsorg  i Sverige AB,Kura Omsorg  i Sverige AB,578,3
234172635050,Forum för levande historia,Forum för levande historia,558,4
369122343101775,e.on,These ads ran without a disclaimer,555,1
261455205686,LRF,LRF,552,2
588111131243298,Sverigedemokraterna Hässleholm,Sverigedemokraterna Hässleholm,551,2
103296115466644,Skattenytta,Kommissionen för Skattenytta,544,8
328754490337,Vårdförbundet,Vårdförbundet,531,26
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,488,18
393959767360779,Sverigedemokraterna Region Skåne,Sverigedemokraterna Region Skåne,487,14
24574889995,Charlie Weimers MEP,Charlie Weimers MEP,475,3
576845979156129,Techarenan,Techarenan,462,3
118090278221826,Erikshjälpen,Erikshjälpen,455,3
255288010153,Sida - Styrelsen för Internationellt Utvecklingssamarbete,Sida - Styrelsen för Internationellt Utvecklingssamarbete,452,3
113710601984970,Barnfonden,Barnfonden,437,7
312084019369,Dagens Medicin,Dagens Medicin,426,1
128074247474,Björn Lundén,Björn Lundén AB,423,1
183512318424647,Magdalena Andersson,Socialdemokraterna,421,4
137137253009463,Campus Varberg,These ads ran without a disclaimer,417,1
316462188971,Flamman,Tidningsföreningen Norrskensflamman,406,1
356032977210,Vi-skogen,Vi-skogen,397,10
273053169937029,ClimateHero,ClimateHero,397,7
1797724450537743,GoClimate,GoClimate,392,2
212284955495610,Elektrikerna,Elektrikerna,391,3
296423575695,Afrikagrupperna,Afrikagrupperna,384,7
103630702709718,Luleå Industripark,Vinter,374,2
114736451897793,Socialdemokraterna i Södertälje,Socialdemokraterna i Södertälje,373,3
539297539496434,Dagens Samhälle,Dagens Samhälle,372,1
388037891351308,Kristdemokraterna Haninge,Kristdemokraterna Haninge,354,3
965458110149319,Byggindustrin,Byggindustrin,341,1
175195195896396,Socialdemokraterna Kalmar län,Socialdemokraterna i Kalmar län,341,1
1729304067391998,Sverigedemokraterna Stockholm,SD Stockholm,336,1
153150404966,Moderaterna Skellefteå,Moderaterna Skellefteå,331,4
100941935326134,RekonstruktionsGruppen,Rekonstruktionsgruppen Sverige AB,330,5
111842515680597,Hyresgästföreningen Norrland,Hyresgästföreningen,329,12
104760926229060,Uppsala kommun,Uppsala kommun,324,2
213401419608502,SE BARNEN,Föreningen Film and Tell,320,1
163820136238,LO Sverige,Landsorganisationen Sverige,317,2
115317275164993,RFSU,RFSU,313,2
125777020786691,Mikael Damberg,Socialdemokraterna,302,3
163305633746125,Karneval förlag,Holviks,301,2
111699453757094,Soft Towel Games,These ads ran without a disclaimer,298,3
127063960674693,Svenska Freds- och Skiljedomsföreningen,Svenska Freds- och Skiljedomsföreningen,298,5
2002046333202650,Bli nämndeman,Bli nämndeman,289,9
473182566110689,Inre Kraft - Personlig Assistans & Hemtjänst,Inre Kraft - Personlig Assistans & Hemtjänst,285,2
129016447116122,Aktuell Hållbarhet,Aktuell Hållbarhet,282,2
213401419608502,SE BARNEN,SE BARNEN,280,1
239855722130,Nyhetsmagasinet Fokus,Fokus,277,10
320930784643530,Storasyster,Storasyster,275,1
120633071295935,Fairtrade Sverige,Fairtrade Sverige,270,6
381175618637391,Liberalerna Kronoberg,Liberalerna,268,2
108579507301489,Akavia,Akavia,268,2
312318652204361,Socialdemokraterna i Uppsala län,Socialdemokraterna i Uppsala län,253,4
154887827868890,Sörmlands Sparbank,Sörmlands Sparbank,252,2
640780126093378,Norstedts Juridik,Norstedts Juridik,251,3
355819811185620,Arba Kokalari,Moderaterna,249,2
118162038224731,Moderaterna i Stockholms stad och län,Moderaterna i Stockholms stad och län,244,1
134448989963951,Hyresgästföreningen Norra Skåne,Hyresgästföreningen Norra Skåne,233,6
590736644344351,Svenskt Näringsliv Jönköpings län,Svenskt Näringsliv,229,6
310330762482786,Sara Kukka-Salam,Socialdemokraterna Solna,219,3
187832004591985,LO-distriktet i Småland och Blekinge,LO-distriktet i Småland och Blekinge,218,3
271560012882635,Svenskt Näringsliv Västra Götaland,Svenskt Näringsliv Västra Götaland,218,8
175873745789190,Vänsterpartiet Göteborg,Vänsterpartiet Göteborg,214,8
989752884508948,Muharrem Demirok,Centerpartiet,208,1
250421669832,Tekniska verken,Tekniska verken,208,4
300290481979,Södertälje kommun,Södertälje kommun,205,1
653072158104424,Emma Wiesner,Emma Wiesner,203,1
433323816696224,Vänsterpartiet Jönköpings län,Vänsterpartiet Jönköpings län,200,4
190125911027266,Akademikernas a-kassa,Akademikernas a-kassa,200,1
188821514474911,Preem,Preem AB,199,1
61602439009,NCC,NCC,194,8
109609604086656,Vejpkollen.se,Vejpkollen.se,193,2
120216874723147,Svenskt Sigill,Svenskt Sigill,193,20
169151353117822,Folkuniversitetet Göteborg,Folkuniversitetet Göteborg,192,1
45101268520,SSU,SSU,190,9
188841442268,Woolpower,Woolpower AB,186,2
1847145068882499,Affärsverken,Affärsverken,180,1
277520678945640,Svenskt Näringsliv Halland,Svenskt Näringsliv,172,7
200480966638039,Supremacy 1914,These ads ran without a disclaimer,170,1
183959274989548,Landsbygdsnätverket,Landsbygdsnätverket,168,5
135062563176874,Utrikespolitiska Institutet,Utrikespolitiska Institutet,167,3
290735261080438,Moderaterna i Göteborg,Moderaterna i Göteborg,164,2
1379292059067347,Länsstyrelsen Östergötland,Länsstyrelsen Östergötland,153,1
1042091032500520,Kvartal,Kvartal,148,4
505186329496364,Aktiv Assistans AB,Aktiv Assistans AB,145,2
1267325956645384,Bonzi,Bonzi,145,2
766962160096580,Vi Omsorg i Sverige AB,Vi Omsorg i Sverige AB,144,2
1715208875382561,OP Assistans,OP Assistans,144,2
105051279529106,Kulturhuset Stadsteatern,Kulturhuset Stadsteatern,144,3
194996370654471,Assistanslotsen,Assistanslotsen,143,2
498767116802809,Vänsterpartiet Region Stockholm,Vänsterpartiet Region Stockholm,142,1
964870226927385,Svensk biblioteksförening,Svensk biblioteksförening,140,1
230671826970236,Uppsala konstmuseum,Uppsala kommun,136,4
153194577050,Kristdemokraterna Solna,Kristdemokraterna i Solna,135,2
102414309949126,Socialdemokraterna i Skåne,Socialdemokraterna i Skåne,133,1
390479295816,Socialdemokraterna i Jönköpings län,Socialdemokraterna i Jönköpings län,131,1
735108653195373,Vänsterpartiet Haninge,Vänsterpartiet Haninge,131,4
329452290816078,Tidningen Market,Tidningen Market,127,2
104952875797501,Carina Ohlsson,Svenska socialdemokrater i Europaparlamentet,126,1
294444197371898,Byggnads Skåne,Byggnads Skåne,126,2
637235366608588,studietid,#studietid,123,2
146593541117,nwt.se,NWT Media AB,122,2
342952129133948,Kultur i Malmö,Kultur i Malmö,121,1
100253435575183,EPHI - Environment and Public Health Institute,Environment and Public Health Institute,120,1
1447309755322652,Bostad 2030,Bostad 2030,120,2
189597853158,Falu kommun,Falu kommun,118,1
899603916845362,JAG Personlig assistans,JAG Personlig assistans,114,2
126245644082634,Malmömoderaterna,Malmömoderaterna,111,1
132237556790996,Socialistisk Politik,Socialistisk Politik,110,1
337086006951883,Jessica Polfjärd,Moderaterna,109,1
106102553268601,Liberalerna Västsverige,Liberalerna Västsverige,109,1
289125034540204,Socialdemokraterna Sörmland,Sörmlands socialdemokratiska partidistrikt,107,3
505229989560231,Kristdemokraterna i Skåne,Kristdemokraterna i Skåne,107,1
1495636290691848,Vänsterpartiet Stockholms stad,Vänsterpartiet Stockholm stad,103,1
127757523931098,Emrahus AB,Emrahus AB,102,2
198991600145434,Svenskt Näringsliv Skåne,Svenskt Näringsliv Skåne,102,1
1089666701084947,Timbro förlag,Timbro Förlag,≤100,1
1633181116933852,SvD Junior,SvD Junior (SvD),≤100,8
217391588404948,Katalys,Katalys,≤100,1
882970465088842,Svenskt Näringsliv Kalmar län,Svenskt Näringsliv,≤100,1
142592279178601,RFSL Rådgivningen Skåne,RFSL Rådgivningen Skåne,≤100,1
1540294046226139,Feministsmeden,Feministsmeden,≤100,1
226810677402741,Centerpartiet i Jönköpings län,Centerpartiet Jönköpings län,≤100,1
273402369438867,By Billgren,By Billgren AB,≤100,1
180578795331360,Svenskt Näringsliv Blekinge,Svenskt Näringsliv,≤100,1
308075749348969,Svenskt Näringsliv Kronoberg,Svenskt Näringsliv,≤100,1
212217035462487,Miljöpartiet de Gröna Norrbotten,Miljöpartiet de gröna Norrbotten,≤100,1
231705333633358,Göteborgs stift Svenska kyrkan,Göteborgs stift Svenska kyrkan,≤100,3
98673036962,ROLDA,These ads ran without a disclaimer,≤100,3
101367251398750,Vårt Söderslätt,Vårt Söderslätt,≤100,1
108878133830874,Grön flygplats,Projektet Grön Flygplats; finansierat av Svenska Regionala Flygplatser och Europeiska Regionala Utvecklingsfonden,≤100,4
421153308025981,Hållbarhetsfestivalen Västra Götaland,Hållbarhetsfestivalen Västra Götaland,≤100,1
773867402653937,Torkild Strandberg,Torkild Strandberg,≤100,2
712230305617939,Uniper i Sverige,Uniper i Sverige,≤100,3
66496453715,Miljöpartiet de gröna i Umeå,Miljöpartiet de gröna i Umeå,≤100,1
108881742481938,Liberalerna i Karlstad,Liberalerna i Karlstad,≤100,3
153386171353294,LRF Västra Sverige,LRF Västra Sverige,≤100,1
887305194662637,Axess Magasin & TV,Axess Publishing,≤100,1
268608766607208,Svensk Tidskrift,Svensk Tidskrift,≤100,3
231584306927975,Sverigedemokraterna Norrtälje,Sverigedemokraterna Norrtelje,≤100,1
101694568427294,Baggy.se,These ads ran without a disclaimer,≤100,1
110813562940,Vision,Vision,≤100,1
1506025182942351,Miljöpartiet de gröna i Malmö,Miljöpartiet i Malmö,≤100,1
624844364247833,Svenskt Näringsliv Värmland,Svenskt Näringsliv Värmland,≤100,2
678059232281554,Centerpartiet i Lilla Edet,Centerpartiet i Lilla Edet,≤100,1
324914190902686,Magasinet Paragraf,Magasinet Paragraf,≤100,1
195221297179003,Ulricehamns kommun,Ulricehamns kommun,≤100,1
513330082107760,Centerpartiet Gotland,Centerpartiet Gotland,≤100,1
276115645732500,Socialdemokraterna i Gävle,Socialdemokraterna i Gävle,≤100,1
118424491641760,Naturskyddsföreningen Väst,Naturskyddsföreningen Väst,≤100,2
99753892609,Framtidsjorden,Framtidsjorden,≤100,1
103048895938980,Västeråsmajoriteten,Västeråsmajoriteten,≤100,4
341237002630986,Karlshamns kommun,Karlshamns kommun,≤100,1
197762513603868,MÄN,MÄN,≤100,2
258835660985778,Liberalerna Värmdö,Liberalerna Värmdö,≤100,2
1400334680268097,Nyheter i Västerbotten,Nyheter i Västerbotten,≤100,2
699729213440455,Vänsterpartiet Västra Götaland,Vänsterpartiet Västra Götalandsregionen,≤100,1
100154266829621,Kyrkans Tidning,Kyrkans Tidning,≤100,2
183607788350923,Liberalerna Haninge,Liberalerna Haninge,≤100,2
223053457729155,Unga Örnar,Unga Örnars Riksförbund,≤100,4
115795772512,Stadsbiblioteket i Malmö,Stadsbiblioteket i Malmö,≤100,1
266083410123678,Moderaterna i Haninge,Moderaterna i Haninge,≤100,2
150909028299502,Jernkontoret,Jernkontoret,≤100,4
394970577929590,Ekström & Garay,Ekström & Garay AB,≤100,1
539295632775518,Centerpartiet Hultsfred,Centerpartiet Hultsfred,≤100,1
1592860820974499,Vänsterpartiet Sundbyberg,Vänsterpartiet Sundbyberg,≤100,1
397655376946941,Liberalerna Lidingö,Liberalerna Lidingö,≤100,1
1544485135838767,Svenskt Näringsliv Mellansverige,Svenskt Näringsliv Mellansverige,≤100,3
737936546266980,Sverigedemokraterna Järfälla,Sverigedemokraterna Järfälla,≤100,1
150708874991347,GK Sverige,These ads ran without a disclaimer,≤100,1
262656093762675,Östersunds kommun - Staaren tjïelte,Östersunds kommun,≤100,1
1432591790382295,ByMartinsdotter,By Martinsdotter,≤100,6
397232950335909,Strängnäspartiet,Strängnäspartiet,≤100,1
333290023467685,Socialdemokraterna Älvkarleby,Socialdemokraterna Älvkarleby,≤100,1
108169588127484,Partille Tidning,Partille Tidning,≤100,1
171312316271928,Brottsofferjouren Värmland,Brottsofferjouren Värmland,≤100,1
105901735400433,Centerpartiet Region Stockholm,Centerpartiet Region Stockholm,≤100,1
386485284783972,Socialdemokraterna i Enköping,Socialdemokraterna i Enköping,≤100,1
655649581113743,Sundsvalls kommun,These ads ran without a disclaimer,≤100,1
299789267022,ABF i Uppsala län,ABF i Uppsala län,≤100,1
1408104366115145,Moderaterna i Salem,Moderaterna i Salem,≤100,1
166934049354,Miljöpartiet de Gröna i Östergötland,Miljöpartiet i Östergötland,≤100,1
259234574258392,Miljöpartiet de Gröna i Nyköping,Miljöpartiet de gröna i Nyköping,≤100,1
94400267368,jagvillhabostad.nu,jagvillhabostad.nu,≤100,3
492866930857,Centerpartiet i Luleå,Centerpartiet i Luleå,≤100,1
160210550756111,Huddingemoderaterna,Huddingemoderaterna,≤100,3
1139097292843761,Kristdemokraterna Göteborg,Kristdemokraterna Göteborg,≤100,1
120745044633792,Lunds universitet,Lunds universitet,≤100,1
76847196995,Göteborgs stadsbibliotek,Göteborgs stadsbibliotek,≤100,1
366372087366,Hegas Förlag - Lättläst,Hegas Förlag - Lättläst,≤100,3
108492218918,IF Metall,IF Metall,≤100,3
157426134878218,Bodens kommun,Bodens kommun,≤100,3
108606768485583,Vuksan Rovčanin,Vuksan Rovčanin,≤100,2
1545369075688158,Brottsofferjouren Sverige,Brottsofferjouren Sverige,≤100,1
62044983625,The Amazing Society,The Amazing Society,≤100,2
140417992681511,Clowner utan Gränser,Clowner utan Gränser,≤100,1
761381800679159,Peab Asfalt i Sverige,Peab Asfalt AB,≤100,1
265305087460,SEB Career,These ads ran without a disclaimer,≤100,1
182726910344,Hela Sverige Ska Leva,Hela Sverige Ska Leva,≤100,1
106424948513158,Riksorganisationen för fortbildning om Förintelsen,Riksorganisationen för fortbildning för förintelsen,≤100,1
636176223070965,Socialdemokraterna i Tingsryds kommun,Socialdemokraterna i Tingsryds kommun,≤100,1
304929002856002,Miljöpartiet de gröna i Järfälla,Miljöpartiet de gröna i Järfälla,≤100,13
801293393230795,Centerpartiet i Uppsala län,Centerpartiet i Uppsala län,≤100,1
321670347944266,Kristdemokraterna i Dalarna,Kristdemokraterna i Dalarna,≤100,2
150820354221,"DIK - facket för kultur,  kommunikation och kreativ sektor",DIK,≤100,1
102767511545356,Petgood,These ads ran without a disclaimer,≤100,2
170519996379,Vänsterpartiet Malmö,Vänsterpartiet Malmö,≤100,1
105249154833320,Chris Marlowe Politiker,Chris Marlowe Politiker,≤100,1
753404261386015,Kristdemokraterna i Alingsås,Kristdemokraterna i Alingsås,≤100,1
323218466904,Kristdemokraterna i Lerum,Kristdemokraterna i Lerum,≤100,1
178042775588482,Reportrar utan gränser,Reportrar utan gränser,≤100,1
635025056686844,Liberalerna Landskrona,Liberalerna Landskrona,≤100,2
1430055687258769,"Kristdemokraterna, Lycksele",Kristdemokraterna Lycksele,≤100,1
137064659670161,Vänsterpartiet Uppsala,Vänsterpartiet Uppsala,≤100,2
1468464336776875,Umeå Socialdemokratiska Tjänstemannaförening,Umeå Socialdemokratiska Tjänstemannaförening,≤100,1
155449864488867,Keolis Sverige,These ads ran without a disclaimer,≤100,1
1423533084624587,Sverigedemokraterna Gotland,Sverigedemokraterna Gotland,≤100,1
109765142387174,Höganäs kommun,Höganäs kommun,≤100,1
286987014656068,Socialdemokraterna Solna,Socialdemokraterna Solna,≤100,1
1230018870391467,Medborgerlig Samling Uppsala,Medborgerlig Samling Uppsala Län,≤100,1
513322965515580,Socialdemokraterna Kumla,Socialdemokraterna Kumla,≤100,1
112644953916525,Facklig Vänster,Vänsterpartiet,≤100,2
378029865703169,Liberalerna Uppsala kommun,Liberalerna Uppsala kommun,≤100,2
614939535271869,Tobias Baudin,Socialdemokraterna,≤100,1
2367047106864736,Nextory,These ads ran without a disclaimer,≤100,1
238077549585894,Malmö Stadsarkiv,Malmö Stadsarkiv,≤100,1
188370061598809,Säters kommun,Säters kommun,≤100,1
155999571265763,Centerpartiet i Solna,Centerpartiet i Solna,≤100,1
835742509786026,Vänsterpartiet i Nynäshamn,Vänsterpartiet i Nynäshamn,≤100,1
1909176449301715,Svenskt Näringsliv Stockholms och Gotlands län,Svenskt Näringsliv,≤100,1
217053181980829,KD Knivsta,Kristdemokraterna Knivsta,≤100,1
137789886310956,Socialdemokraterna Huddinge,Socialdemokraterna Huddinge,≤100,1
347852331958080,En Företagares Vardag,En Företagares Vardag,≤100,1
699733880123060,Tjejjouren i Lund - en transinkluderande jour,Tjejjouren i Lund,≤100,5
152849631489919,Byrån mot diskriminering i Östergötland,Byrån mot diskriminering i Östergötland,≤100,1
125113298313,Centerpartiet i Malmö,Centerpartiet i Malmö,≤100,1
163317684305902,Vänsterpartiet Eksjö kommun,Vänsterpartiet i Eksjö kommun,≤100,1
108795227704477,ألوان أوروبا Alwan Europe,ألوان أوروبا Alwan Europe,≤100,2
296911140356652,Kristdemokraterna Leksand,Kristdemokraterna Leksand,≤100,1
321193457994308,Moderaterna i Söderhamn,Moderaterna i Söderhamn,≤100,1
