Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
314299585704,PAT&RUB,Ecoidea Sp z oo Sp.k.,5422,9
107758219306090,OLX Polska,OLX Polska,4484,12
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,3554,32
654912251187357,Grupa PGE,Grupa PGE,1926,2
57544755889,Amnesty International Polska,Amnesty International Polska,1812,39
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,1743,23
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,1743,146
339855706171439,Dobra Fabryka,Dobra Fabryka,1444,21
228168274881,wysokieobcasy,wysokieobcasy,1162,12
178362315106,European Parliament,European Parliament,1020,7
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,846,9
1227194230675141,Pratia,Pratia SA,761,13
102792325966064,Kopalnia kitu,Kopalnia Kitu (DoubleD Marketing),742,16
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,651,7
513969188677442,Compassion Polska,Compassion Polska,649,13
426784938154184,PrzyjacieleZwierzat.pl,PrzyjacieleZwierzat.pl,637,8
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,605,14
95661128574,Radio ESKA,Radio ESKA,603,1
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,589,9
273827962690526,Otwarte Klatki,Otwarte Klatki,546,6
178415208919146,Solidarna Polska,Solidarna Polska,490,5
1683534065241470,OKO.press,OKO.press,456,6
406758116099067,Fundacja Kasisi,Fundacja Kasisi,407,2
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,394,17
159372977456756,Fundusze Europejskie dla Lubelskiego,Euvic Media,380,14
1480642642217482,Marcin Dmowski,Marcin Antoni Dmowski,367,1
475584852475176,Pozytron,Bartłomiej Jan Ginter,367,13
1181684038602267,Niepodległa,"BIURO PROGRAMU ""NIEPODLEGŁA""",333,15
50063176484,TVN24,TVN,327,16
54779960819,United Nations,United Nations with Facebook Ad Credits,319,9
113143203693,Santander Bank Polska,Santander Bank Polska,309,5
405824882955092,Mazowieckie,Urząd Marszałkowski Województwa Mazowieckiego w Warszawie,286,2
109218848183780,Marek Woźniak,UMWW,274,8
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,273,16
427646927347438,A4 Katowice - Kraków,Stalexport Autostrada Małopolska S.A.,271,5
100302862419697,"Wielkopolska, tej",UMWW,270,10
312204349288060,Mariusz Gosek,Mariusz Gosek,267,7
230415296997772,bydgoszcz.pl,bydgoszcz.pl,228,2
143951191449,Profinfo.pl,Wolters Kluwer PL,224,2
173086948664,Infor.pl,Infor.pl,219,15
133482470024453,Newsweek Polska,Newsweek Polska,207,4
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,204,1
177473808919,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,191,2
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro - Prawo do Życia,171,6
142218132483199,Kasa Stefczyka,Kasa Stefczyka,170,4
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,168,8
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,166,3
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,164,7
104921858016507,Dzień Dobry Podatki,Michał Wilk,163,8
160341610647590,Łukasz Gibała,Kraków dla Mieszkańców,148,3
109649700417909,Piotr Sak,Poseł na Sejm RP Piotr Sak,142,2
1685842244965331,Marek Kuchciński,Tomasz Michał Łacina,139,3
106708966025605,Wydawnictwo W.A.B.,Grupa Wydawnicza Foksal,138,3
1725148494424834,Urząd Marszałkowski Województwa Wielkopolskiego,Urząd Marszałkowski Województwa Wielkopolskiego,132,25
207398195946921,Instytut Spraw Obywatelskich,Fundacja Instytut Spraw Obywatelskich,131,4
314167035456967,Fundacja Optimum Pareto,Fundacja Optimum Pareto,122,2
102759805294356,Dariusz Matecki - Radny Miasta Szczecin,Dariusz Matecki Radny Miasta Szczecin,118,4
145481822175715,Otodom,Grupa OLX sp. z o.o.,117,2
182672665883755,Marek Dudziński - profil publiczny,Marek Dudziński,116,1
851597268265842,Telewizja Kopernik,TELEWIZJA KOPERNIK,113,14
731347520270813,Kamil Żbikowski - Lepsze Zabrze,Kamil Piotr Żbikowski,112,3
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,112,1
999568213449974,"Niezależni PV - Fotowoltaika dla domu, firmy i rolnictwa",Łukasz Zbigniew Czerwiński,111,15
2320275388297228,Marcin Romanowski,Marcin Romanowski,110,1
100626195871591,Mateusz Wagemann - Wicewojewoda Zachodniopomorski,Mateusz Wagemann,109,2
105629772798008,Kraków PL,Kraków PL,108,1
125185964281959,Centrum Edukacji Obywatelskiej (CEO),Centrum Edukacji Obywatelskiej (CEO),108,5
