Page ID,Page name,Disclaimer,Amount spent (GTQ),Number of ads in Library
331961940541181,Partido Victoria,Partido Político Victoria,19759,18
414127029025760,CABAL,CABAL,4756,2
167924689961661,Unidad Nacional de la Esperanza,Unidad Nacional de la Esperanza,2991,1
268285610002238,FCN Nación,FCN Nación,1708,2
110226594945647,Partido BIEN,Partido BIEN,1561,20
196258110831945,Partido Valor,Partido Valor,1521,17
142373979127061,Partido Unionista,Partido Unionista,1113,24
436246383083297,TODOS,TODOS,958,1
187073013532,Partido VIVA,Partido Político Visión con Valores,852,6
116255971414800,Política Migración,Epifania Garcia,797,2
108683092124094,Ruta 23,Ruta 23,483,2
103639884893606,PIN,PARTIDO DE INTEGRACIÓN NACIONAL PIN,470,4
109189810962889,Comunidad Elefante,Shorik Yann Mejia Blanco,392,6
1710300235853890,Noticiero El Vigilante,Noticiero El Vigilante,375,4
110582257361172,Partido Azul,Partido Azul,336,10
104917155362067,Roberto Arzu García-Granados,Roberto Arzú García-Granados,310,1
161800283848513,CREO,CREO,303,2
1911003529195315,Roberto Arzú,Roberto Arzú García-Granados,296,1
100228912981471,PAN - Partido de Avanzada Nacional,PAN - Partido de Avanzada Nacional,227,2
102762215788405,VOS.gt,VOS.gt,193,1
103825294800306,Diario Guatemala,Sonny Rafael Gonzalez Paniagua,179,4
1882597935332956,Partido VAMOS,Partido VAMOS,160,1
101372268406640,Unión Republicana,Unión Republicana,147,3
1552532851481889,Buckner Guatemala,Buckner Guatemala,116,26
142556265766634,Guatemala Visible,Guatemala Visible,≤100,2
106532955748807,Comunidad Elefante San Juan Sac. Oficial,Juan Jose Herrera de León,≤100,1
101099789269274,Antonio Rodriguez,Antonio Rodriguez,≤100,1
106908785419555,Goberna Guatemala,Goberna,≤100,4
101555919274873,Mi Familia,Mi Familia,≤100,1
1212640285520369,Asociación Política Caminemos,Asociación Política Caminemos,≤100,1
114801628205209,Brujo Armando,These ads ran without a disclaimer,≤100,1
391831020911364,Luis Carlos Rivero - Fondista -,Luis Carlos Rivero - Fondista -,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
104088575626269,Unidad Nacional de la Esperanza Xela,Unidad Nacional de la Esperanza Xela,≤100,1
113978394579161,Marimba Orquesta Sonora Mamacita,These ads ran without a disclaimer,≤100,1
119057720784594,El Búho,El Búho,≤100,1
154972054558010,Plaza Pública,These ads ran without a disclaimer,≤100,1
728099677341714,Romeo Méndez,Romeo Méndez,≤100,5
100490729492964,Sebastian Bello,These ads ran without a disclaimer,≤100,9
610308529317461,Con Vos,Con Vos,≤100,1
177854402389449,Imdosoc,These ads ran without a disclaimer,≤100,1
306232446505213,Noches de Ciberseguridad,These ads ran without a disclaimer,≤100,1
101384729602875,Vamos Salcajá,Johnny Laureano Rodriguez Lopez,≤100,1
117614361273913,PAN - Partido de Avanzada Nacional - Mixco,These ads ran without a disclaimer,≤100,1
100617472209320,La Guachafita,These ads ran without a disclaimer,≤100,1
127223393628282,Ywj-052,These ads ran without a disclaimer,≤100,1
101822272617934,Network Booster,These ads ran without a disclaimer,≤100,1
105890128155344,Hidroponía Completo,These ads ran without a disclaimer,≤100,1
100949305633793,Silent_High Quality113-V,These ads ran without a disclaimer,≤100,1
103347622684104,Magic1674-02,These ads ran without a disclaimer,≤100,1
103844595298374,Salam_Spain 2,These ads ran without a disclaimer,≤100,1
114751934918631,Lin-bmd-04,These ads ran without a disclaimer,≤100,2
100331663036214,Yu-227,These ads ran without a disclaimer,≤100,1
114005951660520,Curso de casas solares,These ads ran without a disclaimer,≤100,1
114353343756792,Salam_Spain,These ads ran without a disclaimer,≤100,1
100689636310150,Waokeem-EU,These ads ran without a disclaimer,≤100,2
156282627737148,Rachel Rodgers,These ads ran without a disclaimer,≤100,1
108040604918274,Napolitan consulting,These ads ran without a disclaimer,≤100,1
128460617656602,eeDesignIt,These ads ran without a disclaimer,≤100,2
102511048839327,Salam_Spain 3,These ads ran without a disclaimer,≤100,1
2058053604439707,Stiebel Eltron América Latina,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
105544639144781,Ayuda Lista de Espera - AOL v. Mayorkas,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,1
