Page ID,Page name,Disclaimer,Amount spent (NZD),Number of ads in Library
92043134118,ACT,the Parliamentary Service on behalf of ACT New Zealand,973,6
116362033529,Amnesty International New Zealand,Amnesty International Aotearoa New Zealand,958,32
103881760966661,Gen Less,Energy Efficiency & Conservation Authority,849,6
183355881680015,New Zealand National Party,New Zealand National Party,372,65
134871109877812,Save the Children New Zealand,Save the Children New Zealand,349,39
341865911020,ASB Bank,ASB Bank Ltd,252,3
100113565101028,Vanushi Walters MP,NZ Parliamentary Service on behalf of Vanushi Walters MP,148,6
19648092895,Tearfund New Zealand,Tearfund New Zealand,≤100,4
1281262645251755,Hobson's Pledge,Hobson's Pledge,≤100,19
105534772373969,NZ News Essentials,NZ News Essentials,≤100,10
123093944890778,Re: News,Re:,≤100,1
98673036962,ROLDA,These ads ran without a disclaimer,≤100,5
120299734681879,Shine,Shine,≤100,1
448287635297180,Otago Regional Council,Otago Regional Council,≤100,1
110909661534199,The Common Room NZ,The Common Room NZ,≤100,3
266147123497304,Creative New Zealand,Creative New Zealand,≤100,1
6089267850,Massey University,Massey University,≤100,3
109439615316279,Just Say No,Just Say No,≤100,4
154022681722115,Arataua Media,Arataua Media,≤100,1
433070790070522,Communities and Residents,C&R Communities and Residents,≤100,5
282174425155343,Rotorua Lakes Council,Rotorua Lakes Council,≤100,3
171901233444420,Mel Courtney - Nelson City Councillor,Mel Courtney,≤100,1
689146908145006,Free Speech Union,Free Speech Union,≤100,1
100272638114473,Tim Costley,Ōtaki National Party,≤100,1
117930708298273,Hamilton City Council,Hamilton City Council,≤100,11
340956962955027,Steph Lewis MP for Whanganui,NZ Parliamentary Service on behalf of Steph Lewis MP,≤100,4
109776239052795,QuitStrong,Te Hiringa Hauora,≤100,3
189426624430626,Christchurch City Council,Christchurch City Council,≤100,7
424806334290059,New Zealand Taxpayers' Union,New Zealand Taxpayers' Union,≤100,18
305655596286980,Paul Goldsmith,NZ Parliamentary Service on behalf of Paul Goldsmith MP,≤100,15
196967540964595,Mindful Money,Mindful Money,≤100,1
110186134060806,Fairness in Focus,Medicines New Zealand,≤100,1
112431991697294,Animal Justice Party Aotearoa NZ,Animal Justice Party Aotearoa NZ,≤100,1
103219792219193,WTW,These ads ran without a disclaimer,≤100,2
451936698281378,Cancer Society Otago & Southland Division Inc.,Cancer Society Otago & Southland Division,≤100,6
329763127355356,Councillor Sam MacDonald,Sam Thomas Macdonald,≤100,1
107937407609923,Arena Williams MP,NZ Parliamentary Service on behalf of Arena Williams MP,≤100,2
454557294670525,BayBuzz,BayBuzz,≤100,1
110077017479600,One Sun in the Sky,Ewen Frank Mcqueen,≤100,2
206932501046,Habitat for Humanity New Zealand,Habitat for Humanity New Zealand,≤100,2
224306544250684,Generation Zero,Generation Zero,≤100,1
108579068634369,Councillor Patrick Holmes,Patrick Anthony Holmes,≤100,1
100281782873297,Aged Care Matters,Aged Care Matters,≤100,2
177528468967769,Toitū Otago Settlers Museum,Dunedin City Council,≤100,1
112793716847509,Environmental Law Initiative,Environmental Law Initiative,≤100,2
102624329113893,Sam Uffindell MP,New Zealand National Party,≤100,1
148043358567215,Hawke's Bay Regional Council,Hawke's Bay Regional Council,≤100,1
14590437963,Louise Upston MP,Parliamentary Service on behalf of Louise Upston MP,≤100,1
100278988277160,Simon Watts MP for North Shore,Parliamentary Service on behalf of Simon Watts MP,≤100,1
408858609974128,Philip Redmond - Waimakariri District Councillor,Philip Ivan Redmond,≤100,1
309846686264586,Scott Watson Fact,Thomas John Watson,≤100,1
152723358098296,Paula Southgate Mayor of Hamilton,Paula Anne Southgate,≤100,1
101075384957757,Penny Simmonds MP,Penny Simmonds MP,≤100,1
1736867023227681,Diverse Church NZ,Diverse Church NZ,≤100,1
203953359629611,Voice For Life,Voice for Life,≤100,1
109736720527010,Glen Bennett for New Plymouth,NZ Parliamentary Service on behalf of Glen Bennett MP,≤100,1
1540232876241171,Wavin Asia Pacific,These ads ran without a disclaimer,≤100,1
106918888863637,Veterinary Sciences MDPI,These ads ran without a disclaimer,≤100,1
266790296879,Bloomberg,These ads ran without a disclaimer,≤100,1
1556481434584901,Paul Xavier,These ads ran without a disclaimer,≤100,1
145752338944033,Air China,These ads ran without a disclaimer,≤100,1
226641550769331,Dilmah Conservation,These ads ran without a disclaimer,≤100,1
102591285814215,Seamocks,These ads ran without a disclaimer,≤100,3
102093685620627,Best Diplomats,These ads ran without a disclaimer,≤100,1
181890091876904,Medair,These ads ran without a disclaimer,≤100,1
100466846248633,AI Mage,These ads ran without a disclaimer,≤100,3
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
100432322646591,Magnom Properties,These ads ran without a disclaimer,≤100,2
