Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,30642,4
112882117843391,Morena Estado de México,morenaedomex.si,28075,31
180533315991,Guanajuato Gobierno del Estado,Gobierno del Estado de Guanajuato,22907,15
54779960819,United Nations,United Nations with Facebook Ad Credits,17315,9
110211745174793,Opinion Pública,Opinion Publica,13632,45
837607596288104,Eliseo Fernández Montufar,Community Manager,10932,3
645731535452116,FactoMétrica,FactoMétrica,9581,44
102068568784360,La Noticia Media,La Noticia Media,9285,9
101369119427544,La Cuestión Mx,La Cuestión Mx,8960,59
109634395756375,Save the Children México,Save the Children México,7898,15
104680124489636,Demoscopia Digital,Demoscopia Digital,7874,27
103451872329701,Salvemos Miles de Vidas México,Salvemos Miles de Vidas México,7457,15
109752078573994,Transformando México,Transformando a México,7416,31
2011285802526787,El Soberano,El Soberano,7003,4
438035766216106,Adrian Juarez Jimenez,Diana Cruz,6564,22
105459508439018,Informativo Mx,Informativo Mex,5770,5
395853843856495,Pedro Rodríguez Villegas,Pedro David Rodríguez Villegas,5554,3
108751525359645,Con Morena trabajamos todxs,conmorenatrabajamostodos.com,5237,31
420690148033445,Enrique Galindo Ceballos,Francisco Enrique Galindo Ceballos,5018,11
105874865657560,Hidalgo con Honestidad,Hidalgo con Honestidad,4975,31
101301916123086,Transformarte,transformarteconlat.com,4948,31
431715380946459,Libre Noticias,Adsocial,4884,23
122404620204,Oxfam México,OXFAM MEXICO AC,4588,3
285058928236909,Mauricio Vila,Mauricio Vila,4372,18
102551913153712,Ricardo Monreal A.,Ricardo Monreal Ávila,4367,6
1660634044174927,Mendoza Blanco & Asociados S.C.,"Mendoza Blanco & Asociados, S.C.",4348,1
183751562214729,David Cortés,David Cortes,4234,4
146709175702544,Gobierno de Quintana Roo,ELEMENTAL,3935,3
103337707812182,Mujer México,ADsocial,3928,58
108323052052660,Noticias Nacionales,Noticias Nacionales,3827,28
110552178493339,TcoNoticias,TCO Noticias,3601,27
101683735119994,El Reportero,El Reportero,3584,1
878034448921586,Hoy CDMX,Hoy CDMX,3525,3
106188791314493,Diario Alebrije,Diario Alebrije,3515,1
660181064597929,Sr. Político,srpolitico.com,3220,3
106794678874700,4TI,4TImpacto,3079,28
377671629054421,Polemon,Polemon,2770,4
110430508589150,Que Siga López,Que Siga López,2696,2
450197489139926,Jalisco Noticias,Sistema Jalisciense de Radio y Televisión,2630,25
203709812204,José Ramón Gómez Leal JR,Jose Ramon Gomez Leal,2533,4
961310490582166,FeliFer Macías,Felipe Macías,2181,2
100962115764216,Contacto Noticioso,Contacto Noticioso1,2059,3
384214801745089,Samuel García,Samuel García,2030,1
822100507825923,Secretaría de Turismo de Baja California,Secretaría de Turismo de Baja California,2001,2
108488778457755,Gestoría Social Para El Bienestar 2,Luis Felipe Benitez Gomez,1965,1
105613505562379,Gestoría Social Para El Bienestar Michoacán,Luis Felipe Benitez Gomez,1959,1
107513668696274,Gestoría Social Para El Bienestar 12,Luis Felipe Benitez Gomez,1956,1
102341495894882,Gestoría Social Para El Bienestar Región SurEste B2,Luis Felipe Benitez Gomez,1951,1
107569015351640,Gestoría Social Para El Bienestar 7,Luis Felipe Benitez Gomez,1949,1
101090286010719,Gestoría Social Para el Bienestar Baja California Sur,Luis Felipe Benitez Gomez,1947,1
245685942538080,VOTA Querétaro,VOTA Querétaro,1917,8
107652783975551,CS Medicina Estética,CS Medicina Estética,1874,2
107479518820795,Corazón Guinda,corazonguinda.com,1806,31
103451872329701,Salvemos Miles de Vidas México,Juan Antonio Loredo Velasco,1778,4
458859544909547,DICES,DICES,1757,31
309520537353,Fondo Semillas,Fondo Semillas,1735,22
469246976533189,Santiago Creel,SantiagoCreelM,1718,4
428903227172775,AyuntaMÉRIDA,AyuntaMÉRIDA,1708,4
261548570655865,Juan Angel Flores Bustamante,Juan Ángel Flores Bustamante,1681,2
108471668438894,Revolucion San Luis,DEGI,1671,36
105768877736080,Mérida Actual,Noticias Sureste,1655,2
695113350546657,Promoción Ciudad de México,SOME MARKETING,1588,8
106006482764390,Gobierno del Estado de Sinaloa,Gobierno del Estado de Sinaloa,1574,28
496075770555516,Salamanca Municipio,Salamanca Municipio,1526,2
170761873343298,Tecutli Gómez,Tecutli Gomez,1480,8
106281564753802,Distritt Noticias,AdSocial,1372,8
1540267016299241,Gobierno de Atizapán de Zaragoza,Gobierno de Atizapán de Zaragoza,1320,6
354326078079338,Campaigns and Elections Mexico,Campaigns & Elections México,1250,32
111062598459946,Equidad y liderazgo,equidadyliderazgo.com,1227,31
1044005875633479,Manuel Guerra Cavazos,Gabriela Padilla Ibarra,1191,5
215836968456734,Alfonso Martínez Alcázar,Alfonso Martínez,1176,1
104220248078081,Lupillo Fletes,Jose Guadalupe Fletes Araiza,1137,1
147751821930575,Salud Digital Fundación Carlos Slim,Fundación Carlos Slim,1116,2
102265891491136,Morenarcos,Pejeland,1085,1
112806673771498,Andrea Chávez,Andrea Chavez Treviño,1071,9
100242005506001,Medestetic México,Medestetic México,1067,1
264060497093390,Shamir Fernández Hernández,Gabriel Francisco Pedro,1052,7
254852601222832,CEMEX México,CEMEX México,1025,7
48966795116,Amnistía Internacional México,Amnistía Internacional México,1024,5
259386257405548,Alejandra López Noriega,Alejandra Lopez Noriega,1023,5
465777803515977,Poncho Gutiérrez,Poncho Gutiérrez,1004,3
187575292021954,El Rincón Político,El Rincón Político,988,2
266763400088630,Arturo Yañez Cuellar,Jose Aurelio Vargas Sandoval,982,13
110545181905650,El Hidalguense Digital,Anabell Alanis Jurado,977,24
103847969207185,Frontera Norte,Irma Hernández Rios,977,1
113844584874483,La voz de la Experiencia,La Voz de la Experiencia,880,3
112507801521278,VEMO,VEMO,874,13
1926979987523267,Rita Ozalia Rodríguez V,Rita Ozalia Rodríguez,866,2
102277802642718,El Templo Del Jaguar,Yolanda Solis Remedios,863,1
102995548100281,Laura González,Laura Teresa González Hernandez,855,2
56713285274,Greenpeace México,Greenpeace México,833,8
101128435630238,Química y Formulación,Química y Formulación,819,14
1583631301915573,Liborio Vidal,Liborio Vidal Aguilar,783,2
100381708940800,Empleos Amazon México,Luis Gerardo Villanueva Torres,780,1
105371694526107,Raymundo Ramírez Pompa Corrupción en Nuevo León,Graco Ramirez Chavez,779,1
349362031895959,Julián Zacarías Curi,Julián Zacarías Curi,759,8
258241614593678,AulaTec,Pedro Beristain Flores,747,6
105153944962600,El Plural de México,El Plural de México,741,6
555030401187058,Manuel Scott S,Jesus Manuel Scott Sanchez,729,3
110788828491768,Morenxs en Morelos,Morenxs en Morelos,725,27
394579937307087,Marybel Villegas Canché,Marybel Villegas Canché,707,1
110039430775865,Apoyo Nacional en el Gobierno Mexicano,Adriana Estrada Micete,700,13
469750359716602,Centro de Formación en Marketing Político,Centro MKT Político,659,1
633007690102039,Gustavo de Hoyos Walther,Gustavo de Hoyos Walther,656,1
109019495184907,CEP Centro De Estudios Profesionales,Heber Williams Pino Aguilar,640,1
108867924581411,La Cuarta Noticias,La Cuarta Noticias,634,5
2340595106035117,Ismael Brito Mazariegos,Ismael Brito Mazariegos,633,4
100936225386355,La Política Digital,La Política Digital,632,5
1018104078271814,Cecilia Márquez,Cecilia Márquez,609,1
107890198042398,La Bananera,LaBananera.Press,595,1
663705357351016,Profe  Michel,Profe Luis Michel,589,1
1996525990391157,Gobierno Municipal de Cuauhtémoc,Municipio Cuauhtémoc,585,5
109440850764097,"PejeLand, “El mundo del kk’s”",Pejeland,581,1
119986729807,Héctor Yunes Landa,Luis Enrique Oviedo Escudero,578,1
164183347562623,Denuncia México,euthenics,577,1
373662519336067,Ruben Guajardo Barrera,Rubén Guajardo Barrera,574,1
806858212689187,Pablo Lemus Navarro,Pablo Lemus Navarro,553,29
109411350474516,plai.mx,Alicia Global,545,8
572887279531469,Román Alberto Cepeda,Román Alberto Cepeda,522,1
106151448516201,Líder Observador,Líder Observador,518,3
1570135889879076,Santiago Taboada,Santiago Taboada,517,11
103290404864989,Beneficios Nacionales de Gobierno,Edith Martinez Orta,516,11
104252495822239,La Magia de Transformar,LA MAGIA DE TRANSFORMAR S.A DE C.V,516,31
177319665650476,ClikiSalud - Fundación Carlos Slim,Fundación Carlos Slim,514,1
105533795460071,Norte Monrealista,Norte Monrealista,512,2
1415691342026378,Fundación Carlos Slim,Fundación Carlos Slim,510,2
103599355021002,Norma Treviño,Rogelio Jesus Lopez Martinez,509,6
2085563958340354,Raúl Torres,Raúl Torres,508,2
314886345672157,Diego Garrido,Diego Orlando Garrido Lopez,505,6
561934300901737,H. Ayuntamiento de Tepeaca,H. Ayuntamiento de Tepeaca,502,5
115501230577691,Libre Ejercicio,Libre Ejercicio,494,5
231205014943789,Desde abajo y con la gente,Desde abajo y con la gente,493,1
101532591996363,Neox México,Neox México,489,5
105409857986465,Programas Financieros para el Gobierno Mexicano y Beneficios,Edith Martinez Orta,486,12
102767832191810,Información La Frontera,Información La Frontera,483,5
107987827999009,Beneficios en México Independiente,Edith Martinez Orta,480,11
109929920648150,El Sur Al Momento,Noticias Sureste,477,1
106493250995751,Oriente Al Instante,Noticias Sureste,476,1
111999394268522,Cadena 6,Cadena 6,475,5
292073374782474,Gobierno de Tlalnepantla de Baz,Municipio de Tlalnepantla,474,3
104191707896834,Mayab Informativo,Noticias Sureste,472,1
104544534936318,Educación a distancia,Educación a distancia,449,3
137309263048418,Poncho Robledo,Poncho Robledo,445,1
479751765559726,Manuel Hernández Badillo,Manuel Hernández Badillo,440,15
115423040376201,Alejandro Cussi,Alejandro Cussi,412,2
