Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
126567104406,Hyresgästföreningen,Hyresgästföreningen,25294,42
608975645850217,Vattenfall,Vattenfall Sverige,22100,13
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,20001,26
151159271594797,Systembolaget,Systembolaget,16584,2
369582590803,Dagens ETC,ETC-tidningarna,11938,57
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,11727,31
111630258867610,Röda Korset,Röda Korset,9499,17
109886133732943,RESCUE - Sverige,RESCUE - Sverige,7738,2
382243262003,Plan International Sverige,Plan International Sverige,7308,9
161213770567846,Operation Smile Sverige,Operation Smile Sverige,6885,4
95735961890,Greenpeace Sverige,Greenpeace Sverige,6001,91
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),5971,33
114262485262083,Konsumentverket,Konsumentverket,5641,7
100941935326134,RekonstruktionsGruppen,Rekonstruktionsgruppen Sverige AB,5052,10
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,4999,25
162985227114132,Skellefteå Kraft,Skellefteå Kraft,4332,6
72659261793,Rädda Barnen,Rädda Barnen,4067,83
42676805259,Diakonia,Diakonia,3375,14
59324455950,UNICEF Sverige,UNICEF Sverige,3302,11
149155351773944,SEB,Skandinaviska Enskilda Banken,3152,3
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,3005,55
101341883359561,Matsmart Sverige,Matsmart,3003,15
54779960819,United Nations,United Nations with Facebook Ad Credits,2989,4
18880778360,ActionAid Sweden,ActionAid Sweden,2982,10
234172635050,Forum för levande historia,Forum för levande historia,2789,4
643137272398136,Sverige för UNHCR,Sverige för UNHCR,2779,7
186513678039755,Fortum,Fortum Sverige,2614,16
195379633820701,Svenskt Kött,Svenskt Kött,2519,16
102335578503312,Linköpingslistan,Linköpingslistan,2361,2
111699453757094,Soft Towel Games,These ads ran without a disclaimer,2213,3
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,1784,35
185459445735,Umeå universitet,Umeå universitet,1623,13
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,1581,47
252516142116820,Abir Al-Sahlani,Abir Al-Sahlani,1575,2
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,1546,6
101662298069604,OIKOS,Insamlingsstifftelsen för Svensk Konservatism,1437,2
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,1390,8
614939535271869,Tobias Baudin,Socialdemokraterna,1296,6
132934600111301,Skogsstyrelsen,Skogsstyrelsen,1281,6
175656912484553,Unionen,Unionen,1077,25
1757191391203190,Proethos fond,Proethos AB,1046,1
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,948,36
110752522319286,Volontärbyrån,Volontärbyrån,919,3
45101268520,SSU,SSU,901,9
110813562940,Vision,Vision,885,2
314872662206,Ekonomifakta,Ekonomifakta,855,44
237146235237,Timbro,Tankesmedjan Timbro,849,36
102603159402551,Inner Connections,Kulturhuset i Ytterjärna AB,815,4
193309030695120,UR,UR,813,6
178193355556765,Nordström Assistans AB,Nordström Assistans AB,795,4
839249709578255,CrowdFarming,These ads ran without a disclaimer,794,4
167036616661188,Sverigedemokraterna Malmö,Sverigedemokraterna Malmö,789,1
179931025357058,Kommunal,Kommunal,774,9
296423575695,Afrikagrupperna,Afrikagrupperna,693,13
230671826970236,Uppsala konstmuseum,Uppsala kommun,692,19
964870226927385,Svensk biblioteksförening,Svensk biblioteksförening,669,1
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,668,16
189699774387238,"Andreas Sturesson, kommunalråd",Kristdemokraterna Jönköpings Kommun,663,1
127063960674693,Svenska Freds- och Skiljedomsföreningen,Svenska Freds- och Skiljedomsföreningen,612,4
103296115466644,Skattenytta,Kommissionen för Skattenytta,606,7
547965058654664,MyRight - Empowers people with disabilities,MyRight - Empowers people with disabilities,602,5
153270724787,Amnesty International Sverige,Amnesty International Sverige,596,16
1531320107133721,Syre,Dagens O2 AB,593,4
106579105171694,ETC nyhetsmagasin,ETC Media AB,581,3
277541019375317,Jämställdhetsmyndigheten,Jämställdhetsmyndigheten,546,3
12690894340,Centerpartiet,Centerpartiet,524,2
328754490337,Vårdförbundet,Vårdförbundet,518,30
212284955495610,Elektrikerna,Elektrikerna,506,5
140417992681511,Clowner utan Gränser,Clowner utan Gränser,501,4
181590825305317,COWI Sverige,COWI Sverige,485,7
223302541061447,Nema Problema,Nema Problema,482,26
198547346848470,Vänsterpartiet Linköping,Holmberg Erik Dennis Tobias,479,3
208751565805849,Stiftelsen Expo,Stiftelsen Expo,479,3
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,478,18
115756055102646,Kura Omsorg  i Sverige AB,Kura Omsorg  i Sverige AB,464,2
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,455,23
190164254402843,FKP Scorpio Sverige,FKP Scorpio Sverige,440,6
163305633746125,Karneval förlag,Holviks,429,3
103748735910345,Snusarnas Riksförbund,Snusarnas Riksförbund,427,1
1495636290691848,Vänsterpartiet Stockholms stad,Vänsterpartiet Stockholm stad,411,6
2002046333202650,Bli nämndeman,Bli nämndeman,404,6
139199222783462,Socialdemokraterna i Sigtuna kommun,Socialdemokraterna i Sigtuna kommun,400,1
230255653832332,Al-Ayn for Social Care Sweden,Al Ayn For Social Care Sweden,399,5
1669486323321422,Lund University Sustainability Forum,Lunds universitet,394,9
175873745789190,Vänsterpartiet Göteborg,Vänsterpartiet Göteborg,389,15
212604496324,Fackförbundet ST,Fackförbundet ST,387,42
273053169937029,ClimateHero,ClimateHero,384,7
200480966638039,Supremacy 1914,These ads ran without a disclaimer,382,2
176527602394716,Olivia Personlig Assistans AB,Olivia Personlig Assistans AB,379,2
166406746310,Resumé,Resumé,378,1
122586417778397,Folkuniversitetet,Folkuniversitetet,371,3
1042091032500520,Kvartal,Kvartal,370,1
249195615122371,Sara Skyttedal,Sara Skyttedal Dihang,360,1
276115645732500,Socialdemokraterna i Gävle,Socialdemokraterna i Gävle,352,1
440345132668081,UL,UL,346,1
100154266829621,Kyrkans Tidning,Kyrkans Tidning,338,3
143140665862271,Moderaterna Umeå,Moderata kretsen Umeå,332,3
8040892957,Socialdemokraterna,Socialdemokraterna,332,8
767749640051136,Heléne Fritzon,Socialdemokraterna i Europaparlamentet,332,2
130148200513245,Amazon Watch Sverige,Amazon Watch Sverige,330,4
539297539496434,Dagens Samhälle,Dagens Samhälle,327,1
100394276688509,Halmstads kommun,Halmstads kommun,322,2
312084019369,Dagens Medicin,Dagens Medicin,320,1
103312943103451,Jönköpings kommun,KSMG,312,1
637235366608588,studietid,#studietid,304,3
351522355766,PMU,PMU Interlife,303,2
109609604086656,Vejpkollen.se,Vejpkollen.se,302,3
237000919761618,Stjärnjouren - Sundbybergs trans- och tjejjour,Hannah Sörbom,300,4
1544485135838767,Svenskt Näringsliv Mellansverige,Svenskt Näringsliv Mellansverige,299,5
432762983436809,Livsmedelsföretagen,Livsmedelsföretagen,299,1
495659120577,Karlstads universitet,karlstads universitet,299,6
116621488352172,Centerpartiet i Göteborg,Centerpartiet i Göteborg,296,3
299065246064,"Seko, Service- och kommunikationsfacket","Seko, Service- och kommunikationsfacket",294,1
244897208924797,Arbetet,Arbetet,286,1
91217182731,Nordiska museet,Nordiska museet,281,12
