Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
190739554295848,אפי נוה,אפי נוה,6176,12
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,2224,8
107217383988190,מגזין אפוק,Epoch Magazine,2144,22
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,1950,35
134896023193138,יוזמת ז'נבה,יוזמת ז'נבה,1651,9
146122195591636,שלומי לחיאני - בת ים בראש מורם,שלומי לחיאני - בת ים בראש מורם,1538,7
121022057648728,"עו""ד דורון ברזילי - לראשות לשכת עורכי הדין",דורון ברזילי,1249,27
429184557235927,בצלאל סמוטריץ',בצלאל סמוטריץ,1022,21
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,973,1
175285029214345,הציונות הדתית,ציונות דתית,891,6
173718822661352,מהפך - تغيير,מהפך - تغيير,853,9
109221276098008,מעוף משרות דרושים - Maof Jobs Page,Maof,806,9
204780362875106,מקור ראשון,מקור ראשון,794,94
767262423350854,פורום הדיור הציבורי,פורום הדיור הציבורי,784,4
2249582785307318,"עו""ד עמית בכר, ראש לשכת עורכי הדין","עו""ד עמית בכר, ראש לשכת עורכי הדין",751,6
189208555041327,המיזם למיגור העישון,המיזם למיגור העישון בישראל,745,27
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,723,7
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,637,2
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,560,11
117177111377152,Шломи Лахьяни,שלומי לחיאני,547,2
218832864804823,הקריה האקדמית אונו - מינהל הציונות הדתית,הקריה האקדמית אונו - מנהל הציונות הדתית,523,7
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,511,34
1921160331531297,Act. تغيير اعلامي,סיכוי אופוק - سيكوي أفق,483,4
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,428,2
100900832922166,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,412,4
136456246407342,לשכת סוכני ביטוח,לשכת סוכני ביטוח,382,4
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",377,10
103085619445870,ניר ברכיה משרד עורכי דין,ניר ברכיה משרד עורכי דין,367,2
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,366,4
1574472442816162,درب الكرامة والنزاهة - قائمة المحامين العرب,درب الكرامة والنزاهة - قائمة المحامين العرب,360,7
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,360,3
370270343005611,ישראל ביתנו,Avigdor Liberman - אביגדור ליברמן,345,2
155361257852670,AM:PM - City market,AM:PM - City market,345,5
168898066479983,עיריית עכו,עיריית עכו,343,3
112848572066805,מחאת ההייטק,מחאת ההייטק,338,3
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",331,42
189064091982224,המכון הישראלי לתכנון כלכלי,המכון הישראלי לתכנון כלכלי,329,1
111707201911192,"עו""ד אדיר צבי - Adir Zvi Adv","עו""ד אדיר צבי",313,1
144385012264772,יהורם גאון – Yehoram Gaon,These ads ran without a disclaimer,311,5
219256864871723,Lea Fadida לאה פדידה,Lea Fadida לאה פדידה,301,2
542570405790244,יהודה מורדי - Yehuda Moradi,מורדי יהודה,299,1
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,298,6
256546887847232,עיריית רמת גן,עיריית רמת גן,289,5
500238833397356,ציפי ברנד,ציפי ברנד,285,7
562900707171914,ליעד אילני לראשות עיריית רמת-גן,סיעת רמת-גן שלנו,273,3
604890186681585,מור ויצמן,מור ויצמן,272,8
615531405455497,הדר לביא,הדר לביא,272,5
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,271,4
33942762466,Shalom Hartman Institute מכון שלום הרטמן,Shalom Hartman Institute - מכון שלום הרטמן,256,4
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,252,1
108099935457173,עו״ד ארז צ׳צ׳קס לראשות ועד מחוז ירושלים,עו״ד ארז צ׳צ׳קס לראשות ועד מחוז ירושלים,243,2
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",241,9
108760035823125,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,239,12
52999780846,סינמטק ירושלים - The Jerusalem Cinematheque,Jerusalem Cinematheque,230,2
271404389601060,Yaakov Hagoel - יעקב חגואל,Yaakov Hagoel - יעקב חגואל,229,2
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,220,3
104507095974550,"עו""ד שלמה ששון מנסורה לראשות מועצת מעלה יוסף",שלמה ששון מנסורה,210,4
101150939360646,בנק ישראל - הלוואות לעסקים,These ads ran without a disclaimer,209,1
125126963820139,סיעת רקביחד,רז קינסטליך- בחירות לראשות עיריית ראשל״צ,208,5
124191360932729,התעוררות בירושלים,התעוררות בירושלים,203,5
103428925850338,אבי סלמה - נתניה,אבי סלמה - נתניה,200,2
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,196,13
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,196,2
723141737847411,ראובן לדיאנסקי,ראובן לדיאנסקי,194,2
632806616739261,איציק רוכברגר 2023,איציק רוכברגר 2023,192,1
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,188,30
443505192443192,A Land for All ארץ לכולם بلاد للجميع,A Land for All ארץ לכולם بلاد للجميع,187,4
276364932900823,יוני חכימי לראשות פרדס חנה כרכור,יוני חכימי לראשות פרדס חנה כרכור,184,6
115456451553737,יונה יהב,יונה יהב,184,4
562315384163994,עדי לוי סקופ לראשות העיר כפר סבא,עדי לוי סקופ לראשות העיר כפר סבא,182,3
591336644556900,יגאל וינברגר - Igal Winbereger,יגאל וינברגר - Igal Winbereger,181,1
139320722917886,מרכז יצחק רבין,מרכז יצחק רבין,180,12
145711348806563,רשות התאגידים,משרד המשפטים,178,1
1828669360700280,דרך שירה בנקי - shira banki's way,Shira Banki's Way - דרך שירה בנקי,177,7
347519992380551,אביעד סיני לראשות מועצת פרדס חנה כרכור,אביעד סיני לראשות מועצת פרדס חנה כרכור,173,1
243941715737870,אורית סטרוק- orit strouk,אורית סטרוק,173,2
561508917249930,Gal Sharabi - גל שרעבי - דמאיו,Gal Sharabi - גל שרעבי - דמאיו,173,1
103467516087241,הפרלמנט המקורי,הפרלמנט המקורי,173,4
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa - כפיר סויסה,172,1
534335679927121,מועצה אזורית עמק חפר,מועצה אזורית עמק חפר,171,3
2027886563888573,סיון גולדברג - סגן ראש עיריית גבעתיים,סיון גולדברג - סגן ראש עיריית גבעתיים,168,3
2087629251480875,רונן מרלי - Ronen Marelly,רונן מרלי - Ronen Marelly,167,1
149389502404019,עו״ד ישי אדוארד- סגן ומ״מ ראש העיר ויו״ר הוועדה לתכנון ובניה - לשעבר,עו״ד ישי אדוארד- סגן ומ״מ ראש העיר ויו״ר הוועדה לתכנון ובניה - לשעבר,166,5
110667778701303,"עו""ד ענת קאופמן - Anat Kaufman ADV",ענת קאופמן,165,4
100869341561907,תוצרת הארץ • הביטחון הלאומי שלנו,תוצרת הארץ • הביטחון הלאומי שלנו,162,2
110789101444763,חנוך דרך ארליך Hanoh Drach Erlich,חנוך דרך ארליך Hanoh Drach Erlich,159,1
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",158,4
107107231197546,אלון אזולאי -Alon Azulay,אלון אזולאי -Alon Azulay,155,4
849824028408565,תנועת אם תרצו,תנועת אם תרצו,155,6
1376946122530211,ניסן בן חמו - Nisan Ben Hamo,ניסן בן חמו - Nisan Ben Hamo,154,8
110917020553426,Ari Shavit - ארי שביט,Ari Shavit - ארי שביט,153,3
119995701391029,בית בן-גוריון בתל אביב,בית בן גוריון,153,3
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",153,6
179034435458425,פנאי העיר חדרה,פנאי העיר חדרה,152,8
104222621115858,הביטחוניסטים,הביטחוניסטים,147,9
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,147,3
2145340712350945,נעמה לזימי - Naama Lazimi,נעמה לזימי - Naama Lazimi,144,4
251119721945461,אופיר סופר - Ofir Sofer,אופיר סופר - Ofir Sofer,141,4
220045128798930,"עו""ד ידידיה בלומהוף - תביעות משרד הביטחון",משרד עורכי דין ידידיה בלומהוף,139,8
154698021323966,יוזמות אברהם  مبادرات  ابراهيم,יוזמות אברהם مبادرات ابراهيم,139,3
1193617357362057,משרד עורכי דין עודד חן,These ads ran without a disclaimer,135,4
115411601520704,מיכל עוזיהו לראשות המועצה האזורית  אשכול,מיכל פלג עוזיהו,133,4
124745323952247,Satisfaction 58,These ads ran without a disclaimer,133,1
362811203779336,ספרייה ומרכז הנצחה בקריית טבעון,ספרייה ומרכז הנצחה בקריית טבעון,133,3
189543984502825,משה קונינסקי,משה קונינסקי,129,3
100976279564771,יהורם מרציאנו לראשות עיריית לוד,יהורם מרציאנו לראשות עיריית לוד,127,1
136803203078703,להב - לשכת ארגוני העצמאים והעסקים בישראל,להב,125,2
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,125,1
304921469636475,סיכוי-אופוק سيكوي-أفق,עמותת סיכוי-אופוק,125,10
160119221434385,דוד עציוני -ראש העיר חיפה,דוד עציוני -ראש העיר חיפה,125,2
401687276639883,רז קינסטליך - ראש עיריית ראשון לציון,"רז קינסטליך- בחירות לראשות עיריית ראשל""צ",123,4
103546549403297,ניהול משברים,Ben Horin Alexandrovitz,121,2
563018707177711,בידינו - למען הר הבית Beyadenu - Returning to the Temple Mount,בידינו - למען הר הבית Beyadenu - Returning to the Temple Mount,120,4
153991671307861,אישה לאישה - למען נשים נפגעות אלימות וילדיהן,אישה לאישה - למען נשים נפגעות אלימות וילדיהן,119,7
166981530486600,המכון למדיניות העם היהודי - The Jewish People Policy Institute,The Jewish People Policy Institute,116,3
150003831696805,Tsofen  تسوفن   צופן,Tsofen تسوفن צופן,116,14
389810911067075,Наш дом Израиль,Avigdor Liberman - אביגדור ליברמן,114,2
914741188600735,עומדים ביחד نقف معًا,עומדים ביחד نقف معًا,114,6
649373828424341,Moshe Lion - משה ליאון,Moshe Lion - משה ליאון,110,3
108895665187888,Irit Jully Sher,These ads ran without a disclaimer,109,9
106895605678077,מחאת המילואימניקים,מילואימניקים,109,4
103185328887035,דניאל ליזרוביץ',דניאל ליזרוביץ',106,2
122727460825521,שמוליק דודאי לראשות מ.א. עמק יזרעאל,שמוליק דודאי,106,2
321795461283120,גנאדי בורשבסקי,גנאדי בורשבסקי,106,2
411177009409267,ענת זנזורי,ענת זנזורי,105,2
172654247853282,Shenhav musanbar,Shenhav musanbar,105,1
313229072156432,ארקדי פומרנץ - Arkady Pomeranz,ארקדי פומרנץ - Arkady Pomeranz,104,3
160178307760913,מחזקים,מחזקים,104,1
358388837629256,דרור שור לראשות מועצת באר טוביה,דרור שור לראשות מועצת באר טוביה,104,1
161804953943328,Яир Лапид,יש עתיד - בראשות יאיר לפיד,103,2
105882429103143,ערן פרלמן לראשות העיר הוד השרון,ערן פרלמן,102,4
100726719689553,ליאת גרוסמן תמיר,ליאת גרוסמן תמיר,101,2
120728247599577,מירה בן ארי לראשות גן רווה,מירה בן ארי לראשות גן רווה,101,2
114962801548216,אבי דיאמנט לראשות המועצה האזורית לכיש,אבי דיאמנט לראשות המועצה האזורית לכיש,≤100,1
214159139131382,יובב גוניקמן לראשות יהוד מונוסון,יובב גוניקמן לראשות יהוד מונוסון,≤100,3
104783631865965,תלם,קרן ברל כצנלסון,≤100,5
101529666123079,אוהד טל - Ohad Tal,אוהד טל - Ohad Tal,≤100,8
161096657252221,שוברים שתיקה,שוברים שתיקה,≤100,1
105744449044010,Алон Азулай,Алон Азулай,≤100,1
810904589094226,צביקה ברוט - Tzvika Brot,צביקה ברוט - Tzvika Brot,≤100,2
645460249284616,דינמיקלאס - DynamiClass,DynamiClass,≤100,1
101016136117083,رأي الشارع,These ads ran without a disclaimer,≤100,1
155237077282,מגמה ירוקה - Green Course,מגמה ירוקה - Green Course,≤100,7
471173436243263,جمعية حقوق المواطن في اسرائيل,جمعية حقوق المواطن في اسرائيل,≤100,1
107570621520073,אמיר ווסקו לראשות העיר קריית ים,אמיר ווסקו לראשות העיר קריית ים,≤100,2
248723598607259,ארגון בזכות,Bizchut,≤100,6
102703162781358,הדס שקד - נכונה לגלבוע,הדס שקד - נכונה לגלבוע,≤100,3
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,≤100,1
310003182800720,עושים חקלאות ישראלית - מועצת הצמחים,עושים חקלאות ישראלית - מועצת הצמחים,≤100,2
101614785409781,Роман Соколов     Roman Sokolov,מפלגת כוח אזרחי,≤100,1
102875512730840,רון קוגמן - Ron Kogman,Ron Kogman,≤100,2
328994320630299,ממזרח שמש - בית מדרש למנהיגות חברתית,Kol Israel Haverim – Alliance,≤100,2
166161510917460,קובי אביבי ראש המועצה האזורית באר טוביה,קובי אביבי ראש המועצה האזורית באר טוביה,≤100,1
1531002607150465,יפעת שאשא ביטון - Yifat Shasha Biton,יפעת שאשא ביטון - Yifat Shasha Biton,≤100,1
325131448440639,מפלגת נעם,מפלגת נעם,≤100,1
554308731366675,محامون من أجل إدارة سليمة - Lawyers for Good Governance,lawyers for good governance,≤100,20
100227825236896,חוצה ישראל - TransIsrael,חוצה ישראל - TransIsrael,≤100,1
94762908662,נעמת - תנועת הנשים של ישראל,נעמת | Women @ Work,≤100,10
1034509719896684,המכון החרדי למחקרי מדיניות,מכון החרדי למחקרי מדיניות,≤100,1
122151567825903,ארגון בטרם לבטיחות ילדים,ארגון בטרם לבטיחות ילדים,≤100,2
112518865169237,"לשכה אחרת, לכולם - בראשות עו""ד גיא סרוסי","עו""ד גיא סרוסי",≤100,9
1710352505687844,משה ליבר - Moshe Liber,משה ליבר,≤100,4
114433028268482,נביו אבבה,נביו אבבה,≤100,5
376768189118561,אסף אוברלנדר לראשות המועצה המקומית רמת ישי מטעם סיעת תו״ת,אסף אוברלנדר לראשות המועצה המקומית רמת ישי מטעם סיעת תו״ת,≤100,2
390531014386170,Шимон Кацнельсон - Единый Ашдод,Шимон Кацнельсон - Единый Ашдод,≤100,1
531891887148785,הראל שהם - Harel shoham,הראל שהם - Harel shoham,≤100,2
101189206302646,"עמית אדר - עו""ד הסדרי חובות, פשיטת רגל, חדלות פירעון",These ads ran without a disclaimer,≤100,1
390174201363786,Eli Nacht • אלי נכט,Eli Nacht • אלי נכט,≤100,4
340069009019,ice אייס,ice אייס,≤100,3
319459201991688,קדם - האיגוד לקידום קהילות דיור למבוגרים בישראל,א.ב.א - אגוד בתי האבות,≤100,1
158195257562237,מיכאל לייטמן,"בני ברוך קבלה לעם ע""ר",≤100,51
109913515759452,Bokra Net بُــــكرا,Bokra Net بُــــكرا,≤100,3
123943380629755,איתמר מטיאש לראשות מועצת עמק המעיינות,איתמר מטיאש לראשות מועצת עמק המעיינות,≤100,3
