Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,2693,14
178362315106,European Parliament,European Parliament,1988,12
57544755889,Amnesty International Polska,Amnesty International Polska,1904,43
108675458379147,Liczy się energia,Liczy się energia,1241,2
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1197,32
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,1184,116
513969188677442,Compassion Polska,Compassion Polska,1009,19
50063176484,TVN24,TVN,940,16
136884656519145,IOM Poland,International Organization for Migration,786,7
182038191908977,Cyfryzacja KPRM,Kancelaria Prezesa Rady Ministrów,612,7
1683534065241470,OKO.press,OKO.press,595,42
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,564,9
228168274881,wysokieobcasy,wysokieobcasy,558,9
107898832590939,European Commission,European Commission,532,3
108301418501661,Odszkodowania Za Represje 1944-1989,Łukasz Świątek,528,11
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,524,8
339855706171439,Dobra Fabryka,Dobra Fabryka,476,8
203627442993022,Portal Oświatowy,Wiedza i Praktyka,435,6
32104614789,Greenpeace Polska,Greenpeace Polska,431,3
205945942802470,Polska Agencja Rozwoju Przedsiębiorczości,Polska Agencja Rozwoju Przedsiębiorczości,423,3
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,394,7
107265068092174,Onet Premium,Ringier Axel Springer Polska,383,7
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,363,8
353030510177,Centrum Nauki Kopernik,Centrum Nauki Kopernik,353,3
475584852475176,Pozytron,Bartłomiej Jan Ginter,343,9
311766890555,Fundacja Batorego,Fundacja Batorego,331,19
1227194230675141,Pratia,Pratia SA,294,7
1190568991079766,Polska za życiem,Fundacja Instytut Na Rzecz Kultury Prawnej Ordo Iuris,291,1
173086948664,Infor.pl,Infor.pl,289,11
104921858016507,Dzień Dobry Podatki,Michał Wilk,288,9
1407603489492838,Instytut na rzecz Kultury Prawnej Ordo Iuris,Instytut na rzecz Kultury Prawnej Ordo Iuris,285,1
