Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
384511478794856,Thndr ثاندر,These ads ran without a disclaimer,8045,9
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,6767,6
192320965049184,الإعلامية نيفين منصور,الإعلامية نيفين منصور,1553,3
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,820,6
308088503057656,النائب محمود عصام,النائب محمود عصام,769,8
663508057123324,جمعية رسالة للأعمال الخيرية بالدقهلية,جمعية رسالة للأعمال الخيرية بالدقهلية,768,4
107767437680846,أحمد صلاح الطاروطي,أحمد صلاح الطاروطي,482,2
181524565276709,الهلال الأحمر المصري - Egyptian Red Crescent,الهلال الأحمر المصري - Egyptian Red Crescent,422,3
101288461667738,Senator Yasser Zaki - النائب ياسر زكى,Senator Yasser Zaki - النائب ياسر زكى,403,4
100961583022146,إنتخابات الغرفة التجارية الإسماعيلية 2023,humyum advertising,390,5
105096455624550,Tamer abdelhamid - تامر عبد الحميد,Tamer abdelhamid - تامر عبد الحميد,380,5
112709551678127,الصفحة الرسمية لبرنامج آخر كلام,These ads ran without a disclaimer,373,5
106719921012688,Ahmed Bahaa Shalaby-أحمد بهاء شلبي,Integrated Marketing Communications For Media.IMC,369,6
116232578055472,SBH Education,These ads ran without a disclaimer,328,1
163496944089059,Hemocure clinic -  هيموكيور لعلاج أمراض الشرج والمستقيم,These ads ran without a disclaimer,308,2
354968941204659,الدكتور أيمن أبو العلا عضو مجلس النواب,الدكتور أيمن أبو العلا عضو مجلس النواب,278,11
801866783213943,محمد طلبة - Mohamed Tolba,محمد طلبة - Mohamed Tolba,270,4
117197414641940,أحمد سمير - الصفحــة الرسمية,These ads ran without a disclaimer,247,4
106633301506504,النائب الدكتور علي مهران,النائب الدكتور علي مهران,221,1
273900239400893,نقابة المحامين المصرية,نقابة المحامين المصرية,216,4
298138254162621,النادي الليبرالي بالقاهرة,النادي الليبرالي بالقاهرة,215,4
112884131660592,أسامة جاويش-Osama Gaweesh,These ads ran without a disclaimer,214,3
110734497396339,محمود سامي - 𝐌𝐚𝐡𝐦𝐨𝐮𝐝 𝐒𝐚𝐦𝐲,محمود سامي - 𝐌𝐚𝐡𝐦𝐨𝐮𝐝 𝐒𝐚𝐦𝐲,206,1
110877857406073,المهندس حسام لبن,المهندس حسام لبن,202,5
963424467011784,أحمد فتحي - Ahmed Fathy,أحمد فتحي - Ahmed Fathy,200,2
117420684574365,بني سويف اليوم لايف,بني سويف اليوم لايف,193,1
118932207798163,Rehab Eltehewy - رحاب التحيوي,Rehab Eltehewy - رحاب التحيوي,188,6
158643697625854,محمد تيسير مطر - Mohamed Tayser Mattar,Aplus,163,3
103745798627292,المستشار ماهر ميلاد اسكندر,المستشار ماهر ميلاد اسكندر,152,6
873955515980544,فراج عاشور,فراج عاشور,152,1
380937009024559,Kashqol كشكول التعليمى,Kashqol كشكول التعليمى,149,4
100686162043012,Podcast 11,These ads ran without a disclaimer,145,1
199703440927711,Print Shop,These ads ran without a disclaimer,138,1
101586878327765,Hassanein Tawfiq - حسانين توفيق,Hassanein Tawfiq - حسانين توفيق,130,3
282421105588262,Alraees News- الرئيس نيوز,Alraees News- الرئيس نيوز,124,2
100857675472522,ScreeN+,These ads ran without a disclaimer,111,1
1994786354105727,النائب أحمد فرغلى,النائب أحمد فرغلى,107,1
103291013528894,Dr.Mokhtar Gomaa,Dr.Mokhtar Gomaa,101,1
102752291431181,المهندس حازم الجندي - Hazem ElGendy,المهندس حازم الجندي - Hazem ElGendy,101,2
900337800058784,برنامج الو مكملين,These ads ran without a disclaimer,≤100,4
100999448619713,أحمد ماهر فرحات محام بالنقض,These ads ran without a disclaimer,≤100,1
560418354025009,محمد هنداوى Mohamed Hendawy,محمد هنداوى Mohamed Hendawy,≤100,1
111086937788265,موقع تحيا مصر - Tahiamasr News,موقع تحيا مصر - Tahiamasr News,≤100,5
104492415746427,Propagamda-بروباجامدة,These ads ran without a disclaimer,≤100,1
103571604973098,هشام حسين - Hesham Hussein,هشام حسين - Hesham Hussein,≤100,1
279224125621229,قناة مكملين - الرسمية,These ads ran without a disclaimer,≤100,2
535371883202755,Freddy Elbaiady  صفحة فريدي البياضي,Freddy Elbaiady  صفحة فريدي البياضي,≤100,1
102698288269357,د.نانسي نعيم  عضو مجلس النواب,د.نانسي نعيم  عضو مجلس النواب,≤100,1
102478281118292,مكتب الدكتور محمود رجب فتح الله دكتور القانون الجنائي والمحامي بالجنايات,These ads ran without a disclaimer,≤100,1
459384307440544,Andersen in Egypt,Andersen in Egypt,≤100,1
1720882541553191,حسن عمار - Hassan Ammar,حسن عمار - Hassan Ammar,≤100,1
109366127595756,Ahmed dandash    الصفحه الرسميه للدكتور احمد دندش عضو مجلس النواب,Ahmed dandash    الصفحه الرسميه للدكتور احمد دندش عضو مجلس النواب,≤100,2
101008186157233,سالم جدي,These ads ran without a disclaimer,≤100,1
104421931606476,النائب أحمد دياب,النائب أحمد دياب,≤100,1
1082832488452367,Kasr El Nil  Advertising,These ads ran without a disclaimer,≤100,1
101585846062627,ضحايا نادي وادي دجلة,ضحايا نادي وادي دجلة,≤100,1
1196756003790397,احمد هاني زاده - Ahmed hany zada,These ads ran without a disclaimer,≤100,1
113409070485501,Samy Nasrallah - سامي نصرالله,Samy Nasrallah - سامي نصرالله,≤100,1
595025640685644,النائبة شيرين عبد العزيز - Sherin abdelaziz,النائبة شيرين عبد العزيز - Sherin abdelaziz,≤100,1
1024824254573614,سلسلة أخبار اليوم-أخبار التعليم,These ads ran without a disclaimer,≤100,1
100148298658115,الصنايعية - El sanay3ya,These ads ran without a disclaimer,≤100,1
102196425189448,معلومات طبية مع الدكتور أيمن أبو العلا,معلومات طبية مع الدكتور أيمن أبو العلا,≤100,1
111393504057042,د/ مها عبد الناصر,د/ مها عبد الناصر,≤100,2
108927510969680,الصفحة الرسمية للنائبة د. صبورة السيد,الصفحة الرسمية للنائبة د. صبورة السيد,≤100,1
347496549693129,النائب/ عماد سعد حمودة,النائب/ عماد سعد حمودة,≤100,1
901379033263425,Al saadany -  وزير السعادة السعدني,These ads ran without a disclaimer,≤100,1
1372411042899063,معهد طلائع الأزهر الشريف الخاص فرع العبور,These ads ran without a disclaimer,≤100,1
182186278509603,دكتور ياسين الفقي استشاري جراحة الذكورة والعقم Doctor Yaseen Elfeeky,These ads ran without a disclaimer,≤100,1
102635655320437,Number Match - Logic Puzzle Game,These ads ran without a disclaimer,≤100,1
101426416264818,Mostafa Gamil Zamora,These ads ran without a disclaimer,≤100,1
104591227693277,أرفض كل ما هو قبيح,These ads ran without a disclaimer,≤100,1
684288911747765,نيو جينز,These ads ran without a disclaimer,≤100,1
113819577135217,أحمد الخرويلىAhmed Elkherwily,These ads ran without a disclaimer,≤100,1
109681285438299,انتخابات الغرفة التجارية بدمياط,These ads ran without a disclaimer,≤100,2
273089522819834,24Media,These ads ran without a disclaimer,≤100,1
108911024572017,المجلس المصري لحقوق الانسان والتنمية,These ads ran without a disclaimer,≤100,2
118992379972310,Fatmah Selim - فاطمة سليم,Fatmah Selim - فاطمة سليم,≤100,3
107047347325944,طلاب عصام ابوالنيل,These ads ran without a disclaimer,≤100,1
118115464603790,سنتر المصطفى,These ads ran without a disclaimer,≤100,1
102797881910758,تفنيد Tafnied,These ads ran without a disclaimer,≤100,1
111675773993239,AG Cure Clinic      مركز الاستاذ الدكتور احمد جاب الله لعلاج الأورام,These ads ran without a disclaimer,≤100,1
111679394767549,المشروع القومي لمشتقات البلازما,These ads ran without a disclaimer,≤100,1
108024148571830,مجوهرات السرجانى,These ads ran without a disclaimer,≤100,1
110020365338801,The Silk Road-Shaanxi,These ads ran without a disclaimer,≤100,1
208371683037269,NBCU Catalyst,These ads ran without a disclaimer,≤100,2
227337655573,Radio Pulpit / Radiokansel,These ads ran without a disclaimer,≤100,1
174029022633065,Samir Kassir Award - جائزة سمير قصير,These ads ran without a disclaimer,≤100,1
102998939765184,Persian bms,These ads ran without a disclaimer,≤100,1
298861020736,فرانس 24 / FRANCE 24 Arabic,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
112957186910938,Brain Games,These ads ran without a disclaimer,≤100,1
142329112477770,البنك الدولي,These ads ran without a disclaimer,≤100,1
112416568138364,Al Mashhad المشهد,These ads ran without a disclaimer,≤100,1
9179830029,Queen Mary University of London,These ads ran without a disclaimer,≤100,1
1554362044829763,Money Fellows,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,1
1505333196415332,Côte d'Azur - школа французької мови,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
