Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
252185758819200,Babajide Sanwo-Olu,Babajide Sanwo-Olu,76470,25
493051057478756,RCCG the King's COURT,"RCCG, The King's Court",50722,1
107659108870484,infolasiama,Osasona Oluwasina,26568,1
111353874017544,Mukhail Adetokunbo Abiru,Mukhail Adetokunbo Abiru,25361,11
105256562063637,Beta Naija Group,Beta Naija,24504,1
110720301643921,Omatseye Nesiama Campaign Organisation,Gbone Nesiama,11067,7
111613868484577,Politicsnow,Politicsnow,9302,2
103018869332378,BantuPage,Ikechukwu Orji,9154,5
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,9153,4
100486959387581,Ada Ogbu Nara,Chisom Okechukwu Kenneth,7965,2
205279466743027,Lux Terra Leadership Foundation,Lux Terra Leadership Foundation,6676,4
103959275862698,TYCON 2023,Tycon,6086,2
1600094170320323,Enormous FACTS,Enormous FACTS Magazine by MediaMall,6005,2
754967464564993,Youth Alive Foundation,Youth Alive Foundation,4763,1
585140311510068,Foundation For Value Transformation,Foundation For Value Transformation,4150,1
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,3934,4
112268064929703,Mailantarki Campaign Organisation 2023,Mailantarki Campaign Organisation 2023,3755,8
106820952234883,Professor Ngozi Nma Odu,Tamunokiri Biebele Lawrence,3639,3
106631167863859,Nigerians Poll,Khalil  Abubakar Sadiq,2977,1
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,2306,1
107676437643727,Inuwa Media Vanguard,Inuwa Media Vanguard,1946,3
113891508248179,Chi market place,Chinemere Okoro Wilfred,1934,1
100202924924063,Page 36,Page 36,1910,10
1924396441113309,Onogwu Muhammed,Martins Onuorah,1861,1
108796611296489,INUWA 4+4 TV,INUWA 4+4 TV,1703,2
101669621264320,Lawrence B. Tamunokiri,Tamunokiri Biebele Lawrence,1537,2
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,1383,2
106900875202419,Newsflow.com.ng,newsflow,1359,3
117743160054780,RiversofHope,RiversofHope,1261,1
215863191948778,Frank Nweke Jr,Frank Nweke Ii,1239,1
110151371700778,Bishop Dr. Sunday Ndukwo Onuoha,Bishop Dr. Sunday Ndukwo Onuoha,1150,2
111989374734629,Akarachi Campaign Organization,Akarachi Campaign Organziation,1086,1
104238252286926,Nwankwo Promise Chibuzo,Mboo Augustine Uchenna,1086,2
701090923257144,Within Nigeria,WITHIN NIGERIA MEDIA LTD,999,2
688681654827108,Gombe Hub,Gombe Hub,983,1
299567433503314,SDN,Stakeholder Democracy Network,979,1
103961995309429,KO KUN SAN KT?,Aminu Isah,956,2
104663752433213,GSM 2.0,Seyi Makinde Campaign Organisation,946,1
954380707995179,Hon. Obinna Chidoka,Ikechukwu Okafor,938,1
102169824695398,Rero TV,Oghenebrorhie Okotie,897,8
107782888769101,Turaki Vanguard for 𝗔𝘁𝗶𝗸𝘂 2023,These ads ran without a disclaimer,889,2
106355637651765,Gombe Media & Publicity,Gombe Media & Publicity,807,1
274811734355511,Insight 4 Impact Foundation,Insight 4 Impact Foundation,762,2
1680958165547490,Fabric Eight,FabricEight,745,1
101075832871727,Progressives For Renewed Hope,Progressives For Renewed Hope,707,1
654180731859809,T-Police,T-Police,694,2
106271385452742,Frontline TV,Shaakaa Victor,675,2
1813961455356524,Sen. Lawrence Ewhrudjakpo,Sen. Lawrence Ewhrudjakpo,631,1
258810957658900,Adamu A. Babale Makera,Adamu A. Babale Makera,631,2
579731102381281,Hon Ogechukwu Ibemesi,Hon Ogechukwu Ibemesi,621,1
1686257471451464,IDRIS ALIYU MDK,These ads ran without a disclaimer,617,1
241652942562933,Yomi Idowu,Adfol Global Enterprise,583,1
111483421653270,Engr. Abubakar Sadiku Ohere,Engr. Abubakar Sadiku Ohere,524,1
248584495820796,Ibe Okwara for House of Representatives - Arochukwu/Ohafia Constituency,Ibe Okwara Support Group,498,1
101813086045206,Hon. Suleiman Abdulrazak Sariki,Hon. Suleiman Abdulrazak Sariki,484,1
105848558790469,"Word Office - Reader, Editor & Viewer",These ads ran without a disclaimer,461,1
522773744459687,Template for Good Governance,Ogbe Chukwunonso Daniel,417,1
101622722635138,Advocacy For Good Governance,Nnadi Sunny,358,2
110850798546886,Emmanuel James,These ads ran without a disclaimer,281,1
119921809408007,Don King Media,Don King Media,182,1
102043544867999,Street Tribe,These ads ran without a disclaimer,159,1
111367025542908,African Leadership Magazine,These ads ran without a disclaimer,157,1
102761709356829,Citizens Init. for Transparency Accountability Development and Leadership,These ads ran without a disclaimer,154,1
1259858270808148,Abdullahi Adamu Misilli,Abdullahi Adamu Misilli,140,1
109405722042764,"Federation of Muslim Women's Association in Nigeria- ""Fomwan""",Akinola Toba Julius,109,2
101118819542653,Kenneth Gbagi,These ads ran without a disclaimer,≤100,1
106579154876574,BU Okorie,These ads ran without a disclaimer,≤100,1
107714708692114,Isaacimeisaac Tv,These ads ran without a disclaimer,≤100,1
107311365503890,Vichonx Onumaegbu,These ads ran without a disclaimer,≤100,1
244724525600299,Vision Africa Radio 104.1FM,Sharon Obioha,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,1
316496640057,7iber,These ads ran without a disclaimer,≤100,2
100636899712,Uusi Suomi,These ads ran without a disclaimer,≤100,1
116924765152540,Fawezi,These ads ran without a disclaimer,≤100,1
418775708189870,Social Movement Technologies,These ads ran without a disclaimer,≤100,1
1449261928703911,Lux & Lush,These ads ran without a disclaimer,≤100,1
126460284139483,Nigerianeye,NigerianEye,≤100,1
101643148681307,Red Boots & Heels,These ads ran without a disclaimer,≤100,1
102093685620627,Best Diplomats,These ads ran without a disclaimer,≤100,1
