Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
311608178901833,الجمعية الإسلامية لإغاثة الأيتام والمحتاجين,Amjd Hamdan,2144,13
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",1294,17
104743111658191,Ron Ben Shushan,רון בן שושן,1265,3
401687276639883,רז קינסטליך - ראש עיריית ראשון לציון,רז קינסטליך - ראש עיריית ראשון לציון,1000,1
360579527982726,מחאת הגלימות השחורות,מחאת הגלימות השחורות,922,4
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,755,5
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,687,12
1073548259341247,לובי 99,לובי 99,683,2
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,650,36
204780362875106,מקור ראשון,מקור ראשון,629,88
325048350950892,רמי גרינברג,עיריית פתח תקוה,625,6
107217383988190,מגזין אפוק,Epoch Magazine,612,16
604890186681585,מור ויצמן,Mor Weitzman,578,4
106136394376777,Idan Yakov,Rama Yarimi,548,12
558702227875758,רוני רימון,רוני רימון,524,1
103428925850338,אבי סלמה - נתניה,Avi Slama,505,2
1546772755634761,עמותת  מִפרקים צעירים - Mifrakim Tzeirim association,עמותת מפרקים צעירים,459,18
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,452,14
205264926753225,רוני בלקין Roni Belkin,רוני בלקין,450,4
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,445,6
107796574338168,אמיר ברוט,אמיר ברוט,390,6
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,384,4
129709433742187,Shalem College - המרכז האקדמי שלם,Shalem College - המרכז האקדמי שלם,376,5
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",363,23
101499376186375,עפרי רביב,עפרי רביב,352,2
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,335,4
160178307760913,מחזקים,מחזקים,324,2
108787681841168,רישיון נשק בקליק,Michael Michel Levi,317,2
503274483198404,לינק Link 20 - התנועה לקידום צעירים עם מוגבלות,לינק Link 20 - התנועה לקידום צעירים עם מוגבלות,314,27
102660785992341,צדק צדק תרדוף,Omer Feldman,307,2
155300937864628,המרכז להעצמת האזרח,המרכז להעצמת האזרח,293,3
790149967713981,דרכנו,דרכנו,292,1
534335679927121,מועצה אזורית עמק חפר,מועצה אזורית עמק חפר,281,2
115961904724032,מידרג הערים של אתר מידרג - רמת גן 2022,סיעת רמת-גן שלנו,278,1
161804953943328,Яир Лапид,יש עתיד - בראשות יאיר לפיד,264,8
109913515759452,Bokra Net بُــــكرا,Bokra Net بُــــكرا,263,12
159416337497662,Nir Barkat - ניר ברקת,Nir Barkat - ניר ברקת,258,3
100301088671913,Tal Hershkovitz,Tal Hershkovitz,256,1
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,256,2
767262423350854,פורום הדיור הציבורי,Danny Gigi,252,3
104222621115858,הביטחוניסטים,הביטחוניסטים,245,3
1682319665375637,בית הכנסת הגדול בתל אביב הדף הרשמי - Great Synagogue TLV,בית הכנסת הגדול בתל אביב הדף הרשמי - Great Synagogue TLV,244,1
137449656335533,Amnesty International Israel,Amnesty International Israel,240,14
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,229,1
119995701391029,בית בן-גוריון בתל אביב,בית בן גוריון,220,4
1197610913585169,אורנה ברביבאי - Orna Barbivay,אורנה ברביבאי - Orna Barbivay,218,3
114630296604026,"Davar - Workers, Society and Economy in Israel",דבר העובדים בארץ ישראל,187,3
256546887847232,עיריית רמת גן,עיריית רמת גן,185,2
1822651321364643,121 - מנוע לשינוי חברתי,121 - מנוע לשינוי חברתי,177,7
106810614434281,Dror Ben Ami - דרור בן עמי,Dror Ben-Ami,176,2
2087629251480875,רונן מרלי - Ronen Marelly,רונן מרלי - Ronen Marelly,172,1
109523830757998,דמוקרטtv,דרכנו,170,2
1457440094475905,Stav Shaffir סתיו שפיר,Stav Shaffir סתיו שפיר,166,3
169056346924201,פנימה,פנימה,166,1
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,165,19
172654247853282,Shenhav musanbar,Shenhav Musanbar,165,1
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",160,5
632806616739261,איציק רוכברגר 2023,איציק רוכברגר 2023,158,1
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",157,5
114355804884727,רונן דגמי לראשות המועצה האזורית יואב,digibird,156,3
271404389601060,Yaakov Hagoel - יעקב חגואל,Yaakov Hagoel - יעקב חגואל,152,5
885381241499674,Qualita,Qualita,148,2
222479034969365,אדיר נעמן ראש מועצה אזורית שפיר,אדיר נעמן ראש מועצה אזורית שפיר,146,4
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,145,1
111177802287614,Begin Center | מרכז מורשת מנחם בגין,Begin Center | מרכז מורשת מנחם בגין,143,3
356859544473040,קירות שקופים,רועי שפרניק,135,4
1122361117925313,התאחדות מעונות היום הפרטיים בישראל,Yaniv Bar Or,133,2
340069009019,ice אייס,ice אייס,129,15
158195257562237,מיכאל לייטמן,"בני ברוך קבלה לעם ע""ר",126,4
877405719007268,מכון ארגמן ללימודים שמרניים,מכון ארגמן,126,16
283445232509318,פרקליטות המדינה,משרד המשפטים,125,1
124333777706475,עיריית רמלה,עיריית רמלה - העמוד הרשמי,124,5
103624452596775,קידר פינגולד - Keidar Feingold,יוניק מדיה,121,2
1392138171047822,"ארגון נכי צה""ל","ארגון נכי צה""ל",118,4
1971468032937556,פורום בוחרים בחיים,פורום בוחרים בחיים,116,3
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,113,2
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,112,5
174138752627879,עצומה,עצומה,108,3
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,108,1
102870845957500,ערן ורדון לראשות המועצה האזורית יואב,ערן ורדון לראשות המועצה האזורית יואב,108,5
370270343005611,ישראל ביתנו,ישראל ביתנו,106,1
106325622347502,אלחנן שורץ לראשות מועצה אזורית חוף הכרמל,Elhanan Schwartz,105,4
