Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
155439457852149,Henrique Capriles Radonski,an advertiser in Venezuela,24334909,6
564188034075673,Roberto Enriquez,an advertiser in Venezuela,6352476,1
104648981195021,The Oxygen Project ES,These ads ran without a disclaimer,3250000,2
100405045870479,abg.elisanmer,These ads ran without a disclaimer,3000000,1
559836910796201,Alcaldía de Valencia,an advertiser in Venezuela,2500000,1
106297255064534,Julio Fuenmayor,an advertiser in Venezuela,2500000,1
596206767151427,Julio Borges,an advertiser in Venezuela,2500000,2
111761433935219,lacausa264,These ads ran without a disclaimer,1500000,1
1382843902038454,Jony Rahal Oficial,an advertiser in Venezuela,750000,6
304971412943967,Instituto de Zumpango en Estudios Superiores en Criminalística IZESC,These ads ran without a disclaimer,539368,1
854258371335256,Diario del Pueblo,an advertiser in Venezuela,500000,1
552790635089157,The Secular Community,These ads ran without a disclaimer,500000,1
109692781724235,Alto Teatro Venezuela,These ads ran without a disclaimer,299999,1
107044652387599,opgvenezuela,an advertiser in Venezuela,250000,1
421402534584778,CAF - banco de desarrollo de América Latina,These ads ran without a disclaimer,250000,1
495120413892979,History vs. Hollywood,These ads ran without a disclaimer,250000,1
802090139805877,Tony Marioghae,These ads ran without a disclaimer,163017,2
1517088885216557,AIG,These ads ran without a disclaimer,147499,1
116603861327799,alex_sa.c,These ads ran without a disclaimer,102777,1
117105021304811,Bigggie,These ads ran without a disclaimer,≤100,9
107239145112173,Color Me Fun,These ads ran without a disclaimer,≤100,1
349791962189803,The Bridesblush Social,These ads ran without a disclaimer,≤100,1
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
880611255347800,Phoenix TV 鳳凰衛視,These ads ran without a disclaimer,≤100,1
106722117734040,Games Qwik,These ads ran without a disclaimer,≤100,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100,1
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,1
106170661628518,香港V,These ads ran without a disclaimer,≤100,1
