Page ID,Page name,Disclaimer,Amount spent (NZD),Number of ads in Library
37547788323,UNICEF Aotearoa,UNICEF Aotearoa,912,17
11870725774,Greenpeace Aotearoa,Greenpeace NZ,850,9
116362033529,Amnesty International New Zealand,Amnesty International Aotearoa New Zealand,843,5
6172127502,Vodafone New Zealand,Vodafone New Zealand,750,3
108156939287150,Auckland Pride,Auckland Pride Festival,687,12
92043134118,ACT,the Parliamentary Service on behalf of ACT New Zealand,577,51
19648092895,Tearfund New Zealand,Tearfund New Zealand,444,22
23625700722,Oxfam,Oxfam Aotearoa,251,33
173912362663564,Electoral Commission NZ,Electoral Commission NZ,205,5
183355881680015,New Zealand National Party,New Zealand National Party,204,31
417859725433,SAFE,Save Animals From Exploitation Incorperated,137,7
104411054853609,Mark Cameron - ACT List MP,the Parliamentary Service on behalf of ACT New Zealand,≤100,30
108216269242463,The University of Waikato,The University of Waikato,≤100,4
110186134060806,Fairness in Focus,Medicines New Zealand,≤100,16
105534772373969,NZ News Essentials,NZ News Essentials,≤100,2
110909661534199,The Common Room NZ,The Common Room NZ,≤100,2
153063591397681,Amazon Web Services,These ads ran without a disclaimer,≤100,2
689146908145006,Free Speech Union,Free Speech Union,≤100,3
117930708298273,Hamilton City Council,Hamilton City Council,≤100,21
154331724631584,David Seymour,the Parliamentary Service on behalf of ACT New Zealand,≤100,4
175954932952,WWF New Zealand,WWF New Zealand,≤100,4
100272638114473,Tim Costley,Ōtaki National Party,≤100,2
10779081371,Green Party of Aotearoa New Zealand,The NZ Parliamentary Service on behalf of the Green Party,≤100,2
206932501046,Habitat for Humanity New Zealand,Habitat for Humanity New Zealand,≤100,2
100113565101028,Vanushi Walters MP,NZ Parliamentary Service on behalf of Vanushi Walters MP,≤100,1
100696438234003,Dale Stephens for Christchurch Central,Dale Aotea Stephens,≤100,1
109439615316279,Just Say No,Just Say No,≤100,4
1046290775440089,Rachel Boyack MP,NZ Parliamentary Service on behalf of Rachel Boyack MP,≤100,2
196967540964595,Mindful Money,Mindful Money,≤100,1
134871109877812,Save the Children New Zealand,Save the Children New Zealand,≤100,1
114731636915763,Simon Court MP,the Parliamentary Service on behalf of ACT New Zealand,≤100,6
108879142526260,Environment Centre Hawke's Bay,These ads ran without a disclaimer,≤100,1
111518076963780,Nicola Grigg MP,Parliamentary Services NZ on behalf of Nicola Grigg MP,≤100,1
408747529491004,Department of Conservation,Department of Conservation,≤100,4
102500959802535,World Vision New Zealand,World Vision New Zealand,≤100,2
424806334290059,New Zealand Taxpayers' Union,New Zealand Taxpayers' Union,≤100,19
111518076963780,Nicola Grigg MP,New Zealand National Party,≤100,2
110077017479600,One Sun in the Sky,Ewen Frank Mcqueen,≤100,1
110974094005509,Nicole McKee MP,the Parliamentary Service on behalf of ACT New Zealand,≤100,5
137540437632,Forest & Bird,Forest & Bird,≤100,1
1281262645251755,Hobson's Pledge,Hobson's Pledge,≤100,1
104575521401583,Mark Dennis - Rodney Local Board,Mark Dennis,≤100,1
106059942804231,Michael Wood,NZ Parliamentary Service on behalf of Michael Wood MP,≤100,1
224306544250684,Generation Zero,Generation Zero,≤100,1
329763127355356,Councillor Sam MacDonald,Sam Thomas Macdonald,≤100,1
102624329113893,Sam Uffindell MP,New Zealand National Party,≤100,1
103565732543787,Both Sides Now,Both Sides Now,≤100,2
109736720527010,Glen Bennett for New Plymouth,NZ Parliamentary Service on behalf of Glen Bennett MP,≤100,1
112431991697294,Animal Justice Party Aotearoa NZ,Animal Justice Party Aotearoa NZ,≤100,5
617933785327928,Rainbow Parade NZ,Rainbow Parade NZ,≤100,1
101578549259806,Ashley Campbell,Ashley Jane Campbell,≤100,1
1736867023227681,Diverse Church NZ,Diverse Church NZ,≤100,1
100469685056180,Angela Roberts MP,NZ Parliamentary Service on behalf of Angela Roberts MP,≤100,1
117930708298273,Hamilton City Council,These ads ran without a disclaimer,≤100,3
118048548206750,One Percent Collective,One Percent Collective Trust,≤100,1
119964878130835,Avrupa Diş Ağız ve Diş Sağlığı Merkezi,These ads ran without a disclaimer,≤100,2
103059578091271,Cook Islands Seabed Minerals Authority,Ngametua Denisio Mingi,≤100,2
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
360701407356668,WorldLifestyle,These ads ran without a disclaimer,≤100,1
134571176638205,One Tree Planted,These ads ran without a disclaimer,≤100,13
111166248276745,Invisible Republic,These ads ran without a disclaimer,≤100,2
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,2
1708788089341925,Polaris Awards,These ads ran without a disclaimer,≤100,1
107624024769383,jerrymcgrath,These ads ran without a disclaimer,≤100,1
