Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
57729029960,Amnesty International Nederland,Amnesty International Nederland,1540,105
132031878648,Natuurmonumenten,Vereniging tot Behoud van Natuurmonumenten in Nederland,705,79
164448196903465,Simavi,Simavi,675,16
83439828234,Milieudefensie,Milieudefensie,668,138
139858509373289,UNICEF Nederland,Unicef Nederland,661,36
120184871378246,Aidsfonds,Aidsfonds,623,6
133687759997528,ASN Bank,ASN Bank,587,10
288295911466,Greenpeace Nederland,Greenpeace Nederland,554,52
120034538112114,Stichting Vluchteling,Stichting Vluchteling,480,1
93833638834,Plan International NL,Plan International NL,410,49
609816282477420,Forum voor Democratie -FVD,Forum voor Democratie,397,1
118754531489898,Artsen zonder Grenzen,Artsen zonder Grenzen Nederland,334,19
108588405832078,Amref Flying Doctors NL,Amref Flying Doctors NL,316,25
182265145120531,Eventim Nederland,Eventim Nederland,307,6
165625476919894,CNV Vakmensen,CNV Vakmensen,297,54
288700097949818,Mijn Stem,Citisens,281,7
404247949634770,CARE Nederland,CARE Nederland,274,41
349312760804,World Vision Nederland,World Vision NL,264,33
121719834601889,FNV Vakbond,FNV Vakbond,253,41
107898832590939,European Commission,European Commission,247,4
159449970751999,Save the Children Nederland,Save the Children Nederland,231,10
325155747587336,vfonds,vfonds,228,2
160001040736183,Fairtrade Nederland,Fairtrade Nederland,211,48
428670174395114,Vattenfall,Vattenfall Nederland,202,1
201751609836046,Dokters van de Wereld (NL),Dokters van de Wereld,195,12
189390074967767,Toegift,Toegift/Stichting Diensten voor Goede doelen,181,5
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,170,12
285512534937,Terre des Hommes Nederland,Terre des Hommes Nederland,163,17
189701254384965,Eneco,Eneco,149,2
101701619359166,GOUD Nederland,Fractie den Haan = Goud,147,5
130133230331245,Wereld Natuur Fonds - WWF,These ads ran without a disclaimer,131,1
148404651881567,VNO-NCW,VNO-NCW,129,6
107166916014811,TNO,TNO - Nederlands Organisatie voor toegepast-natuurwetenschappelijk onderzoek,126,12
347109699457,Wemos,Wemos,121,23
115027651906533,Wakker Dier,Stichting Wakker Dier,115,7
200480966638039,Supremacy 1914,These ads ran without a disclaimer,106,3
1830425247191865,Cordaid,Cordaid,104,10
142080576837,Vrij Nederland,Vrij Nederland,≤100,5
117483088313381,CIWF Nederland,CIWF Nederland,≤100,5
115027651906533,Wakker Dier,Wakker Dier,≤100,41
194880863881651,Gemeente Maastricht,Gemeente Maastricht,≤100,4
106370071810105,Cultuur onder Vuur NL,Stichting Civitas Christiana,≤100,4
52985377549,D66,D66,≤100,3
198486356863605,Longfonds,Longfonds,≤100,19
406548067183,Provincie Noord-Brabant,Provincie Noord-Brabant,≤100,1
128393027527,SP,SP,≤100,14
108826957150072,Tata Steel in Nederland,Tata Steel IJmuiden B.V.,≤100,1
488054904564547,ifaw,Stichting IFAW,≤100,26
100660309175869,NieuwRechts,NieuwRechts.nl,≤100,9
100455310014019,Solidaridad,Solidaridad,≤100,2
115289021825188,Oxfam Novib,Oxfam Novib,≤100,12
252159161551694,Gemeente Meppel,gemeente Meppel,≤100,1
164773006908035,GGD Rotterdam-Rijnmond,Gemeente Rotterdam,≤100,2
105339817717917,Gezin in Gevaar,Stichting Civitas Christiana,≤100,2
222029491143966,Free Press Unlimited,Free Press Unlimited,≤100,7
147683725284795,Mercy Ships Holland,Mercy Ships Holland,≤100,28
208250375865238,Woord en Daad,Stichting Woord en Daad,≤100,102
125956260756629,Gemeente Tilburg,Gemeente Tilburg,≤100,14
106310819107347,TBI Klimaattrein,yoreM,≤100,4
93833638834,Plan International NL,Plan International Nederland,≤100,9
143686555666670,Trees for All,Trees for All,≤100,6
1409007399336866,BNNVARA,BNNVARA,≤100,6
212763862068531,Dier&Recht,Dier&Recht,≤100,4
171605059556434,World Animal Protection Nederland,World Animal Protection Nederland,≤100,1
100993049941618,Gemeente Den Haag,Gemeente Den Haag,≤100,1
237103296770262,Friesch Dagblad,Mediahuis Noord B.V.,≤100,79
196525450479383,Republiek,Republiek,≤100,1
188756764481465,Dagblad van het Noorden,Mediahuis Noord B.V.,≤100,80
170725579702314,ActionAid Nederland,ActionAid,≤100,13
124564577597743,Ministerie van Economische Zaken en Klimaat,Ministerie van Economische Zaken en Klimaat,≤100,4
194041757291378,PAX,PAX,≤100,2
436101979807727,Pointer (KRO-NCRV),KRO-NCRV,≤100,9
141801972540083,EW Magazine,EW Magazine,≤100,7
107948478848391,Art.1 Midden Nederland,Art.1 Midden Nederland,≤100,21
171189343836,Open Universiteit,Open Universiteit,≤100,4
109749574728611,Duurzame Huiseigenaren NL,These ads ran without a disclaimer,≤100,2
338750440106782,BBB BoerBurgerBeweging,Boerburgerbeweging,≤100,2
208578955894331,Bas Eickhout,GroenLinks,≤100,2
155526387811390,T-Mobile NL,These ads ran without a disclaimer,≤100,6
207573625937766,Diversion,Diversion,≤100,8
403772503084759,Rijksdienst voor Ondernemend Nederland - RVO,Rijksdienst voor Ondernemend Nederland - RVO,≤100,2
480539702005665,DE VERLEIDERS,DE VERLEIDERS,≤100,10
1498781793769425,Buitenhof,Buitenhof,≤100,2
473492249475971,Stirezo Pro-life,Stichting Civitas Christiana,≤100,1
239072336114052,Gemeente Venlo,Gemeente Venlo,≤100,4
494732120539201,GetCertified Opleidingen,These ads ran without a disclaimer,≤100,1
206818316003175,ORAS,ORAS,≤100,1
301641784038642,Strong Babies,Strong Babies,≤100,5
103698684791770,step.inhousedagen,These ads ran without a disclaimer,≤100,1
194649493191,Protest Sportswear,Protest Sportswear,≤100,2
103220632108447,Minister Geoffrey Wever,Geoffrey Wever,≤100,4
582747471885273,Gemeente Barendrecht,Gemeente Barendrecht,≤100,1
310507649013141,Gemeente Noordwijk,Gemeente Noordwijk,≤100,1
533732633391660,IB Expert,These ads ran without a disclaimer,≤100,1
152841728120488,Gemeente De Bilt,Gemeente De Bilt,≤100,1
107429620759652,Gemeenteraad Helmond,Gemeente Helmond,≤100,2
107074255523711,VVD Europa,VVD Europa,≤100,13
1586038428202115,Siriz,Stichting Siriz,≤100,2
101577532862529,Meldpunt Discriminatie Regio Adam,Meldpunt Discriminatie Regio Amsterdam,≤100,20
114759875350,Leefbaar Rotterdam,Jerry Van Dorp,≤100,3
783842828375820,Tineke Strik,GroenLinks,≤100,1
102443598855327,Minister Ursell Arends,Ursell Arends,≤100,6
145580068834607,Veteranendag,Veteranendag,≤100,3
318502745709789,NoMorePlastic,NoMorePlastic,≤100,2
237162639782709,De Limburger,Mediahuis Limburg,≤100,1
2393796967568529,Coalitie-Y,Coalitie-Y,≤100,2
1607001549529193,"Waterschap Amstel, Gooi en Vecht","Waterschap Amstel, Gooi en Vecht",≤100,1
346781598714044,Gemeente Terneuzen,Gemeente Terneuzen,≤100,2
165125706913810,Kadera aanpak huiselijk geweld,Kadera,≤100,2
154456451319810,De Rotterdamse VVD,De Rotterdamse VVD,≤100,1
567125883668607,Werken bij Stedin,These ads ran without a disclaimer,≤100,1
186655358205116,PvdA Deventer,PvdA Deventer,≤100,1
