Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
103704155350118,Gates Foundation India,The Bill & Melinda Gates Foundation,548770,7
294493857651676,Rahul Gandhi,Indian National Congress,91959,33
278423842321236,BJP Rajasthan,BJP Rajasthan,87076,61
102377305543409,AITC Meghalaya,Indian Political Action Committee,49790,55
1488581191158902,Conscious Planet,Isha outreach,47283,7
953600271404690,BJP Meghalaya,Bharatiya Janata Party,39927,26
107395897271506,Kutumb,Swatantra Verma,29086,44
105671775473178,Jan Suraaj,Jan Suraaj,28381,49
158714780827513,UNFPA,UNFPA,27020,1
168694379812269,Astroyogi,These ads ran without a disclaimer,26053,3
1521106071438318,CMO Chhattisgarh,IVS Corporation,18803,7
184278081698180,Ashok Gehlot,Ashok Gehlot,17296,1
2078242259060363,Kukufm,Mohana Saha,16364,128
791496597580042,Miracles Academy Of Arts & Media Pvt.Ltd.,Miracles Academy Of Arts & Media Pvt.Ltd.,15493,1
109354741887336,Udhay Anna - உதய் அண்ணா,Politicode,14424,34
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,13708,16
174283119250672,Save the Children India,Bal Raksha Bharat,13317,43
2078242259060363,Kukufm,These ads ran without a disclaimer,13019,3
30290552843,Greenpeace India,Greenpeace India Society,11907,42
109986065209042,Mera Apna Rahul,Mera Apna Rahul,10089,38
109888271582555,Be The Change For TB,Johnson & Johnson India Private Limited,10058,7
148010855792512,HK Suresh,Karnataka Times,9486,9
343731449001203,Dainik Savera,Mohit Johari,9393,5
104211439033799,Jagane Kavali,Jagane Kavali,8442,31
169218193115587,CNBC-TV18,These ads ran without a disclaimer,8343,2
365136584238569,Shiv Deswal Degana,Brand Balance Private Limited,8224,5
153079358175835,"Indian Public School,Gulabbagh,Purnea",Amit  Dadhich,8080,1
100626912687369,ಕೈ ಏರಿಸಿ ಕರುನಾಡಿಗಾಗಿ,Kai Yerisi  Karunadigagi,7275,35
1987488401557504,Mahathugbandhan - महाठगबंधन,Mahathugbandhan - महाठगबंधन,7083,34
132689140088396,smilefoundation,Smile Foundation,6704,17
520949671329992,Indian School of Democracy,Indian School of Democracy,6694,13
523121567889527,Jitender Kumar Bhardwaj,Jitender Kumar Bhardwaj,6619,1
316211559096919,Anand KS Kadur,Charan R,6518,1
49218554014,Swami Ramdev,Saura Bh Sin Gh,6280,1
107864648831408,Nammavar Kamal Haasan,Nammavar kamal hassan,6233,10
104516512296314,Kartik Sharma,Adv Tech,6163,21
110431218358189,Take Back Bengaluru,Take Back  Bengaluru,6086,6
101713962007976,Amrit Mahotsav,Amrit Mahotsav,5991,1
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,5367,30
187668288312583,Otrivin,Haleon India,5294,8
109076322510196,Saviour Education Abroad,Saviour Education Abroad OPC Pvt Ltd,4813,39
113541631336757,Conman Conrad,Conman Conrad,4748,12
165714096933078,Piyush Goyal,Piyush Goyal,4706,3
103782051383159,School of Politics,School of Politics,4655,24
1433526693616228,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,4569,17
21169267101,Give,Give,4516,10
132495066874513,GAIL (India) Limited,social cloud ventures,4514,7
109986065209042,Mera Apna Rahul,MeraApnaRahul,4390,57
265992950099792,Panchjanya,Bharat Prakashan (Delhi) Limited,4349,4
100513806163679,Vishal Kumar,Click2Public Technologies OPC Pvt. Ltd.,4208,14
100196004828444,North Eastern Council,Sourabh Arvind Dubey,4169,31
103040249328479,Asdfg,These ads ran without a disclaimer,4162,1
102474939300060,Amazing hindi,These ads ran without a disclaimer,4083,1
1826491730900559,Keshava Rajanna B,Abishek Nb,3955,14
101538858448134,The Summer News,Gagandeep Singh,3790,12
104052753400618,Union Bank of India,Goldmine Advertising Limited,3667,8
146702709146110,Ashu Singh Surpura,Ankit Kumawat,3603,3
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,3584,18
337091703042531,Colour Media,Hemant Kumar,3391,5
105897559041936,Priyanka Verma,Amit  Dadhich,3352,2
102112998968049,भाषण कला स्पेशल,Pavankumar Dadasaheb Jadhav,3286,2
107045342050995,Kesineni Sivanath,Raju Karangula,3138,57
875420125855408,Dhanraj Vispute,Siddigital,3109,2
466642616726169,Parul University,Parul University,3107,5
20386543316,WWF-India,Mukesh Nauhwar,3075,1
1947296068903392,Vinay Saxena,Manish Soni,3022,6
109772347318584,Khotikarok Modi,Khotikarok Modi,3022,3
1706371292942156,"Ministry of Development of North Eastern Region, Government of India",Sourabh Arvind Dubey,3013,35
1497316220569880,Pratima Bhoumik,pratimabhoumik,3000,1
109545244848137,Crafto,These ads ran without a disclaimer,2980,1
105815225595031,मोदी साथे राजस्थान,modisaatherajasthan.com,2976,26
108102345201383,Pappu Gappu - पप्पू गप्पू,PappuGappu.com,2916,22
1327351450720146,Pradhan Mantri Bhartiya Janaushadhi Pariyojana,Pharmaceuticals & Medical Devices Bureau of India,2876,5
201141296623500,Prakash Koliwad,DesignBoxed,2839,25
105206415541364,Hasdeo Ka Sach,Hasdeo Ka Sach,2746,16
109485930750665,Agni Herbbals,C Rajivkannu,2693,4
102207428838522,My MeG,Pranjal Jyoti Kalita,2675,2
101730022772513,Dhananjaya Gangadharaiah,Dhananjaya Gangadharaiah,2658,2
606877419792314,Amit Chaudhary,Karan Singh,2586,4
121970731329322,Political Tamaasha,Ritesh Bhimrao Bhagat,2573,2
156952354853555,Alok Chandrakar,Alok Kumarchandrakar,2569,8
109707661884154,Indian Compass,theindiancompass.com,2558,10
110846984022901,MPIDC,Anand Raj Singh,2547,6
107414168269023,Telangana Atma Gouravam,telanganaatmagouravam.com,2528,52
105367792329532,MALA SINHA,Ashish Raushan,2501,13
106567631300522,The Shinde Sena,Ritesh Bhimrao Bhagat,2472,1
108923581963430,Nirmamata,nirmamata.com,2377,64
108721748160943,Sanjay Gupta,Sanjay Gupta,2377,6
111527528465749,Rao Prem Singh,Sachin Sharma,2360,4
994578073995343,B. L. Verma,Sourabh Arvind Dubey,2353,19
110516100698136,Ram Feran Pandey,Vivek Kumar Singh,2334,12
1433075113609108,Rakhee Rathore,Rohit Githala,2312,6
1510631479236816,Hawa Badlo,social cloud ventures Pvt Ltd,2299,3
113533034939339,Bharat K Gupta,Aksh Bhargava,2265,4
102512989297912,Zindegi,These ads ran without a disclaimer,2233,2
100848838931597,Tikam singh Ranawat,Kamlesh Kumar,2221,2
247698975430137,Basava Nadina Bhagiratha,Vishwanath Bs,2216,4
712091332135894,Outlook Traveller,These ads ran without a disclaimer,2115,1
101971362676938,Om Prakash Gupta,Kuldeep,2110,14
321228061382932,Pt. Shekhar Dixit,Websofy Software Private Limited,2095,7
109983085044398,Rohith Meneni,Meneni Rohith Rao,2088,2
1785302198354679,Dr. Somendra Tomar,Somendra Singh,2051,1
109108857431254,Citizen Saikat Chatterjee,Pratima Barman,2050,12
605390272841833,Shrirang Appa Barne,Abhay Balu Ahire,2048,5
1180249348746112,Mukul Sangma,AITC Official,2046,6
110218775247217,Dr Gadala Srinivasa Rao,Srinivasa Rao Gadala,2028,2
100735178208398,Udyami India,Samadhan Samiti,2018,2
1805911539637384,Jaaibir godara,Datacube Softech Private limited,2011,3
109400273976649,Baat Bihar Ki,Baat Bihar Ki,2002,10
228053777220961,Daily Ajit,Daily Ajit,1995,10
959860307481002,Kasu Mahesh Reddy,Thulasiram Banduchode,1974,2
107192855352262,Satbir Singh Kasana,Jagmohan,1958,21
224618077692752,Sanjay Tandon,Saraansh Tandon,1952,4
111625317182506,Inayat Ali,DesignBoxed,1916,13
100328978216424,"Fight Pollution, Not Plastics",Nitesh Singh,1831,18
355739144465220,BJP Madhya Pradesh,Bharatiya Janata Party (BJP),1815,7
105888994246649,अंबाजोगाई तरुण महोत्सव - Ambajogai Youth Festival,Vikas Chandrakant Mahajan,1800,2
112974311640682,राकेश कुमार-महापौर प्रत्याशी,Rakesh Kumar,1746,3
218519749005654,Dr. Rakesh Singh Jadon,Rakesh Singh Jadon,1739,2
285029500623,CARE India,CARE India,1736,11
102807452609816,Rekha Kumari urf Rekha Gupta,Rekha Bumani,1733,4
878507758895759,Narendra Kumar,Aatmnirbhar Sena,1729,1
102304777868305,Prem Pankaj,Chandan Kumar,1725,8
148931718592314,Tarun Chugh,Adv Tech,1718,3
1331545046906640,Gottumukkala Venkateshwara Rao,Venkateswar Rao Gottumukkala,1718,4
464105806935168,Rohan Khaunte,These ads ran without a disclaimer,1703,1
1755672218047464,Pratima Singh,Vikramaditya Singh,1650,1
100341472149543,Naveen Goyal,Shamsher Singh,1647,14
112631763450744,रूबी कुमारी  / The Voice Of Youth,Manglesh Kumar Tiwari,1625,8
2255012208062923,महाराष्ट्राचे राजनेते - Maharashtrache Raajnete,Ritesh Bhimrao Bhagat,1614,2
369063569936141,Lung Care Foundation,Lung Care Foundation,1611,3
100110012911465,Prasadraj Kanchan,Prasadraj Kanchan,1575,1
102781925497507,Karpagam Hospital,Karpagam hospital,1560,7
295405070641302,Balraj Kundu,Pankaj Sharma,1555,8
441249902634004,Baba Siddique,Baba Siddique,1506,5
110875000329521,Vikramaditya Singh,Vikramaditya Singh,1500,1
103360694372255,Namma BNP,Synergos Tech Consulting Services Pvt. Ltd.,1496,2
189271178483352,Five Lotus Indo German,Five Lotus Indo German,1474,12
111780648236391,సాలు దొర సెలవు దొర,selavudora.com,1466,18
102811167950527,Janata Dal Secular,Pancharatna Yojane,1457,3
492208424637584,सीमा साहा,Hritwik,1438,2
102123079337554,International Society for Krishna Consciousness,ISKCON Delhi,1425,2
101031682657397,Koppula Mahesh Reddy,K Mahesh Reddy,1419,1
381955135781255,Distoy Farak Shivshahi Parat,shivshahiparat.com,1373,18
129216587669203,Pilot Rohith Reddy,Rohith Panjugula,1368,3
294703864386320,Rashtriya Kisan Manch,Rashtriya Kisan Manch,1363,4
107533605102536,Panchanagouda Dyamanagoudar Official,Sangmesh Kallappa Modi,1347,15
102410136024947,CMJAY UTPAL,Utpal Infra project LLP,1342,3
108606622007661,Anita Devi,Anita Devi,1339,2
357016611315216,पूर्व महापौर विभा कुमारी पुर्णिया,Abhay Kumar,1336,10
304168753787735,Mohan Singh Rathore,Mohan Singh Rathod,1326,2
165906890678116,Options - The Trendy Weddings,Malayali Media,1320,1
102603996039006,Arunesh Nigam,KP Digital world,1308,10
811055169008794,Dr. Bonthu Rammohan,Ram Mohan Bontu,1301,1
106126212227764,P Mudar Loan,Mukeshbhai Samatbhai Rathod,1300,3
107966594103084,Vikash Kumar Gupta,Indrajeet Kumar,1300,16
1433894153522813,Pramod Bhaya,Sharad Sharma,1268,16
174882969542186,Dr Shailesh Digamber Singh,ndimensions,1256,4
109141098395573,Inclusive Minds,Inclusive Minds,1244,1
105918132279967,DM Online Service,Chandra Pratap Singh,1227,4
105124865726721,Medapati Prakash Reddy,Medapati Prakash Reddy,1222,1
111560924353656,Swetha Reddy,Rajendra Reddy Bhuvanagiri,1211,7
525464697504061,Sardar VM Singh,Virinder Mohan Singh,1208,5
110257933143691,Bihar Live Now,Mukesh Kumar,1203,8
291419550990676,Krishna Byre Gowda,Gallileo Ms,1199,1
108670588419963,"उपेन्द्र पासवान, भावी युवा प्रत्याशी महापौर/मेयर, गया नगर निगम, गया",Upendra Kumar,1194,3
1770518973014321,Kuldeep Vats,Click2Public Technologies OPC Pvt. Ltd.,1191,5
127754987760776,GoPals,These ads ran without a disclaimer,1190,6
126680654670226,विमल द्विवेदी - प्रान्तीय मन्त्री - हिन्दू जागरण मंच उत्तर प्रदेश,Anchit Shri,1183,1
921758537869264,Suryakant Dhasmana,Hostcob,1174,3
109545244848137,Crafto,Kutumb App,1164,1
693289664149663,Dr. Shashikant Sharma,DIMPLE.R,1158,16
116026253109861,Dr Padma Veerapaneni,Rajaneethi Strategies Consulting Private limited,1152,1
