Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
608975645850217,Vattenfall,Vattenfall Sverige,23110,7
161213770567846,Operation Smile Sverige,Operation Smile Sverige,22462,7
151159271594797,Systembolaget,Systembolaget,18098,4
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,14001,10
149155351773944,SEB,SEB,13896,4
126567104406,Hyresgästföreningen,Hyresgästföreningen,12585,48
382243262003,Plan International Sverige,Plan International Sverige,10057,17
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,9195,1
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,9015,27
109886133732943,RESCUE - Sverige,RESCUE - Sverige,8551,3
369582590803,Dagens ETC,ETC-tidningarna,7674,48
95735961890,Greenpeace Sverige,Greenpeace Sverige,6939,143
111630258867610,Röda Korset,Röda Korset,6611,20
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),6294,28
114262485262083,Konsumentverket,Konsumentverket,5786,7
203547006337155,Göteborgs Stadsmission,Göteborgs Stadsmission,5186,5
59324455950,UNICEF Sverige,UNICEF Sverige,4605,13
72659261793,Rädda Barnen,Rädda Barnen,4511,58
162985227114132,Skellefteå Kraft,Skellefteå Kraft,3854,3
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,3654,7
186513678039755,Fortum,Fortum Sverige,3348,35
149155351773944,SEB,Skandinaviska Enskilda Banken,3219,3
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,3076,42
101341883359561,Matsmart Sverige,Matsmart,3004,15
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,2646,49
19746853632,Djurens Rätt,Djurens Rätt,2347,6
153270724787,Amnesty International Sverige,Amnesty International Sverige,2259,21
576845979156129,Techarenan,Techarenan,1819,10
111699453757094,Soft Towel Games,These ads ran without a disclaimer,1748,3
223302541061447,Nema Problema,Nema Problema,1741,12
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,1740,36
42676805259,Diakonia,Diakonia,1594,4
195379633820701,Svenskt Kött,Svenskt Kött,1587,6
18880778360,ActionAid Sweden,ActionAid Sweden,1509,12
111912817167925,Samtidigt i Sverige,Aktuellt i Politiken,1489,1
249195615122371,Sara Skyttedal,Sara Skyttedal Dihang,1456,2
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,1450,8
91818886532,We Effect,We Effect,1381,3
175843834306,WaterAid Sverige,WaterAid Sverige,1377,14
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,1132,24
296423575695,Afrikagrupperna,Afrikagrupperna,1037,14
314872662206,Ekonomifakta,Ekonomifakta,954,60
118162038224731,Moderaterna i Stockholms stad och län,Moderaterna i Stockholms stad och län,933,1
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,882,13
109344797318593,Vi Som Bygger Landet,Vi som bygger landet,837,6
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,794,26
279974638809211,Oxfam Sverige,Oxfam Sverige,779,10
118090278221826,Erikshjälpen,Erikshjälpen,773,5
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,700,27
146338414613,KRAV,KRAV,686,1
100323819247251,Désirée Pethrus,Kristdemokraterna Stockholm,684,2
356032977210,Vi-skogen,Vi-skogen,684,6
103296115466644,Skattenytta,Kommissionen för Skattenytta,680,7
178362315106,European Parliament,European Parliament,676,20
212604496324,Fackförbundet ST,Fackförbundet ST,605,68
166406746310,Resumé,Resumé,582,2
1531320107133721,Syre,Dagens O2 AB,576,4
110813562940,Vision,Vision,570,1
1439778006254125,Evin Incir,Socialdemokraterna i Europaparlamentet,569,2
120653037981614,Örebro universitet,Örebro universitet,561,2
534553447006742,Klimatklubben,Klimatklubben,555,5
328754490337,Vårdförbundet,Vårdförbundet,531,30
1633181116933852,SvD Junior,SvD Junior (SvD),511,32
113006852188985,IM Individuell Människohjälp,IM Individuell Människohjälp,503,1
277541019375317,Jämställdhetsmyndigheten,Jämställdhetsmyndigheten,497,3
110723197258182,Sverige inför verkligheten,Sverige inför verkligheten,481,3
237146235237,Timbro,Tankesmedjan Timbro,470,25
299065246064,"Seko, Service- och kommunikationsfacket","Seko, Service- och kommunikationsfacket",466,1
173745622660246,Bring Sverige,Bring Sverige,450,1
498767116802809,Vänsterpartiet Region Stockholm,Vänsterpartiet Region Stockholm,446,20
212284955495610,Elektrikerna,Elektrikerna,441,4
163305633746125,Karneval förlag,Holviks,433,3
175873745789190,Vänsterpartiet Göteborg,Vänsterpartiet Göteborg,422,17
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,418,20
100401226296083,SFP i Stockholm,SFP i Stockholm,392,2
273053169937029,ClimateHero,ClimateHero,386,7
1046128382080700,Vänsterpartiet Värmdö,Vänsterpartiet Värmdö,376,2
