Location name,Amount spent (THB)
Amnat Charoen,≤100
Ang Thong,≤100
Ayutthaya,228
Bangkok,5193
Bueng Kan,≤100
Buriram,265
Chachoengsao,177
Chai Nat,≤100
Chaiyaphum,214
Chanthaburi,135
Chiang Mai,574
Chiang Rai,256
Chon Buri,514
Chumphon,144
Kalasin,153
Kamphaeng Phet,804
Kanchanaburi,197
Khon Kaen,382
Krabi,128
Lampang,178
Lamphun,≤100
Loei,131
Lop Buri,195
Mae Hong Son,≤100
Maha Sarakham,180
Mukdahan,≤100
Nakhon Nayok,≤100
Nakhon Pathom,208
Nakhon Phanom,146
Nakhon Ratchasima,648
Nakhon Sawan,232
Nakhon Si Thammarat,381
Nan,≤100
Narathiwat,140
Nong Bua Lam Phu,≤100
Nong Khai,111
Nonthaburi,444
Pathum Thani,337
Pattani,153
Phangnga,≤100
Phatthalung,149
Phayao,≤100
Phetchabun,159
Phetchaburi,118
Phichit,156
Phitsanulok,594
Phrae,≤100
Phuket,451
Prachin Buri,118
Prachuap Khiri Khan,123
Ranong,≤100
Ratchaburi,264
Rayong,303
Roi Et,219
Sa Kaeo,110
Sakon Nakhon,204
Samut Prakan,221
Samut Sakhon,165
Samut Songkhram,≤100
Saraburi,192
Satun,≤100
Sing Buri,≤100
Sisaket,254
Songkhla,1874
Sukhothai,260
Suphan Buri,221
Surat Thani,288
Surin,260
Tak,147
Trang,149
Trat,≤100
Ubon Ratchathani,361
Udon Thani,290
Unknown,≤100
Uthai Thani,≤100
Uttaradit,≤100
Yala Province,116
Yasothon,≤100
