Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
608975645850217,Vattenfall,Vattenfall Sverige,23124,56
126567104406,Hyresgästföreningen,Hyresgästföreningen,19620,112
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,19160,8
369582590803,Dagens ETC,ETC-tidningarna,12382,32
382243262003,Plan International Sverige,Plan International Sverige,9384,11
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,8266,81
162985227114132,Skellefteå Kraft,Skellefteå Kraft,7721,7
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),7394,27
109886133732943,RESCUE - Sverige,RESCUE - Sverige,6826,2
59324455950,UNICEF Sverige,UNICEF Sverige,6058,9
95735961890,Greenpeace Sverige,Greenpeace Sverige,5883,112
111630258867610,Röda Korset,Röda Korset,5882,10
101341883359561,Matsmart Sverige,Matsmart,5406,17
643137272398136,Sverige för UNHCR,Sverige för UNHCR,4563,13
72659261793,Rädda Barnen,Rädda Barnen,4253,47
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,4018,36
161213770567846,Operation Smile Sverige,Operation Smile Sverige,3864,7
186513678039755,Fortum,Fortum Sverige,3594,38
115212521895994,Vattenfall Eldistribution AB,Vattenfall Eldistribution AB,3323,6
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,2949,27
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,2646,3
106579105171694,ETC nyhetsmagasin,ETC Media AB,2256,3
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,2048,8
42676805259,Diakonia,Diakonia,1415,6
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,1265,24
234172635050,Forum för levande historia,Forum för levande historia,1237,3
153270724787,Amnesty International Sverige,Amnesty International Sverige,1161,10
212604496324,Fackförbundet ST,Fackförbundet ST,1062,55
506685746198996,DebattNytt,Bror Carl Jakobsson,908,2
112338252157105,Viskadalen,Viskadalen,846,1
111699453757094,Soft Towel Games,These ads ran without a disclaimer,825,1
107411260903386,Emyze. All in for less.,These ads ran without a disclaimer,814,3
379686162129542,Svea Bank,Svea Ekonomi,772,5
249195615122371,Sara Skyttedal,Sara Skyttedal,746,1
576845979156129,Techarenan,Techarenan,690,1
123739584343055,Social Media Rekrytering,Social Media Rekrytering,684,5
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,656,27
314872662206,Ekonomifakta,Ekonomifakta,632,19
112225970344,Räddningsmissionen,Räddningsmissionen,608,20
167847649916608,Friends,Stiftelsen Friends,603,3
273053169937029,ClimateHero,ClimateHero,589,7
106291668359607,Gabriella Lavecchia,Seko,589,2
1531320107133721,Syre,Dagens O2 AB,545,4
267640803634611,Moderaterna i Västerbotten,Moderaterna i Västerbotten,532,2
328754490337,Vårdförbundet,Vårdförbundet,532,36
103296115466644,Skattenytta,Kommissionen för Skattenytta,507,3
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,498,18
237146235237,Timbro,Tankesmedjan Timbro,495,10
133148933394485,Socialdemokraterna i Malmö,Socialdemokraterna i Malmö,492,2
107081822705414,Småföretagarnas Riksförbund,Småföretagarnas Riksförbund,483,1
239855722130,Nyhetsmagasinet Fokus,Fokus,480,6
