Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
242259253120490,Igualdad de Genero SÍ,Igualdad de Genero SÍ,930571,6
140457539356382,Gabinete Social Presidencia de la República del Paraguay,Gabinete Social Presidencia de la República del Paraguay,822755,7
278226125974096,El Paraguayo Independiente,Paraguayo Independiente,191903,25
347341592056826,Sergio Estigarribia.,Sergio Estigarribia.,181752,1
176941749043831,YAMIL ESGAIB,YAMIL ESGAIB,103873,1
137071910500968,Alvaro Grau,Alvaro Grau,69138,5
118776213294753,Atenil Paraguay,Atenil Paraguay,58301,2
100157179072061,Financiera ueno SAECA,These ads ran without a disclaimer,34315,22
103594265451560,Diana Recalde,Diana Recalde,32525,2
272098156231873,Diario HOY Paraguay,Diario HOY Paraguay,29080,2
1073454492740713,Emmanuel Cuevas,Emmanuel Cuevas,27987,1
876472822508954,Ahoracde,Portal Digital de Noticias AHORACDE,18308,2
725834240910220,Noticiero Paraguay,Noticiero Paraguay,15948,1
1518537951510136,Sidinei Heinemann Zuse,Sidinei Heinemann Zuse,13378,2
116747321316881,Javier Ferreira,Javier Ferreira,11382,1
101209788723937,Dr. Omar Gonzalez,Dr. Omar Gonzalez,9821,1
107706177740738,Periodismo 29,Periodismo 29,9189,2
1365651890238610,Soberanía Paraguay,Prensa_Py,9167,1
111912341409356,Centinela del Norte,Centinela del Norte,8460,3
101557432041474,Levi Leguizamón,Levi Leguizamón,6877,1
105970068168990,Cristian Ortiz,Cristian Ortiz,5461,1
116132721356992,Instituto René Cassin,These ads ran without a disclaimer,4298,1
169260623923829,Infórmate y decide,These ads ran without a disclaimer,894,1
117352551390847,DQS: SEAT of POWER,These ads ran without a disclaimer,≤100,1
187766727949541,Deportivo Alavés,These ads ran without a disclaimer,≤100,5
147710335240518,Eindhovens Dagblad,These ads ran without a disclaimer,≤100,1
352241124810616,Visión y Óptica,These ads ran without a disclaimer,≤100,1
101325815469159,Proinvest,These ads ran without a disclaimer,≤100,1
114170118312165,Jobert E. Abueva,These ads ran without a disclaimer,≤100,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,1
111679394767549,المشروع القومي لمشتقات البلازما,These ads ran without a disclaimer,≤100,1
