Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
151159271594797,Systembolaget,Systembolaget,14958,3
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,12726,14
126567104406,Hyresgästföreningen,Hyresgästföreningen,12445,41
608975645850217,Vattenfall,Vattenfall Sverige,12035,18
161213770567846,Operation Smile Sverige,Operation Smile Sverige,11468,32
72659261793,Rädda Barnen,Rädda Barnen,11241,59
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,11234,21
114526821939129,Arla,Arla,9572,8
111630258867610,Röda Korset,Röda Korset,9400,26
369582590803,Dagens ETC,ETC-tidningarna,9034,20
95735961890,Greenpeace Sverige,Greenpeace Sverige,8377,138
109886133732943,RESCUE - Sverige,RESCUE - Sverige,8122,2
122854408319,Hjärt-Lungfonden,Hjärt-lungfonden,7246,37
19746853632,Djurens Rätt,Djurens Rätt,7210,4
578953655567499,Jörgen Astonson,ETC Media AB,6176,1
59324455950,UNICEF Sverige,UNICEF Sverige,6072,29
382243262003,Plan International Sverige,Plan International Sverige,5891,12
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),5510,30
643137272398136,Sverige för UNHCR,Sverige för UNHCR,5019,21
162985227114132,Skellefteå Kraft,Skellefteå Kraft,3162,10
186513678039755,Fortum,Fortum Sverige,2952,26
314872662206,Ekonomifakta,Ekonomifakta,2628,84
178362315106,European Parliament,European Parliament,2428,8
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,2417,29
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,2344,22
236879092476,Håll Sverige Rent,Håll Sverige Rent,2132,17
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,2107,6
379686162129542,Svea Bank,Svea Ekonomi,2061,15
42676805259,Diakonia,Diakonia,1540,6
195379633820701,Svenskt Kött,Svenskt Kött,1536,22
809338299217333,Svenska Epoch Times,Svenska Epoch Times,1479,4
153270724787,Amnesty International Sverige,Amnesty International Sverige,1241,14
109724707089757,Barndom utan baksmälla,Barndom utan baksmälla,1137,2
989752884508948,Muharrem Demirok,Centerpartiet,1113,1
219410318157271,Läkarmissionen,Läkarmissionen,1086,1
299065246064,"Seko, Service- och kommunikationsfacket","Seko, Service- och kommunikationsfacket",1053,1
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,1043,26
109609604086656,Vejpkollen.se,Vejpkollen.se,990,2
110723197258182,Sverige inför verkligheten,Sverige inför verkligheten,876,1
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,851,12
111699453757094,Soft Towel Games,These ads ran without a disclaimer,813,3
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,723,19
899603916845362,JAG Personlig assistans,JAG Personlig assistans,715,7
1592395117505407,Näringslivets medieinstitut,Näringslivets Medieinstitut,690,7
91217182731,Nordiska museet,Nordiska museet,669,10
106291668359607,Gabriella Lavecchia,Seko,651,1
237146235237,Timbro,Tankesmedjan Timbro,638,49
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,629,5
518144408210153,Våra barns klimat,Våra barns klimat,629,4
166406746310,Resumé,Resumé,627,2
101662298069604,OIKOS,Insamlingsstifftelsen för Svensk Konservatism,620,3
588111131243298,Sverigedemokraterna Hässleholm,Sverigedemokraterna Hässleholm,600,1
103296115466644,Skattenytta,Kommissionen för Skattenytta,588,8
181590825305317,COWI Sverige,COWI Sverige,562,14
328754490337,Vårdförbundet,Vårdförbundet,554,21
239855722130,Nyhetsmagasinet Fokus,Fokus,528,11
732284166977797,Odlarna.se,Odlarna.se,513,4
1402657726653154,Hallå konsument,Konsumentverket,489,5
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,486,9
126245644082634,Malmömoderaterna,Malmömoderaterna,476,4
100941935326134,RekonstruktionsGruppen,Rekonstruktionsgruppen Sverige AB,437,3
1292941027470473,Tillsammans för regionens utveckling,Region Västerbotten,435,3
312084019369,Dagens Medicin,Dagens Medicin,434,1
273053169937029,ClimateHero,ClimateHero,427,7
