Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
1570126169927933,Delfina Gómez Álvarez,Delfina Gómez Álvarez,72910,166
923633637651202,Morena Sí,Morena Sí,57080,167
153947391339205,Manolo Jiménez Salinas,MANOLO JIMENEZ SALINAS,53931,54
291420500968149,Ricardo Mejia Berdeja,Ricardo Mejia Berdeja,44850,6
112882117843391,Morena Estado de México,morenaedomex.si,42604,57
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,38777,20
884158955066166,RecuperaTuFuturo,RecuperaTuFuturo,37389,271
273305282567,Gobierno de Jalisco,Gobierno de Jalisco,24328,18
191231480284,Gobierno de la Ciudad de México,Gobierno de la Ciudad de México,22419,26
1614424252123206,PAN Estado de México,Partido Acción Nacional Estado de México,21481,1
1613868898897076,Waldo Fernández González,Waldo Fernández González,19407,18
520075024716940,Movimiento Ciudadano Coahuila,Movimiento Ciudadano Coahuila,18191,16
611053902572622,Focus Mx,Focus Mx,15537,2
162949857103721,Gobierno Colima,Gobierno Colima,14171,14
475040405910613,Lenin Perez Rivera,Coalición Rescatemos Coahuila,13648,6
114641098288096,,Tlatoani de Barrio,13452,11
56713285274,Greenpeace México,Greenpeace México,12950,49
107559512016725,Contraste News,Contraste News,12052,4
186073704903313,México elige,México Elige,11806,18
408978686187226,Notas al chile,Notas al Chile,11733,14
114024430364416,YoXmx,Yoxmex,11510,21
837607596288104,Eliseo Fernández Montufar,Community Manager,11286,5
105097171575007,La LOCAL Mx,La LOCAL Mx,10761,2
449095701815347,Salvador Zamora,Salvador Zamora,10565,7
102084795217656,Cuatro T,Cuatro T Noticias,10462,8
112078425182286,Albany Castro,MOVIMIENTO CIUDADANO,10305,7
465531963489973,Verónica Delgadillo,Verónica Delgadillo,10278,2
101267031439463,Voz de las Empresas,Consejo de la Comunicación,9874,12
103769542576820,Quintanarroense Hoy,Quintanarroense Hoy,9756,6
178625645626125,Movimiento Ciudadano Nuevo León,Movimiento Ciudadano NL,9379,29
469246976533189,Santiago Creel,SantiagoCreelM,9378,24
259294300089,Gobierno de Zapopan,Gobierno de Zapopan,8840,9
102863700463398,Pepe Couttolenc,Partido Verde EDOMEX,8385,20
664379213703876,Poncho Danao,Movimiento Ciudadano,8212,4
104680124489636,Demoscopia Digital,Demoscopia Digital,7839,56
259386257405548,Alejandra López Noriega,Alejandra Lopez Noriega,7688,19
264773293005,Marko Cortés,Marko Cortés,7668,6
107640312290269,Mariana Ortega,Movimiento Ciudadano,7553,3
146709175702544,Gobierno de Quintana Roo,Gobierno de Quintana Roo,6825,12
108687728744220,Caribe Noticias,Caribe Noticias,6649,4
112041081846375,Aida García,Movimiento Ciudadano,6472,2
263327113809256,Secretaría de Salud Jalisco,Gobierno de Jalisco,6389,8
101970745787120,Contraste MX,Contraste MX,6238,2
183751562214729,David Cortés,David Cortes,6200,3
354326078079338,Campaigns and Elections Mexico,Campaigns & Elections México,6114,35
109634395756375,Save the Children México,Save the Children México,5854,19
1044005875633479,Manuel Guerra Cavazos,Manuel Guerra Cavazos,5822,2
449319475244963,Comité Directivo Estatal del PAN Chihuahua,Comité Directivo Estatal del PAN Chihuahua,5750,10
157957047619470,Secretaría del Trabajo Jalisco,Gobierno de Jalisco,5703,8
107329467479764,Rodrigo Valdez,Movimiento Ciudadano,5610,1
285058928236909,Mauricio Vila,Mauricio Vila,5560,21
1024449434274133,Partido Verde Coahuila,Partido Verde Coahuila,5557,3
106159885479677,Las Noticias México,Las Noticias México,5463,2
327324764029820,Armando Guadiana,Armando Guadiana,5383,7
111722858536644,Al Frente por Edomex,Al Frente por Edomex,5365,25
110731518636712,Por el Cambio,porelcambiomx.com,5316,87
48966795116,Amnistía Internacional México,Amnistía Internacional México,5284,6
106702032385788,Abelardo Eagleston,Movimiento Ciudadano,5220,3
100430528133355,Información México,Información México,5140,15
645731535452116,FactoMétrica,FactoMétrica,5129,22
1520610478183053,Badabun,Vanessa Rivera,5012,1
133059550071850,Gobierno de Guadalajara,Gobierno de Guadalajara,4884,18
117194212331544,Edoméx Te Informa,Edomex Te Informa,4810,8
380259112175320,Nueva Alianza Edomex,Nueva Alianza Estado de México,4773,8
261548570655865,Juan Angel Flores Bustamante,Juan Ángel Flores Bustamante,4712,1
102551913153712,Ricardo Monreal A.,Ricardo Monreal Ávila,4698,6
107356960929927,Las Noticias-Política,Noticias Política,4688,2
468586243214951,Cultura Jalisco,Gobierno de Jalisco,4670,8
493453457351145,Coparmex Nacional,Coparmex Nacional,4659,54
161020766408,Gobierno del Estado de Querétaro,Gobierno del Estado de Querétaro,4624,15
122404620204,Oxfam México,OXFAM MEXICO AC,4602,4
427137767353498,Clemente Castañeda,Clemente Castañeda H,4574,6
112901823690886,Toño López Ruiz,Jose Antonio Lopez Ruiz,4443,6
108737448471399,Altavoz Web,Altavoz Web,4340,5
215836968456734,Alfonso Martínez Alcázar,Alfonso Martínez,4321,8
589484077738887,Jorge Álvarez Máynez,Estudio Bocadillo,4307,10
109856141998075,Diario La Comarca,Diario La Comarca,4254,1
114085441581783,El Anti Chapulines,El Anti Chapulines,4192,1
120544204635995,Gobierno de Baja California,Gobierno de Baja California,4122,4
454013577974506,IEEM Oficial,IEEM Oficial,4005,11
303184083041100,Gobierno del Estado de Yucatán,Gobierno del Estado de Yucatán,3927,9
100867376619769,Xóchitl Gálvez Ruiz,Xóchitl Gálvez Ruiz,3901,16
122154061801959,Colectivo Mujeres Cabeza de Familia,Yoxmex,3896,12
133478060111915,Cemex Impacto Social,CEMEX México,3497,12
279469625434543,Paco Cienfuegos,Paco Cienfuegos,3413,18
156639921819,Gii360,Gii360,3408,31
131763133152028,Avanzando el Plan C,Apolo Mayorga Galindo,3393,2
106763384981876,La Prensa Mx,Maria Elena Reyes Garcia,3366,2
213054628856737,Movimiento Ciudadano Ciudad de México,Movimiento Ciudadano,3362,4
536886746673043,Jóvenes MX,Yoxmex,3357,24
669306863144908,Alberto Esquer,Fernando Esquer,3277,5
126053684120856,Gobierno del Estado de Oaxaca,Gobierno del Estado de Oaxaca,3272,105
713201418710795,José Ángel Pérez Hernández,José Ángel Pérez Hernández,3265,19
1415863341806268,DMC - Music Center,CENTRO DE ENCUENTRO ARTÍSTICO DMC A.C.,3221,12
115499391426868,Evidencias,Evidencias,3207,1
301981380747,Secretaría de Educación Jalisco,Gobierno de Jalisco,3144,3
326647354840146,Sergio Gutiérrez Luna,Sergio Gutiérrez Luna,3123,7
174058432636166,El Deforma,El Deforma,3114,1
104065375986923,La Politigrería,Antonio Jair Diaz Calderon,3102,2
192366194179807,León Municipio,León Municipio,3040,4
254852601222832,Cemex México,CEMEX México,3022,14
265938437673601,Yo Soy Mi Planeta,Yoxmex,3015,13
1297159123630144,Ulises Ruiz Ortiz,Ulises Ernesto Ruiz Ortiz,3007,3
111094778258609,Chema Martínez,Chema Martínez,2960,7
592495347619799,Mi familia es primero,Yoxmex,2877,10
123747293960586,Simples Datos,Simples Datos,2858,30
543882089126145,Lalo Aguilar,Movimiento Ciudadano,2839,3
572887279531469,Román Alberto Cepeda,Román Alberto Cepeda,2802,17
543830382749706,Compromiso Social Mx,Compromiso Social Mx,2796,10
190085328448680,Colectivo Informativo,Tresa Publicidad,2791,3
100912992973625,La Política Actual,Josefina Garcia Saldaña,2770,2
1577134115646205,Lupita Murguía,Lupita Murguía,2760,6
108199465164850,Resistencia Obradorista - Que Siga La Democracia,Resistencia Obradorista - Que Siga La Democracia,2728,4
1137195676311043,Emilio Lara Calderón,Emilio Lara Calderon,2629,1
116433311381559,Crónicas de a Pie,Cronicas de a Pie,2619,29
381985873573,Partido de la Revolución Democrática PRD,Partido de la Revolución Democrática,2600,24
281125785691978,Saber Votar,Angel Alfredo Solis Lugo,2582,6
129116715379616,La Lotería Del Pueblo,Hugo Junco Olvera,2562,15
101205028819726,Motivos para seguir,Motivos para seguir,2558,2
504989886240756,Fiscalía del Estado de Jalisco,Gobierno de Jalisco,2546,4
109409908221921,Aníbal Cañez,TI Social,2538,5
115873754463126,Mexiquenses de Corazón,Mexiquenses de Corazón,2537,15
102903394656386,María Bárbara Cepeda Boehringer,Brecha Comunicación,2473,21
669306863144908,Alberto Esquer,Moisés González,2465,2
250717388400467,SICOMGuanajuato,SICOMGuanajuato,2458,4
192680674189566,El Respetable,Bruno Agustin López Arguelles,2454,8
129919903347839,Gina Marcos,MOVIMIENTO CIUDADANO,2416,2
707791509334451,Alejandra Gutiérrez,Alejandra Gutiérrez,2394,4
848008481893903,Cruz Pérez Cuéllar,Cruz Pérez Cuéllar,2372,19
100354382552134,Edith Hernández Sillas,Brecha Comunicación,2365,20
118089944564637,El México que Informa,El México que Informa,2365,29
103976052285806,El Bunker Político,El Bunker Político,2351,3
104513762412974,El Testigo de Sonora,El Testigo de Sonora,2299,2
102351485932912,Contraste Norte,Contraste Norte,2280,6
125855107905745,Jacobo Rodriguez,Roger Media,2276,13
354715814963697,Gerardo Aguado Gómez,Brecha Comunicación,2211,26
555207734563075,Policía de Guadalajara,Gobierno de Guadalajara,2188,64
104883599041870,México Informativo,México Informativo,2186,2
109538585077104,Red Ciudadana Transformando Morelos,Red Ciudadana Transformando Morelos,2137,5
107189855635934,Chuy Colores,Movimiento Ciudadano,2136,2
421877377878288,Municipio de Querétaro,Municipio de Querétaro,2107,8
459461090802103,Sedeco Jalisco,Gobierno de Jalisco,2104,3
100934207930403,Conversaciones,conversacionesmx.com,2091,3
109312770635182,Manuel Cota Cárdenas,Manuel Cota Cárdenas,2046,13
924215500923867,Lucy Meza,Lucy Meza,2036,9
378066826265989,EdoMéx al momento,Ciudadanos Organizados,2005,1
1505965219699374,Salomón Chertorivski,Salomón Chertorivski,1966,1
