Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
654912251187357,Grupa PGE,Grupa PGE,1926,3
57544755889,Amnesty International Polska,Amnesty International Polska,1053,35
182038191908977,Cyfryzacja KPRM,Kancelaria Prezesa Rady Ministrów,925,14
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,894,15
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,874,140
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,850,11
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,819,19
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,771,14
513969188677442,Compassion Polska,Compassion Polska,760,24
273827962690526,Otwarte Klatki,Otwarte Klatki,707,11
110004834237780,Obrona Kościoła,Stowarzyszenie Kultury Chrześcijańskiej im. Ks. Piotra Skargi,614,1
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,582,8
105636040979969,Polska 2050,Fundacja Polska Od Nowa,526,4
100396149568299,Klimatyczna Baza Wiedzy,Klimatyczna Baza Wiedzy,519,16
228168274881,wysokieobcasy,wysokieobcasy,468,9
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,360,17
450781218391641,Protestuj.pl,Stowarzyszenie Kultury Chrześcijańskiej im. Ks. Piotra Skargi,354,1
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,351,7
426784938154184,PrzyjacieleZwierzat.pl,PrzyjacieleZwierzat.pl,342,2
1190568991079766,Polska za życiem,Fundacja Instytut Na Rzecz Kultury Prawnej Ordo Iuris,340,1
102792325966064,Kopalnia kitu,Kopalnia Kitu (DoubleD Marketing),323,4
203627442993022,Portal Oświatowy,Wiedza i Praktyka,311,5
1407603489492838,Instytut na rzecz Kultury Prawnej Ordo Iuris,Instytut na rzecz Kultury Prawnej Ordo Iuris,304,2
108301418501661,Odszkodowania Za Represje 1944-1989,Łukasz Świątek,303,9
178362315106,European Parliament,European Parliament,302,2
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,284,6
103189994608689,20stopni.pl,Konceptlab,280,7
