Page ID,Page name,Disclaimer,Amount spent (ZAR),Number of ads in Library
102819959381651,COP28 UAE,These ads ran without a disclaimer,3457,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1449,2
136956534616,Times LIVE,TimesLIVE,1313,12
109374997915302,Mayor Geordin Hill-Lewis,Mayor Geordin Hill-Lewis,1263,3
102265308016316,Al Jama-ah,Al Jama-ah,576,2
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,535,4
6011868110,Democratic Alliance,Democratic Alliance,431,4
1742410059361710,AwakeMzansi,Awake Mzansi,409,1
116657351312927,Pledge To Vote SA,Pledge to Vote,405,42
144985128871748,City of Cape Town,City of Cape Town,384,3
107169379305548,TLU SA,TLU SA,286,3
2145594122138312,Action Society,Action Society,272,18
119736861394881,Financial Mail,BusinessLIVE,260,27
1479166275635514,Western Cape Provincial Parliament,Western Cape Provincial Parliament,247,1
106172744063430,The Daily Friend,The Daily Friend,247,20
1613030308842801,Democratic Alliance Western Cape,Democratic Alliance,231,2
1442286572460668,Inside Education,Inside Education,221,2
181204251979581,NEASA,National Employers' Association of South Africa,200,4
100445789444317,DA EC Legislature,Democratic Alliance,183,3
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,182,16
111326403969815,DA Nelson Mandela Bay,Democratic Alliance,173,1
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,160,2
178713262328364,DA KZN,Democratic Alliance,142,1
446648162438519,Thisisacumen,Acumen Media Management,136,1
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,109,1
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,103,2
112315630440653,Cape Independence Advocacy Group,Cape Independence Advocacy Group,≤100,1
1018230624896572,Siyakwazi Youth Network,Hamlet Enrico Johannes,≤100,1
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100,4
123971017684407,HeraldLIVE - Nelson Mandela Bay,HeraldLIVE,≤100,4
434577883273454,Sihle Zikalala,Sihle Zikalala,≤100,1
101945665055819,Democratic Alliance Cradock,Democratic Alliance,≤100,1
195909420099,Solidariteit,Solidariteit,≤100,1
2086579854976264,"Andrew Whitfield, MP",Democratic Alliance,≤100,1
108096858922548,The People's Movement,The People's Movement,≤100,1
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100,5
571775202881997,Democratic Alliance - Mossel Bay Constituency,Democratic Alliance Mossel Bay Constituency,≤100,1
614441158766955,Vote Dr Sipho P. Malapane And The Independent Campaign 2024,Sipho Pienaar Malapane,≤100,2
396575854103337,Revived Music Ministry,These ads ran without a disclaimer,≤100,1
246425659800809,Central News,Central News,≤100,1
474558439311255,MAHLE Careers South Africa,These ads ran without a disclaimer,≤100,1
286638794693284,Business Day,These ads ran without a disclaimer,≤100,1
1523036671092230,Forum 4 Service Delivery,These ads ran without a disclaimer,≤100,1
108598475453977,LAFASHIONA,These ads ran without a disclaimer,≤100,1
122307084511789,Fidelity ADT,These ads ran without a disclaimer,≤100,1
142869282390688,Open Secrets ZA,These ads ran without a disclaimer,≤100,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100,1
425468610983737,Culture Creators,These ads ran without a disclaimer,≤100,1
1090814171006609,Men's Lives Matter Too,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,3
204054676287947,Institute for Security Studies (ISS),These ads ran without a disclaimer,≤100,1
98673036962,ROLDA,These ads ran without a disclaimer,≤100,3
204740833658478,Exness Life,These ads ran without a disclaimer,≤100,1
110099331940978,More Hackz - MediaSmarter,These ads ran without a disclaimer,≤100,2
244693762372002,Dubai International Award for Best Practices,These ads ran without a disclaimer,≤100,1
112220134851421,Under the Sisterhood,These ads ran without a disclaimer,≤100,1
128322628212,Falling Walls,These ads ran without a disclaimer,≤100,1
106383298278667,Merlin,These ads ran without a disclaimer,≤100,1
100851609659466,,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,1
1102199946478493,Spotlight,These ads ran without a disclaimer,≤100,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,3
427648547297783,Hasan Ismaik - حسن إسميك,These ads ran without a disclaimer,≤100,2
102964102556890,Bettermanly - Magazine page 2,These ads ran without a disclaimer,≤100,1
31235346489,DJ Lionpaw,These ads ran without a disclaimer,≤100,1
120223804387904,dailypositivityboost,These ads ran without a disclaimer,≤100,2
154012084797126,Yeni Şafak,These ads ran without a disclaimer,≤100,2
106130305763469,dialecthica,These ads ran without a disclaimer,≤100,1
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,1
2480533842232920,POWERCHINA,These ads ran without a disclaimer,≤100,1
426799224176976,Ebenezer is Marketing,These ads ran without a disclaimer,≤100,1
887289491336788,Like Really?,These ads ran without a disclaimer,≤100,1
106299475598378,profkevinfenton,These ads ran without a disclaimer,≤100,1
114571228165453,multitudes.podcast,These ads ran without a disclaimer,≤100,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1
