Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
126567104406,Hyresgästföreningen,Hyresgästföreningen,17076,41
109886133732943,RESCUE - Sverige,RESCUE - Sverige,15201,2
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,12731,14
114526821939129,Arla,Arla,9194,8
369582590803,Dagens ETC,ETC-tidningarna,8882,23
643137272398136,Sverige för UNHCR,Sverige för UNHCR,8338,18
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,7676,15
122854408319,Hjärt-Lungfonden,Hjärt-lungfonden,7070,30
122074554119,EU Social,EU Social,5632,7
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),5489,26
111630258867610,Röda Korset,Röda Korset,5382,24
95735961890,Greenpeace Sverige,Greenpeace Sverige,4960,79
178362315106,European Parliament,European Parliament,4456,11
59324455950,UNICEF Sverige,UNICEF Sverige,3767,30
186513678039755,Fortum,Fortum Sverige,3675,26
314872662206,Ekonomifakta,Ekonomifakta,3422,75
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,3191,36
126840196572,Kia Sweden,Kia Sweden,3081,3
19746853632,Djurens Rätt,Djurens Rätt,3045,5
72659261793,Rädda Barnen,Rädda Barnen,3042,30
176527602394716,Olivia Personlig Assistans AB,Olivia Personlig Assistans AB,2610,5
111699453757094,Soft Towel Games,These ads ran without a disclaimer,2473,3
162985227114132,Skellefteå Kraft,Skellefteå Kraft,2401,10
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,2276,23
608975645850217,Vattenfall,Vattenfall Sverige,2155,23
161213770567846,Operation Smile Sverige,Operation Smile Sverige,2083,28
178193355556765,Nordström Assistans AB,Nordström Assistans AB,2009,4
239409182778411,Veronica Palm,Veronica Palm,2000,1
379686162129542,Svea Bank,Svea Ekonomi,1960,15
115756055102646,Kura Omsorg  i Sverige AB,Kura Omsorg  i Sverige AB,1789,3
279974638809211,Oxfam Sverige,Oxfam Sverige,1742,6
42676805259,Diakonia,Diakonia,1679,10
1757191391203190,Proethos fond,Proethos AB,1520,8
195379633820701,Svenskt Kött,Svenskt Kött,1500,17
153270724787,Amnesty International Sverige,Amnesty International Sverige,1006,9
8040892957,Socialdemokraterna,Socialdemokraterna,1006,9
219410318157271,Läkarmissionen,Läkarmissionen,975,1
809338299217333,Svenska Epoch Times,Svenska Epoch Times,949,3
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,923,11
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,889,13
109609604086656,Vejpkollen.se,Vejpkollen.se,881,3
1419307421424959,Demokraterna,Demokraterna,861,2
321677583206,Patent- och registreringsverket,Patent- och registreringsverket,811,2
170211353124087,Centerpartiet i Stockholm,Centerpartiet i Stockholm,805,5
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,775,20
251829904829983,David Lega,David Lega - Kristdemokraterna,719,2
506685746198996,DebattNytt,DebattNytt,680,2
212604496324,Fackförbundet ST,Fackförbundet ST,654,30
91217182731,Nordiska museet,Nordiska museet,625,11
166406746310,Resumé,Resumé,621,2
518144408210153,Våra barns klimat,Våra barns klimat,612,4
103296115466644,Skattenytta,Kommissionen för Skattenytta,556,8
1267325956645384,Bonzi,Bonzi,552,2
328754490337,Vårdförbundet,Vårdförbundet,545,21
429354810518636,Johan Nissinen SD,Johan Nissinen SD,533,1
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,517,10
732284166977797,Odlarna.se,Odlarna.se,505,4
323156205347,Vänsterpartiet,Vänsterpartiet,504,1
223302541061447,Nema Problema,Nema Problema,501,16
1402657726653154,Hallå konsument,Konsumentverket,501,6
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,496,3
237146235237,Timbro,Tankesmedjan Timbro,487,20
181590825305317,COWI Sverige,COWI Sverige,482,14
356032977210,Vi-skogen,Vi-skogen,479,12
249195615122371,Sara Skyttedal,Sara Skyttedal,445,1
239855722130,Nyhetsmagasinet Fokus,Fokus,441,12
312084019369,Dagens Medicin,Dagens Medicin,427,1
273053169937029,ClimateHero,ClimateHero,416,7
163305633746125,Karneval förlag,Holviks,412,2
290735261080438,Moderaterna i Göteborg,Moderaterna i Göteborg,401,2
1042091032500520,Kvartal,Kvartal,397,5
110605492300,RFSL,RFSL,395,3
539297539496434,Dagens Samhälle,Dagens Samhälle,388,1
1383867568544212,Socialdemokraterna Falkenbergs kommun,Socialdemokraterna Falkenbergs kommun,347,1
965458110149319,Byggindustrin,Byggindustrin,340,1
899603916845362,JAG Personlig assistans,JAG Personlig assistans,338,5
167036616661188,Sverigedemokraterna Malmö,Sverigedemokraterna Malmö,338,1
87535551716,Världskulturmuseet,Världskulturmuseerna,335,2
1495636290691848,Vänsterpartiet Stockholms stad,Vänsterpartiet Stockholm stad,318,6
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,318,13
271560012882635,Svenskt Näringsliv Västra Götaland,Svenskt Näringsliv Västra Götaland,309,7
1633181116933852,SvD Junior,SvD Junior (SvD),309,11
473182566110689,Inre Kraft - Personlig Assistans & Hemtjänst,Inre Kraft - Personlig Assistans & Hemtjänst,300,1
129016447116122,Aktuell Hållbarhet,Aktuell Hållbarhet,293,1
190125911027266,Akademikernas a-kassa,Akademikernas a-kassa,284,1
665682436792792,Moderaterna i Varberg,Moderaterna,274,1
188841442268,Woolpower,Woolpower AB,249,2
296423575695,Afrikagrupperna,Afrikagrupperna,233,5
390479295816,Socialdemokraterna i Jönköpings län,Socialdemokraterna i Jönköpings län,229,5
78227917578,Bohusläningen,Bohusläningen,218,6
676246449160270,Sverigedemokraterna,Sverigedemokraterna,215,4
103630702709718,Luleå Industripark,Vinter,213,1
108878133830874,Grön flygplats,Projektet Grön Flygplats; finansierat av Svenska Regionala Flygplatser och Europeiska Regionala Utvecklingsfonden,213,7
114308925025155,Nej till marknadsskolan,Vänsterpartiet Stockholms stad,198,5
209819466173690,Region Stockholm,Region Stockholm,197,1
653072158104424,Emma Wiesner,Emma Wiesner,194,1
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,194,6
10150161538825010,Medborgarskolan,Medborgarskolan,192,2
347852331958080,En Företagares Vardag,En Företagares Vardag,191,4
1540294046226139,Feministsmeden,Feministsmeden,189,3
108492218918,IF Metall,IF Metall,177,2
47024738335,Hoppets Stjärna Sverige,Hoppets Stjärna,174,1
34780126150,Miljöpartiet de gröna,Miljöpartiet de gröna,172,3
329452290816078,Tidningen Market,Tidningen Market,166,1
210022722438484,Socialdemokraterna i Östersund,Socialdemokraterna i Östersund,157,2
163820136238,LO Sverige,Landsorganisationen Sverige,154,10
320930784643530,Storasyster,Storasyster,152,1
217391588404948,Katalys,Katalys,150,2
127757523931098,Emrahus AB,Emrahus AB,150,2
127063960674693,Svenska Freds- och Skiljedomsföreningen,Svenska Freds- och Skiljedomsföreningen,148,1
119432911402994,Socialdemokraterna i Växjö,Socialdemokraterna Växjö,140,5
180578795331360,Svenskt Näringsliv Blekinge,Svenskt Näringsliv,139,3
498767116802809,Vänsterpartiet Region Stockholm,Vänsterpartiet Region Stockholm,137,9
313671265509,Tankesmedjan Tiden,Tankesmedjan Tiden,137,1
273402369438867,By Billgren,By Billgren AB,137,2
208751565805849,Stiftelsen Expo,Stiftelsen Expo,135,1
198991600145434,Svenskt Näringsliv Skåne,Svenskt Näringsliv Skåne,134,5
118162038224731,Moderaterna i Stockholms stad och län,Moderaterna i Stockholms stad och län,133,1
177327255619338,Finspångs kommun,Finspångs kommun,130,1
342952129133948,Kultur i Malmö,Kultur i Malmö,127,1
