Page ID,Page name,Disclaimer,Amount spent (BAM),Number of ads in Library
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,128,4
111544041335161,Antikorupcija info,Antikorupcija.info,≤100,23
1637100656579044,Began Muhić - v.d. gradonačelnik Živinica,Began Muhić - v.d. gradonačelnik Živinica,≤100,2
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100,11
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100,11
111544041335161,Antikorupcija info,Antikorupcija info,≤100,8
147315858633088,Istinomjer,Istinomjer,≤100,10
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100,3
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100,10
1533737623509285,SNSD Banja Luka - СНСД Бања Лука,SNSD - Gradski odbor Banja Luka,≤100,1
2401351939921390,Raport.ba,Raport Media Group,≤100,3
109652028193268,Revizije info,Revizije info,≤100,4
162926690478548,Oslobodjenje,Oslobodjenje,≤100,1
110760128594320,Muhamed Hasanović,Muhamed Hasanovic,≤100,2
1894157260888813,Dr Vlado Đajić - Др Владо Ђајић,Vlado Đajić,≤100,1
1494057107558990,Javna rasprava,Javna rasprava,≤100,9
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100,2
306474736844372,Narod i Pravda Novi Grad Sarajevo,Narod i Pravda Novi Grad Sarajevo,≤100,1
104092069268284,Possesso nekretnine,These ads ran without a disclaimer,≤100,2
120481645203741,Dragan Bursać,Dragan Bursać,≤100,1
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
753740401664958,Omer Berbić - vijećnik u GV Tuzla,Omer Berbic,≤100,1
119698898115100,Vedad Deljković info,Vedad Deljković,≤100,2
100733242113653,Porodice 3 plus,Porodice 3 plus,≤100,1
103027944875536,Маја Драгојевић Стојић - Maja Dragojević Stojić,Предраг Кукољ,≤100,2
1588013511420367,Almir Babajić,Almir Babajić,≤100,1
113288987176405,Zlatko Miletić,These ads ran without a disclaimer,≤100,1
717865981730224,Belmin Zukan,Belmin Zukan,≤100,1
85069283164,Admir Čavalić,Admir Čavalić,≤100,1
100187109256916,Ustajte Diskriminisani,Ustajte Diskriminisani,≤100,1
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100,1
274629142729439,OO SDP Bugojno,OO SDP BiH Bugojno,≤100,1
2430163100537312,Spin Info,Spin Media,≤100,1
102952309457793,History in Number,These ads ran without a disclaimer,≤100,1
852370551453606,GARP,These ads ran without a disclaimer,≤100,1
551112228682671,Gasmet,These ads ran without a disclaimer,≤100,1
994977213848354,Sarx,These ads ran without a disclaimer,≤100,1
102415047928145,Shanghai Electric,These ads ran without a disclaimer,≤100,1
142329112477770,البنك الدولي,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,2
417853371621843,Mirnes Ajanović,Mirnes Ajanović,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
100970059574672,Bisexual.org en Español,These ads ran without a disclaimer,≤100,1
116229124772170,Dicas de Mulher,These ads ran without a disclaimer,≤100,1
117039841320523,Big Pink Youth Dialogue,These ads ran without a disclaimer,≤100,1
101054365776547,Charming Changzhou,These ads ran without a disclaimer,≤100,1
106722822373735,The Fun Insider,These ads ran without a disclaimer,≤100,1
142914269087072,Cornell Lab of Ornithology,These ads ran without a disclaimer,≤100,1
