Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
115835521825983,UNHCR Canada,UNHCR Canada,4885,194
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,4486,26
269577048182,Stollery Children's Hospital Foundation,Stollery Children's Hospital Foundation,3073,72
163336718421,PSAC - AFPC,PSAC - AFPC,2965,49
168617319831578,Nature Canada,Nature Canada,2338,2
6319213302,Heart & Stroke,Heart & Stroke,2134,49
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,2129,74
160136850711053,CUPE Ontario,CUPE Ontario,1720,3
109045051805492,Made The Canadian Way,Canadian Energy Centre,1605,8
261752512263,Canadian Red Cross,Canadian Red Cross,1491,15
107385241806,Plan International Canada,Plan International Canada,1425,106
2112106495731697,Wild First,Canadian Coastal Research Society,1299,24
154462904588700,Enbridge Gas,Enbridge Gas,1152,64
203652059653094,Government of British Columbia,Government of British Columbia,1117,8
27234020592,UNICEF Canada,UNICEF Canada,991,5
268400032839,Croix-Rouge canadienne,Croix-Rouge canadienne,963,14
113297740077607,Canadian Energy Centre,Canadian Energy Centre,858,12
24235835555,Kids Help Phone,Kids Help Phone,826,56
401846167974,Transport Canada,These ads ran without a disclaimer,812,8
139019864276,Oxfam Canada,Oxfam Canada,758,27
202220023130891,Bell Canada,Bell Canada,741,4
53321777320,Coeur + AVC,Coeur + AVC,720,39
163261390365324,Elementary Educators,Elementary Educators,719,20
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,686,32
1097840090260804,National Police Federation,National Police Federation,626,90
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,625,52
19750184960,Greenpeace Canada,Greenpeace Canada,593,177
117109432079,CAMH Foundation,CAMH Foundation,569,48
625254780822339,CUPE Manitoba,CUPE MB,562,11
9226212436,SaskPower,SaskPower,530,3
186062823629,Québec sans tabac,Conseil québécois sur le tabac et la santé,506,12
336963316348550,Ucore Rare Metals Inc.,Ucore Rare Metals Inc.,491,1
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,484,33
177681485609462,Radio-Canada,Radio-Canada,482,40
182645321760265,Ville de Montréal,Ville de Montréal,459,2
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,455,6
394745970602999,The Council of Canadians,The Council of Canadians,429,34
