Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,11762,98
205544429526773,תג מאיר: אור במקום טרור,תג מאיר: אור במקום טרור,3131,20
107217383988190,מגזין אפוק,Epoch Magazine,1577,34
325131448440639,מפלגת נעם,מפלגת נעם,1417,16
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,1301,2
161940843846699,התנועה הרפורמית,התנועה הרפורמית,1205,12
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",1056,20
101600712771452,ענבל חרמוני,ענבל חרמוני,939,1
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,888,19
204780362875106,מקור ראשון,מקור ראשון,888,88
109523830757998,דמוקרטtv,דרכנו,873,11
468634849844348,עיריית אור יהודה,עיריית אור יהודה,836,10
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,765,6
256546887847232,עיריית רמת גן,עיריית רמת גן,757,8
268720346484233,בשביל המחר,These ads ran without a disclaimer,744,2
1662907067255622,איגוד הגז הטבעי,Unik,733,7
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,730,7
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,700,27
1073548259341247,לובי 99,לובי 99,623,5
325048350950892,רמי גרינברג,עיריית פתח תקוה,595,4
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,539,5
129709433742187,Shalem College - המרכז האקדמי שלם,Shalem College - המרכז האקדמי שלם,523,7
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,522,2
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",503,31
106021541456343,קארן טל - Karen Tal,קארן טל - Karen Tal,500,1
682178658591430,נחמה בוגין,נחמה בוגין,500,1
295041184911,עמל- הרב תחומי,Amalnet,497,1
103183301914371,כוח של אמא,Nataly Milner,479,1
2397304340492953,מטה הבטיחות בענף הבנייה,הקרן לעידוד ולפיתוח ענף הבנייה,466,3
604890186681585,מור ויצמן,Mor Weitzman,450,2
536794249813012,תומר גלאם - Tomer Glam,עיריית אשקלון,449,5
104743111658191,Ron Ben Shushan,רון בן שושן,444,4
360579527982726,מחאת הגלימות השחורות,מחאת הגלימות השחורות,417,2
193264714026809,Emunah אמונה,ארגון אמונה,414,3
182916765074767,אדם טבע ודין,אדם טבע ודין,404,4
102660785992341,צדק צדק תרדוף,Omer Feldman,396,1
790149967713981,דרכנו,דרכנו,390,14
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,366,3
266097474067652,בני גנץ - Benny Gantz,מפלגת כחול לבן,366,1
1619338854980208,יוסי דגן,המועצה האיזורית שומרון,356,1
197861515565,שתיל - شتيل - Shatil,שתיל - Shatil,355,4
371986449521679,הקרן למורשת הכותל המערבי,Tal Sanderoni,346,34
503274483198404,לינק Link 20 - התנועה לקידום צעירים עם מוגבלות,לינק Link 20 - התנועה לקידום צעירים עם מוגבלות,345,11
194200557275526,לשכת העיתונות הממשלתית,לשכת העיתונות הממשלתית,335,3
137449656335533,Amnesty International Israel,Amnesty International Israel,335,8
849824028408565,תנועת אם תרצו,תנועת אם תרצו,329,3
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,303,3
108787681841168,רישיון נשק בקליק,Michael Michel Levi,302,2
1546772755634761,עמותת  מִפרקים צעירים - Mifrakim Tzeirim association,עמותת מפרקים צעירים,302,1
1678753882355496,איגוד העובדות והעובדים הסוציאליים,איגוד העובדות והעובדים הסוציאליים,300,1
111177802287614,Begin Center | מרכז מורשת מנחם בגין,Begin Center | מרכז מורשת מנחם בגין,288,8
1506163609667780,שקוף - גוף התקשורת של הציבור,שקוף,288,3
427614157753794,מוטי ששון - moti sasson,מוטי ששון,263,2
124894077550811,ישראל חופשית,ישראל חופשית,257,6
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,248,4
213801788683219,עיריית ראש העין,עיריית ראש העין,245,2
100301088671913,Tal Hershkovitz,Tal Hershkovitz,245,1
106836891775374,אסנת ספורטה - Osnat Saporta,אסנת ספורטה - Osnat Saporta,237,4
212508465430143,מען ארגון עובדים  معًا - نقابة عمالية MAAN Workers Association,WAC-MAAN,235,3
100614131548339,עמוס שפירא - ראש אחר לתל אביב-יפו,Amos Shapira,234,4
340069009019,ice אייס,ice אייס,231,16
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,223,6
158195257562237,מיכאל לייטמן,"בני ברוך קבלה לעם ע""ר",222,8
500238833397356,ציפי ברנד,ציפי ברנד,221,1
421210797920379,מועצה אזורית בנימין,מועצה אזורית בנימין,206,5
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",199,7
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,199,5
94258847306,האגודה לזכויות האזרח בישראל,האגודה לזכויות האזרח בישראל,190,8
172654247853282,Shenhav musanbar,Shenhav Musanbar,187,9
119995701391029,בית בן-גוריון בתל אביב,בית בן גוריון,178,1
403470203161681,"קרן רש""י - Rashi Foundation","קרן רש""י לצמצום פערים חברתיים",173,5
1034509719896684,המכון החרדי למחקרי מדיניות,מכון החרדי למחקרי מדיניות,168,1
206692749419285,עיריית ראשון לציון,Debby&Ron LTD,166,2
1392138171047822,"ארגון נכי צה""ל","ארגון נכי צה""ל",166,2
356859544473040,קירות שקופים,רועי שפרניק,158,3
562900707171914,ליעד אילני לראשות עיריית רמת-גן,סיעת רמת-גן שלנו,155,2
103851895179872,אמהות לביאות,Nataly Milner,154,2
1633801720194315,מועצה מקומית פרדס חנה כרכור,מועצה מקומית פרדס חנה כרכור,152,3
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",150,6
134896023193138,יוזמת ז'נבה,יוזמת ז'נבה,146,2
33942762466,Shalom Hartman Institute מכון שלום הרטמן,Shalom Hartman Institute - מכון שלום הרטמן,145,6
190496434307366,חירייה | המרכז לחינוך סביבתי | Hiriya,חירייה - המרכז לחינוך סביבתי,145,2
756869797682674,Свободный Израиль,Свободный Израиль,143,2
723141737847411,ראובן לדיאנסקי,ראובן לדיאנסקי,138,2
104728241521436,האגודה לתרבות הדיור,האגודה לתרבות הדיור,137,8
113789568181754,איציק דנינו - ראש העיר שלי,איציק דנינו,135,7
1954699454767994,שי זולדן - Shay Zoldan,שי זולדן,132,1
1372218169585611,"איתי מתיתיהו - סגן ראש עיריית ראשון לציון, מחזיק תיק הצעירים והנוער",Itay Matityahu,128,1
574030775948002,Ohr Torah Stone - אור תורה סטון,Ohr Torah Stone - אור תורה סטון,125,5
100419622598446,מועצה דתית כפר סבא,מועצה דתית כפר סבא,125,1
1197610913585169,אורנה ברביבאי - Orna Barbivay,Or Ben Dori,125,1
361464970647064,זהר בלום,זהר בלום,124,1
100849682799685,Omri saada,Omri Saada,122,4
221885774492166,לשכת המסחר,לשכת המסחר,120,3
810904589094226,צביקה ברוט - Tzvika Brot,צביקה ברוט - Tzvika Brot,120,2
57400032655,קבלה לעם,"בני ברוך קבלה לעם ע""ר",118,4
224993517556428,Da'am Party - מפלגת דעם - حزب دعم,Da'am Party - מפלגת דעם - حزب دعم,116,2
100978407934166,תנועה ישראלית,Israeli Movement,116,3
179034435458425,פנאי העיר חדרה,פנאי העיר חדרה,112,5
117581211636979,עֲשׂוֹת משפט - קול רבני לזכויות אדם,שומרי משפט - רבנים למען זכויות אדם,112,1
109708842392860,מרכז השלטון המקומי בישראל,מרכז השלטון המקומי בישראל,111,1
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,109,2
105073575118245,מצילים את הצין,מצילים את הצין,108,5
775262769219310,עודד פורר - Oded Forer,עודד פורר - Oded Forer,106,1
104222621115858,הביטחוניסטים,הביטחוניסטים,104,3
767262423350854,פורום הדיור הציבורי,Danny Gigi,102,1
562450883897655,פורום דב לאוטמן - לוקחים את החינוך בידיים,פורום דב לאוטמן - לוקחים את החינוך בידיים,101,8
104783631865965,תלם,קרן ברל כצנלסון,≤100,8
126099790738165,אנימלס,אנימלס,≤100,3
103957445471813,קמיל שמר life-coaching,These ads ran without a disclaimer,≤100,1
104383949185600,יעקב מזרחי - Jakob Mizrahi,יעקב מזרחי,≤100,2
102371638090830,רדיקל,רדיקל - בית לרעיונות,≤100,2
198917210119704,שלום עכשיו,שלום עכשיו,≤100,3
489585357777964,"המאירי - עורכי דין ונוטריון - משרד הביטחון נכי צה""ל","המאירי - עורכי דין ונוטריון - משרד הביטחון נכי צה""ל",≤100,8
1921160331531297,Act. تغيير اعلامي,סיכוי אופוק - سيكوي أفق,≤100,2
104015018553973,The Genesis Prize - פרס בראשית,Genesis Prize Foundation,≤100,3
108548678391085,מצעד החיים,הירואיק מדיה,≤100,3
108433902545902,Geneva Initiative,יוזמת ז'נבה,≤100,2
291808504292893,מתנת חיים - השתלות כליה,מתנת חיים,≤100,3
107114480630055,מוטי גלוסקה - מחקרי ביטחון ואסטרטגיה,מוטי גלוסקה - מחקרי ביטחון ואסטרטגיה,≤100,1
156725471013811,כרמל פלור דיזיין Carmel Floor Design,כרמל פלור דיזיין Carmel Floor Design,≤100,1
554308731366675,محامون من أجل إدارة سليمة - Lawyers for Good Governance,محامون من أجل إدارة سليمة - Lawyers for Good Governance,≤100,3
