Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
102414628645144,Korondy Tamás,Megafon,1070113,4
224274995688487,Bohár Dániel - Riporter,Megafon,750698,6
104359131558815,KonVerzió,Megafon,576994,2
503614639975773,Trombitás Kristóf,Megafon,483626,6
118152054556475,Deák Dániel,Megafon,331819,6
191461774219575,hirado.hu,hirado.hu,138822,33
109414841321682,Magyar Falu Program,Miniszterelnökség,79409,11
294815374340858,Donáth Anna,Donáth Anna - Momentum,50680,3
778538352344518,Hollik István,Fidesz,50000,1
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,44278,53
178362315106,European Parliament,European Parliament,39981,8
264517713636590,PestiSracok.hu,PestiSrácok.hu,39608,7
594088897289853,Alapjogokért Központ,Alapjogokért Központ,29326,15
1534911313439123,Ripost,Ripost,23148,3
131283758531,HVG,HVG Kiadó ZRt.,21140,14
445067412712417,Dr. Molnár Krisztián,Dr. Molnár Krisztián,20782,2
76748198685,Budapest Pride,Budapest Pride,20276,5
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,19673,3
248172631940,Mandiner,Mediaworks Hungary Zrt.,19647,3
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,19507,4
193702058028595,Lázár János,Lázár János hivatalos oldala,18367,2
551672728204311,Bányai Gábor országgyűlési képviselő,Fidesz,17900,1
100661689613999,Arany Botond - Megoldás Mozgalom,Arany Botond - Megoldás Mozgalom,16518,4
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,16512,10
109528965046103,MCC Feszt,Mathias Corvinus Collegium,16346,7
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,16119,72
626532047411556,Bal lator a XVIII. kerületben,Ballator,15114,3
108146403966754,Dr. Bagó Zoltán,Dr. Bagó Zoltán,14858,3
265672590604606,Makronóm.Blog,Makronóm.Blog,14711,14
471093016323310,Kovács Ferenc,Kovács Ferenc,14607,3
851784814892644,Simicskó István,KDNP frakció,14050,3
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,13860,2
162344823835042,atlatszo.hu,atlatszo.hu,13124,6
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,13107,11
358624704555983,Dr. Hörcsik Richárd,Fidesz,13028,7
776079922494181,Apáti Bence hivatalos oldala,Megafon,12768,2
132593883577930,Dr. Keresztes László Lóránt,LMP - Magyarország Zöld Pártja,12564,4
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,12532,3
156847374371871,Szabó Tímea,Párbeszéd Magyarországért,11986,5
1408906262689093,Nyitrai Zsolt,Fidesz,11450,4
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,11370,1
447204268797621,RTL.hu,RTL.HU,11140,27
543788999005363,ORIGO,Mediaworks Hungary Zrt.,10151,2
147547541961576,Council of the European Union,Council of the European Union,10118,3
126539424061030,Háttér Társaság,Háttér Társaság,9872,5
108248022589754,Bosch Magyarország,Bosch Magyarország,9510,7
136387873164491,Csárdi Antal,LMP - Magyarország Zöld Pártja,9348,2
718997391564454,Énbudapestem,Budapest Főváros Önkormányzat,9043,3
788960034452071,Potápi Árpád János,Potápi Árpád János,8997,1
365977046868250,Nemzeti Agrárgazdasági Kamara - NAK,Nemzeti Agrárgazdasági Kamara,8956,2
733923476636885,Szatmáry Kristóf,Szatmáry Kristóf,8861,11
193640214178356,Gyopáros Alpár,Gyopáros Alpár,8632,3
184922004946258,Horváth Csaba,Budapest Főváros XIV. Kerület Zugló Önkormányzata,8566,4
112694594992064,Mehr Licht,Mehr Licht,8538,25
1215492498464496,Angyal Károly,Angyal Károly,8380,4
102426795954406,Nobilis Márton,Nobilis Márton,8301,23
451844608304228,Metropol,Metropol,8168,2
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,8163,4
127355373967413,Pécsi STOP.hu,Pécsi STOP.hu,8156,1
287770891404,Jobbik-Konzervatívok,Jobbik Magyarországért Mozgalom,7866,3
268042136672212,Századvég,Századvég Közéleti Tudásközpont Alapítvány,7834,3
267168140529488,György László,György László,7827,2
400229417263044,Hartaházi Miklós Pestszentimre,Jobbik,7811,3
109734398272339,Dr. Mészáros Lajos,Dr. Mészáros Lajos,7698,3
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,7691,2
150836998898897,aHang,aHang,7686,4
1321667124617769,Dr. Kovács Zoltán,Dr. Kovács Zoltán,7574,1
113684438795574,Párbeszéd - Zöldek,Párbeszéd Magyarországért,7541,5
100401808007704,EzaLényeg.hu,EzaLényeg.hu,7391,16
109306435499597,Szabad Vonalzó,Humán Platform,7376,4
2309737912651039,Péterffy Attila,Péterffy Attila,7140,1
1584646591763647,Kanász-Nagy Máté,LMP - Magyarország Zöld Pártja,6992,3
237088069704442,Kósa Ádám,"Adam Kosa, Member of the European Parliament",6844,1
102401058671244,Készpénzmentes Zóna,Uniomedia Kommunikációs Ügynökség Zártkörűen Működő Részvénytársaság,6787,3
114898003640430,Telex.hu,Telex.hu,6700,2
423317774385144,Magyar Demokrata hetilap,Demokrata,6482,1
