Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
105372794744976,Intendencia de Paysandú,Intendencia Departamental de Paysandú,1780,2
1663909410533738,Pit-Cnt - oficial,These ads ran without a disclaimer,697,1
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,696,8
1663909410533738,Pit-Cnt - oficial,PITCNT,689,1
107178538748255,Acción País Salto,Acción País Salto,606,3
339506493370193,Richard Sander,Richard Sander,462,2
383445061841675,Casa Grande FA,Casa Grande,452,1
103988995047541,Diputada Nancy Nuñez Soler,Nancy Nuñez,366,5
225968600759645,Andrés Lima,Andrés Lima,356,3
860395507438977,Compromiso con el Cambio,Compromiso con el Cambio,303,2
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,221,4
2101673416799600,El Día UY,El Día UY,217,2
104021119370476,Rodrigo,These ads ran without a disclaimer,195,1
1633909283493941,Ert Bps,Director Representante del Sector Trabajadores Ramón Ruiz,109,1
118843371534548,AUTE - Agrupación UTE - Sitio Oficial,AUTE,≤100,1
106025095512593,Corazón Celeste,These ads ran without a disclaimer,≤100,1
984834781647717,Diputada Alexandra Inzaurralde,Diputada Alexandra Inzaurralde,≤100,1
316246769083069,Corruptos Radio,Corruptos Radio,≤100,1
530640683655093,President,These ads ran without a disclaimer,≤100,1
104592172188409,Best Novel,These ads ran without a disclaimer,≤100,1
100408874886094,Todo Montevideo,These ads ran without a disclaimer,≤100,1
294017310722101,Senador Dupont,These ads ran without a disclaimer,≤100,1
117352551390847,DQS: SEAT of POWER,These ads ran without a disclaimer,≤100,1
111679394767549,المشروع القومي لمشتقات البلازما,These ads ran without a disclaimer,≤100,1
116780567115083,Tissue Online Latinoamérica,These ads ran without a disclaimer,≤100,1
295270284142517,Arte al Día,These ads ran without a disclaimer,≤100,1
102023009327901,Global Compassion Coalition,These ads ran without a disclaimer,≤100,1
187766727949541,Deportivo Alavés,These ads ran without a disclaimer,≤100,3
352241124810616,Visión y Óptica,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
103350785173837,machadoh7,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
103693011035550,Santander Global,These ads ran without a disclaimer,≤100,1
129012103887386,The Online Library of Liberty,These ads ran without a disclaimer,≤100,1
