Page ID,Page name,Disclaimer,Amount spent (PEN),Number of ads in Library
566970220173238,Podemos Perú,Podemos Perú,1535,3
1314285591915614,Smart Fit Perú,These ads ran without a disclaimer,1372,1
101665683225827,José Luna Gálvez - Pepe Luna,José Luna Gálvez - Pepe Luna,701,2
317113615022843,César Acuña,César Acuña,245,2
264223880347121,Lampadia Oficial,LAMPADIA,197,32
109019574560600,Aula Gaceta,Gaceta Consultores S.A.,≤100,1
1729728707258166,Gabriel Antonio Madrid Orue,Gabriel Antonio Madrid Orue,≤100,7
368378929946448,Francis Allison Oyague,Francis Allison,≤100,1
462790453744032,Sutep,Sindicato Unitario de Trabajadores en la Educación del Perú - SUTEP,≤100,2
103155028327634,Cheryl Trigozo - Congresista 2021-2026,Cheryl Trigozo - Congresista 2021-2026,≤100,1
110550031837683,Emaús Reciclando,Emaús Reciclando,≤100,2
142062936237878,Goberna,Goberna,≤100,4
109824238171396,Elías Rodríguez Página Oficial,Elías Rodríguez Página Oficial,≤100,4
346829165513127,Compromiso Médico por el Perú,Compromiso Médico por el Perú,≤100,1
105426962431687,Joel Galvez por Manitea,These ads ran without a disclaimer,≤100,2
100330785132565,Saca tu cuenta,Asociación Contribuyentes por Respeto,≤100,2
108167272589687,Maricruz Zeta,Maricruz Zeta,≤100,2
1849235785178436,Jota Baldeon,Jota Baldeon,≤100,2
1275465342519887,Servicios Educativos El Agustino,SERVICIOS EDUCATIVOS EL AGUSTINO,≤100,1
116937091779490,Jóvenes Fuerza Popular Keiko,Jóvenes Fuerza Popular Keiko,≤100,1
140765589379192,Pedro Spadaro,El Callao Contigo Pedro Spadaro,≤100,1
250852305414229,VOZ-Perú TV,VOZ-Perú TV,≤100,4
474392346103738,RCR Red de Comunicación Regional,Red de Comunicación Regional,≤100,3
1629211737145398,Dr. José Carlos Ordoñez,Dr. José Carlos Ordoñez,≤100,1
107806088955106,Dr. Chacaltana - Decano CAI,Dr. Chacaltana - Decano CAI,≤100,1
102873406064523,AKI TV,AKI TV,≤100,1
270194287073872,Beatriz Madrid,Beatriz Madrid,≤100,1
114835531529667,Ius est actio,Ius est actio,≤100,1
102585427836888,Chachín Inga,Chachín Inga,≤100,1
361588841122603,Vive Mi Perú,Vive Mi Perú,≤100,2
137760678423990,Sindicato de Trabajadores CAS del Ministerio de Educación,Sindicato de Trabajadores CAS del Ministerio de Educación,≤100,1
102471834787899,Manuel Encalada,Manuel Encalada,≤100,2
104648981195021,The Oxygen Project ES,These ads ran without a disclaimer,≤100,2
105237612129014,Asociación Abrazarte,Asociación Abrazarte,≤100,1
105041682493679,Michael 4vila,These ads ran without a disclaimer,≤100,1
107177532295418,Fernando Romero L.,Fernando Romero L.,≤100,1
110500291641899,Municipalidad Distrital de El Porvenir Pelejo. Gestión 2023-2026,Municipalidad Distrital de El Porvenir Pelejo. Gestión 2023-2026,≤100,1
260505207474088,Libélula Cambio Climático,These ads ran without a disclaimer,≤100,1
108076268940973,Centro de Investigación en Administración y Políticas Públicas - CIAPP,These ads ran without a disclaimer,≤100,1
233907653731511,Fuego Cruzado en Chincha,Fuego Cruzado en Chincha,≤100,3
304971412943967,Instituto de Zumpango en Estudios Superiores en Criminalística IZESC,These ads ran without a disclaimer,≤100,1
106962435646467,Feria Inmobiliaria Expo Casa,These ads ran without a disclaimer,≤100,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100,1
2229632783982080,MÁS Consultores,These ads ran without a disclaimer,≤100,1
124189860659195,Astro Conducta,These ads ran without a disclaimer,≤100,1
100159788297853,Tondero Noticias,These ads ran without a disclaimer,≤100,1
110639758966172,EGADE Business School,These ads ran without a disclaimer,≤100,1
117105021304811,Bigggie,These ads ran without a disclaimer,≤100,9
133599124820516,Liderando con Gabriel Antonio Rojas,These ads ran without a disclaimer,≤100,1
110481725071608,Salud y Bienestar en foco,These ads ran without a disclaimer,≤100,1
1897126257190528,Instituto Latinoamericano de Capacitaciones Jurídicas-ILCJ,These ads ran without a disclaimer,≤100,2
109417492119268,Medardo Jiménez,These ads ran without a disclaimer,≤100,1
106170661628518,香港V,These ads ran without a disclaimer,≤100,1
107941432333008,Cdhg-1234,These ads ran without a disclaimer,≤100,1
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
880611255347800,Phoenix TV 鳳凰衛視,These ads ran without a disclaimer,≤100,1
295270284142517,Arte al Día,These ads ran without a disclaimer,≤100,1
107239145112173,Color Me Fun,These ads ran without a disclaimer,≤100,1
118631361198155,Drivepedia Thrills,These ads ran without a disclaimer,≤100,1
495120413892979,History vs. Hollywood,These ads ran without a disclaimer,≤100,1
420107494865559,CARE's The ethical Chef Days,These ads ran without a disclaimer,≤100,1
116603861327799,alex_sa.c,These ads ran without a disclaimer,≤100,1
349791962189803,The Bridesblush Social,These ads ran without a disclaimer,≤100,1
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100,2
552790635089157,The Secular Community,These ads ran without a disclaimer,≤100,1
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,1
