Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,30632,6
103907495935157,צו חירום,צו חירום,6288,23
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,2286,4
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,2279,9
474079052648531,יועז הנדל   Yoaz Hendel,יועז הנדל,1816,4
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,1450,4
122222764525212,הרשות לפיתוח כלכלי של המיעוטים  سلطة التطوير الاقتصادي للاقليات,המשרד לשוויון חברתי,1439,3
401687276639883,רז קינסטליך - ראש עיריית ראשון לציון,רז קינסטליך - ראש עיריית ראשון לציון,1391,1
431367200941854,מיכל שיר - Michal Shir,מיכל שיר - Michal Shir,900,1
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,886,42
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",855,6
100978407934166,תנועה ישראלית,Israeli Movement,834,5
100150135880863,תכלית - המכון למדיניות ישראלית,Tachlith,794,2
551688281583235,יד לוי אשכול - Yad Levi Eshkol,"אסטרטג טכנולוגיות בע""מ",773,4
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,741,15
205264926753225,רוני בלקין Roni Belkin,רוני בלקין,686,9
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",642,18
155300937864628,המרכז להעצמת האזרח,המרכז להעצמת האזרח,621,2
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,612,10
256244498134186,אגף הביטחון - משרד ראש הממשלה,אגף הביטחון - משרד ראש הממשלה,605,1
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,603,7
137449656335533,Amnesty International Israel,Amnesty International Israel,579,19
102668075081968,"Фонд премии ""Генезис""","Фонд премии ""Генезис""",513,4
116311335054069,My Israel | ישראל שלי,My Israel | ישראל שלי,497,9
1122361117925313,התאחדות מעונות היום הפרטיים בישראל,Yaniv Bar Or,492,3
204780362875106,מקור ראשון,מקור ראשון,476,86
655073717925481,קרן ברל כצנלסון,קרן ברל כצנלסון,420,9
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,401,2
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,400,15
1828669360700280,דרך שירה בנקי - shira banki's way,Shira Banki's way,398,9
977353718949028,מיקי זוהר-  Micki Zohar,ח״כ מיקי זוהר  Micki Zohar,392,1
790149967713981,דרכנו,דרכנו,390,9
604890186681585,מור ויצמן,Mor Weitzman,389,1
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,388,5
103624452596775,קידר פינגולד - לראשות המועצה האזורית יואב,יוניק מדיה,380,2
153664638161877,מתן דיל- Matan Dil,מתן דיל,371,1
371986449521679,הקרן למורשת הכותל המערבי,Tal Sanderoni,365,28
102660785992341,צדק צדק תרדוף,Omer Feldman,361,2
108760035823125,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,349,8
198917210119704,שלום עכשיו,שלום עכשיו,349,4
106136394376777,Idan Yakov,Rama Yarimi,330,3
109523830757998,דמוקרטtv,דרכנו,320,8
104222621115858,הביטחוניסטים,הביטחוניסטים,309,5
1619338854980208,יוסי דגן,המועצה האיזורית שומרון,300,1
129851697143493,"עמותת ליל""ך-לחיות ולמות בכבוד",Lilach - The Israeli Society to Live and Die With Dignity,293,1
108787681841168,רישיון נשק בקליק,Michael Michel Levi,284,2
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,279,3
767262423350854,פורום הדיור הציבורי,Danny Gigi,273,2
104016161489936,Israel siton,Israel Siton,272,7
358391697641207,מחוז דרום - לשכת עורכי הדין,מחוז דרום - לשכת עורכי הדין,268,5
100869341561907,תוצרת הארץ • הביטחון הלאומי שלנו,תוצרת הארץ • הביטחון הלאומי שלנו,267,4
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,262,3
168898066479983,עיריית עכו,עיריית עכו,255,3
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,251,1
212508465430143,מען ארגון עובדים  معًا - نقابة عمالية MAAN Workers Association,WAC-MAAN,244,4
500238833397356,ציפי ברנד,ציפי ברנד,243,5
1395918227341473,עיריית חדרה,עיריית חדרה,242,4
104743111658191,Ron Ben Shushan,רון בן שושן,238,1
94258847306,האגודה לזכויות האזרח בישראל,האגודה לזכויות האזרח בישראל,237,4
104015018553973,The Genesis Prize - פרס בראשית,Genesis Prize Foundation,234,3
536794249813012,תומר גלאם - Tomer Glam,עיריית אשקלון,233,2
403470203161681,"קרן רש""י - Rashi Foundation","קרן רש""י לצמצום פערים חברתיים",230,3
370270343005611,ישראל ביתנו,ישראל ביתנו,216,4
161096657252221,שוברים שתיקה,שוברים שתיקה,214,2
172002696179214,דודו קוכמן לראשות המועצה האזורית יואב,דודו קוכמן,211,2
2241550506131359,שמואל בוקסר,שמואל בוקסר,211,4
222479034969365,אדיר נעמן ראש מועצה אזורית שפיר,אדיר נעמן ראש מועצה אזורית שפיר,206,4
877405719007268,מכון ארגמן ללימודים שמרניים,מכון ארגמן,204,24
250947744954005,התנועה הקיבוצית,התנועה הקיבוצית,200,4
319459201991688,א.ב.א - אגוד בתי אבות ודיור מוגן,א.ב.א - אגוד בתי האבות,200,1
723141737847411,ראובן לדיאנסקי,ראובן לדיאנסקי,200,3
823788047675556,Call of War,These ads ran without a disclaimer,197,2
632806616739261,איציק רוכברגר 2023,איציק רוכברגר 2023,186,1
421210797920379,מועצה אזורית בנימין,מועצה אזורית בנימין,186,2
501512673192146,Авигдор Либерман,ישראל ביתנו,186,2
325048350950892,רמי גרינברג,עיריית פתח תקוה,183,5
502582240109636,שומרי הבית,שומרי הבית,183,2
103183301914371,כוח של אמא,Nataly Milner,180,1
172654247853282,Shenhav musanbar,Shenhav Musanbar,180,4
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,170,4
117581211636979,קול רבני לזכויות אדם,שומרי משפט - רבנים למען זכויות אדם,169,1
468634849844348,עיריית אור יהודה,עיריית אור יהודה,154,2
114355804884727,רונן דגמי לראשות המועצה האזורית יואב,digibird,154,3
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,152,32
57400032655,קבלה לעם,"בני ברוך קבלה לעם ע""ר",151,4
2051373538305014,"קרן שח""ף","קרן שח""ף",149,3
914741188600735,עומדים ביחד نقف معًا,עומדים ביחד نقف معًا,149,5
113410581644966,אורית גוטמן,אורית גוטמן,149,16
240626859400146,Gilad Kariv - גלעד קריב,Gilad Kariv - גלעד קריב,148,9
311608178901833,الجمعية الإسلامية لإغاثة الأيتام والمحتاجين,Amjd Hamdan,140,2
158195257562237,מיכאל לייטמן,"בני ברוך קבלה לעם ע""ר",140,4
221429664638160,קדמה,קדמה,140,17
