Page ID,Page name,Disclaimer,Amount spent (TND),Number of ads in Library
392479007911399,قهواجي البرلمان,These ads ran without a disclaimer,≤100,2
625550331152858,فخار يكسر بعضو 4,These ads ran without a disclaimer,≤100,1
150253531687373,أخبار الآن - Akhbar Al Aan,These ads ran without a disclaimer,≤100,1
344647216235147,wajiha jendoubi,These ads ran without a disclaimer,≤100,1
517098898323855,Jeunes Leaders de Tunis - القيادات الشّابّة بتــونس,Jeunes Leaders de Tunis - القيادات الشّابّة بتــونس,≤100,1
1608892529418662,كشف الحقائق  التونسية,These ads ran without a disclaimer,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
153063591397681,Amazon Web Services,These ads ran without a disclaimer,≤100,1
156850176567,المجلة,These ads ran without a disclaimer,≤100,1
101584952237158,Fer Barcelar,These ads ran without a disclaimer,≤100,1
175590267993,Al Majalla,These ads ran without a disclaimer,≤100,1
668701066598159,مجلس حكماء المسلمين,These ads ran without a disclaimer,≤100,1
461895657190529,NHK WORLD-JAPAN,These ads ran without a disclaimer,≤100,1
287842647957979,EU International Partnerships,These ads ran without a disclaimer,≤100,1
103553614349757,Hafryat plus,These ads ran without a disclaimer,≤100,1
427648547297783,Hasan Ismaik - حسن إسميك,These ads ran without a disclaimer,≤100,1
669307523469574,EveryJew,These ads ran without a disclaimer,≤100,8
100979089555293,Jose Bedoya,These ads ran without a disclaimer,≤100,1
148799861816516,Al-Anwar Al-Najafyia Foundation,These ads ran without a disclaimer,≤100,1
198802866938396,Opple Lighting,These ads ran without a disclaimer,≤100,1
111595864923192,Aasi Tahir Siddique,These ads ran without a disclaimer,≤100,1
