Location name,Amount spent (THB)
Amnat Charoen,≤100
Ang Thong,≤100
Ayutthaya,640
Bangkok,11163
Bueng Kan,≤100
Buriram,342
Chachoengsao,237
Chai Nat,≤100
Chaiyaphum,209
Chanthaburi,156
Chiang Mai,571
Chiang Rai,325
Chon Buri,653
Chumphon,324
Kalasin,193
Kamphaeng Phet,158
Kanchanaburi,348
Khon Kaen,661
Krabi,309
Lampang,264
Lamphun,119
Loei,140
Lop Buri,172
Mae Hong Son,≤100
Maha Sarakham,244
Mukdahan,≤100
Nakhon Nayok,≤100
Nakhon Pathom,299
Nakhon Phanom,132
Nakhon Ratchasima,616
Nakhon Sawan,244
Nakhon Si Thammarat,1430
Nan,≤100
Narathiwat,169
Nong Bua Lam Phu,107
Nong Khai,126
Nonthaburi,655
Pathum Thani,714
Pattani,192
Phangnga,149
Phatthalung,376
Phayao,147
Phetchabun,230
Phetchaburi,164
Phichit,207
Phitsanulok,1365
Phrae,117
Phuket,9265
Prachin Buri,148
Prachuap Khiri Khan,434
Ranong,103
Ratchaburi,342
Rayong,265
Roi Et,244
Sa Kaeo,122
Sakon Nakhon,221
Samut Prakan,439
Samut Sakhon,253
Samut Songkhram,≤100
Saraburi,190
Satun,190
Sing Buri,≤100
Sisaket,267
Songkhla,1387
Sukhothai,154
Suphan Buri,325
Surat Thani,3757
Surin,265
Tak,147
Trang,504
Trat,≤100
Ubon Ratchathani,457
Udon Thani,340
Unknown,≤100
Uthai Thani,≤100
Uttaradit,124
Yala Province,179
Yasothon,129
