Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
106021541456343,קארן טל - Karen Tal,קארן טל - Karen Tal,3200,4
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,1976,4
104743111658191,Ron Ben Shushan,רון בן שושן,1227,7
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,1193,12
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,1129,9
106136394376777,Idan Yakov,Rama Yarimi,1115,20
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,983,1
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,972,4
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,957,40
1073548259341247,לובי 99,לובי 99,889,3
311608178901833,الجمعية الإسلامية لإغاثة الأيتام والمحتاجين,Amjd Hamdan,884,9
360579527982726,מחאת הגלימות השחורות,מחאת הגלימות השחורות,867,4
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,805,6
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",799,6
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",782,48
604890186681585,מור ויצמן,Mor Weitzman,663,11
204780362875106,מקור ראשון,מקור ראשון,657,89
325048350950892,רמי גרינברג,עיריית פתח תקוה,612,6
107217383988190,מגזין אפוק,Epoch Magazine,603,4
172654247853282,Shenhav musanbar,Shenhav Musanbar,594,11
558702227875758,רוני רימון,רוני רימון,482,1
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,481,19
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,468,3
1546772755634761,עמותת  מִפרקים צעירים - Mifrakim Tzeirim association,עמותת מפרקים צעירים,445,18
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,437,3
111177802287614,Begin Center | מרכז מורשת מנחם בגין,Begin Center | מרכז מורשת מנחם בגין,435,7
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,416,6
129709433742187,Shalem College - המרכז האקדמי שלם,Shalem College - המרכז האקדמי שלם,410,5
266097474067652,בני גנץ - Benny Gantz,מפלגת כחול לבן,409,2
114355804884727,רונן דגמי לראשות המועצה האזורית יואב,digibird,398,1
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,389,4
103185328887035,דניאל ליזרוביץ',דניאל ליזרוביץ,380,3
1971468032937556,פורום בוחרים בחיים,פורום בוחרים בחיים,371,7
340069009019,ice אייס,ice אייס,352,27
101499376186375,עפרי רביב,עפרי רביב,352,2
371986449521679,הקרן למורשת הכותל המערבי,Tal Sanderoni,343,32
1034509719896684,המכון החרדי למחקרי מדיניות,מכון החרדי למחקרי מדיניות,338,1
203678129669808,Amir Kochavi - אמיר כוכבי,Amir Kochavi - אמיר כוכבי,329,1
503274483198404,לינק Link 20 - התנועה לקידום צעירים עם מוגבלות,לינק Link 20 - התנועה לקידום צעירים עם מוגבלות,327,30
1662907067255622,איגוד הגז הטבעי,Unik,322,4
119995701391029,בית בן-גוריון בתל אביב,בית בן גוריון,321,2
