Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
1468570519872644,Santiago Peña,PRANA SA,8592256,37
532716330164048,Sole Núñez,PautaPY,3697099,10
102963512483270,PyElige,PY Elige,2617956,29
101684376194219,Se Van Paraguay,Solucionet Global,2191161,2
132554373464255,La Nación,La Nación,1209262,16
1222077187832207,Gustavo Leite,Gustavo Alfredo Leite Gusinky,1148600,4
1810962229216340,Fidel Zavala,Laura Lorena Meaurio Paniagua,1062455,18
107104641909575,Rubén Rubin,Rubén Rubin,1034049,4
1964503917155087,Stephan Rasmussen,Stephan Rasmussen Gonzales,942643,5
532716330164048,Sole Núñez,Sole Núñez,870606,37
242118359309178,Ricardo Estigarribia,Ricardo Estigarribia,800073,9
102467002671611,Jorge Heisecke,Jorge Heisecke,795172,12
196406677113756,Rafael Filizzola,Comunicá,767462,7
100959471597014,José Antonio Galeano,José Antonio Galeano,707360,20
114979542421407,Kattya González,Kattya Mabel Gonzalez Villanueva,685149,2
103771265752808,Vysokolán,Stephan Vysokolán,674803,13
647864758888200,Seba Garcia,Sebastian Garcia,671691,31
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,546999,4
1310731702357133,GEN,GEN,516870,3
110447625137045,Pilar Callizo,PautaPY,500017,4
102266292553995,Sucia Política,Diego Ricardo Ramírez,484307,17
105545157610039,Euclides Acevedo,Marco Antonio Martinez Almiron,471484,6
100617802815343,Orlando Penner Senador 2023,Orlando Penner Senador 2023,466619,6
241512319274531,Sixto Pereira,Sixto Pereira,413519,1
1608625919447826,Blanca Ovelar Senadora Nacional,Blanca Ovelar Senadora Nacional,402651,9
113351910838827,Alma Cívica,Alma Cívica,395653,26
326351758062718,Juan Grassi,Juan Domingo Galeano Grassi,394251,1
100188219465134,Senador Derlis Osorio,Derlis Ariel Alejandro Osorio Nunes,382333,8
102123052860574,Giampaolo Ficorilli Diputado,Giampaolo Ficorilli Gomez,360125,9
104848285795590,Ing. Fede Olmedo,Federico Augusto Olmedo Ramírez,358938,16
153958777947957,Paulo Reichardt,Paulo Reichardt,357311,7
1692624097481207,Mujeres GANAR,Mujeres GANAR,353554,89
495567100804506,Tito 2023,Federico Rafael Vergara Aguero,352875,9
