Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
1468570519872644,Santiago Peña,PRANA SA,18270953,9
532716330164048,Sole Núñez,PautaPY,16219419,9
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,13515519,22
153958777947957,Paulo Reichardt,Paulo Reichardt,7047204,18
102266292553995,Sucia Política,Diego Ricardo Ramírez,5188010,30
105796025619350,Tati Giménez Diputado 2023,Tati Giménez Diputado 2023,4489500,20
196599783696918,Efrain Alegre,Comunicá,3788150,141
326351758062718,Juan Grassi,Juan Domingo Galeano Grassi,3443535,3
325540631525675,En La Tecla,En la Tecla,2896698,21
102917519228790,Bruno Defelippe,PautaPY,2490969,15
102963512483270,PyElige,PY Elige,2391914,17
110447625137045,Pilar Callizo,PautaPY,2276036,3
114979542421407,Kattya González,Kattya Mabel Gonzalez Villanueva,2181426,1
107104641909575,Rubén Rubin,Rubén Rubin,1825162,2
1964503917155087,Stephan Rasmussen,Stephan Rasmussen Gonzales,1614772,10
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,1455894,18
113715322041008,Semillas para la Democracia,Publicitaria Nasta,1400289,4
740490032676248,Diego Candia Diputado,politico.com.py,1242904,3
830674423631937,Robert Cano Senador - Lista 9 Opción 11,ASP Marketing,1037251,12
196406677113756,Rafael Filizzola,Comunicá,771791,16
100617802815343,Orlando Penner Senador 2023,Orlando Penner Senador 2023,766835,1
103771265752808,Vysokolán,Stephan Vysokolán,702751,6
1856745507987901,Dr. Guillermo Rodriguez Duré,Douglas Mateus Hendges,682750,6
241512319274531,Sixto Pereira,Sixto Pereira,659173,2
100566575581065,Ramón Montanía,Ramón Montania Fernandez,645257,2
106779001870381,Paulina Villanueva Senadora 2023-2028,Eusebio Villanueva,631507,3
102233525888286,Raulito Benitez Talavera Diputado 2023,Raúl Antonio Benitez Talavera,624917,4
1692624097481207,Mujeres GANAR,Mujeres GANAR,606120,18
106257452820864,Tito Saguier,PautaPY,596632,10
272098156231873,Diario HOY Paraguay,Diario HOY Paraguay,582331,22
532716330164048,Sole Núñez,Sole Núñez,571674,11
161156667809582,Leo Rubin,Leo Rubín,550326,6
103101412549808,Ale De Filippis,Ale De Filippis,545168,4
397931417070426,Tony Apuril,ASP Marketing,509816,3
461660720881072,José Rodríguez,Douglas Mateus Hendges,497062,4
