Location name,Amount spent (THB)
Amnat Charoen,≤100
Ang Thong,≤100
Ayutthaya,125
Bangkok,3581
Bueng Kan,≤100
Buriram,167
Chachoengsao,126
Chai Nat,≤100
Chaiyaphum,135
Chanthaburi,≤100
Chiang Mai,610
Chiang Rai,188
Chon Buri,399
Chumphon,147
Kalasin,107
Kamphaeng Phet,661
Kanchanaburi,161
Khon Kaen,228
Krabi,129
Lampang,101
Lamphun,≤100
Loei,≤100
Lop Buri,≤100
Mae Hong Son,238
Maha Sarakham,133
Mukdahan,≤100
Nakhon Nayok,≤100
Nakhon Pathom,167
Nakhon Phanom,≤100
Nakhon Ratchasima,336
Nakhon Sawan,414
Nakhon Si Thammarat,358
Nan,≤100
Narathiwat,186
Nong Bua Lam Phu,≤100
Nong Khai,≤100
Nonthaburi,276
Pathum Thani,369
Pattani,149
Phangnga,≤100
Phatthalung,144
Phayao,≤100
Phetchabun,102
Phetchaburi,295
Phichit,106
Phitsanulok,854
Phrae,≤100
Phuket,222
Prachin Buri,223
Prachuap Khiri Khan,115
Ranong,≤100
Ratchaburi,150
Rayong,155
Roi Et,156
Sa Kaeo,≤100
Sakon Nakhon,141
Samut Prakan,141
Samut Sakhon,147
Samut Songkhram,≤100
Saraburi,≤100
Satun,≤100
Sing Buri,≤100
Sisaket,156
Songkhla,2085
Sukhothai,161
Suphan Buri,105
Surat Thani,331
Surin,167
Tak,130
Trang,156
Trat,≤100
Ubon Ratchathani,246
Udon Thani,187
Unknown,≤100
Uthai Thani,≤100
Uttaradit,≤100
Yala Province,107
Yasothon,≤100
