Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
474079052648531,יועז הנדל   Yoaz Hendel,יועז הנדל,1347,2
242112116687805,Shalom Daskal שלום דסקל,Shalom Daskal,1259,2
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,1217,3
325048350950892,רמי גרינברג,עיריית פתח תקוה,1211,10
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,1155,20
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,1000,15
103907495935157,צו חירום,צו חירום,965,15
102548956115520,תקומה 23 - להיות עם יהודי בארצינו,תורת לחימה,924,2
205264926753225,רוני בלקין Roni Belkin,רוני בלקין,907,7
205544429526773,תג מאיר: אור במקום טרור,תג מאיר: אור במקום טרור,602,6
468634849844348,עיריית אור יהודה,עיריית אור יהודה,601,6
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",580,5
204780362875106,מקור ראשון,מקור ראשון,579,75
116311335054069,My Israel | ישראל שלי,My Israel | ישראל שלי,570,8
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,557,2
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,556,1
431367200941854,מיכל שיר - Michal Shir,מיכל שיר - Michal Shir,519,1
103105742291121,ארנון בר-דוד  יו״ר ההסתדרות הכללית החדשה,עוגנים,508,2
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,501,2
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",501,4
113065595006048,ענת כינורי לראשות העיר חולון 2023,ענת כנורי,464,35
106136394376777,Idan Yakov,Rama Yarimi,457,4
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,435,2
604890186681585,מור ויצמן,Mor Weitzman,406,1
1534982756793690,Foodvisor,These ads ran without a disclaimer,402,5
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,388,48
426502237384307,מפלגת יש עתיד,מפלגת יש עתיד,379,1
194028917292599,פסקדין - אתר המשפט הישראלי,Shay Azulay,350,1
