Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
101481752980291,Derecho al Futuro,Derecho al Futuro,3813562,43
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,1103053,50
110079031997390,Con Larreta,Con Larreta,891629,186
2339859699626643,Hacemos Unidos por Córdoba,Hacemos Unidos por Córdoba,709905,29
110568602036048,Córdoba La Número 1,Córdoba La Número 1,645375,53
100151736415392,Cordobalanumerouno,Cordoba la número uno,528272,22
574327593014136,Encuestas Funs,Encuestas Funs,405362,9
105713179194959,Martín Llaryora 2023,Hacemos Unidos por Córdoba,331611,25
113902874399198,La Provincia Hoy,La Provincia Hoy,278455,51
132275286851048,Luis Alfredo Juez,Juntos por el Cambio,253847,70
105925915008935,Frente Cambia Jujuy,Frente Cambia Jujuy,250579,2
148539931942743,Rodrigo de Loredo,Juntos por el Cambio,215098,28
108662685562965,La Ciudad Necesita Orden,La Ciudad Necesita Orden,209274,130
525334380868858,Martín Lousteau,Fundación Lebensohn,153763,24
119701434467367,La Fuerza de Rosario,La Fuerza de Rosario,145075,10
138406616275954,Marcelo Orrego,Producción y Trabajo,141162,2
622853724492420,Federico Otermín,Frente de Todos Lomas,128128,3
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,127752,49
113686738612,Gobierno de la Ciudad de Buenos Aires,Gobierno de la Ciudad de Buenos Aires,121129,19
369199359904207,Municipalidad de Tres de Febrero,Municipalidad de Tres de Febrero,119922,68
174545086044880,Gobierno de Santa Fe,Brote AD S.A.,101532,19
100975902971250,La Libertad Avanza en San Juan,La Libertad Avanza en San Juan,79875,3
110890318187982,Escucharte Santa Fe,Escucharte Santa Fe,78549,68
233792609964941,Municipio de Esteban Echeverría,Municipio de Esteban Echeverría,76129,7
465558466800210,Maxi Pullaro,Juntos por el Cambio Evolución,73805,25
103727899337186,Argentina Dice,Argentina dice,65384,18
605540860101596,Diario Criollo,Diario Criollo,63678,22
253898394637965,Luciana Echevarría,MST Movimiento Socialista de los Trabajadores,62573,9
947520791967929,Claudio Poggi,Claudio Poggi,61316,20
442074085928723,Raúl Jalil,Raúl Jalil,58064,16
1653293061570409,Federico Alesandri,Federico Alesandri,57851,18
101089933000633,Es con Rossi,Es con Rossi,56420,17
110806461830762,El Sol Web,El Sol Web,56112,18
1915928008689451,Eli Cuesta,Eli Cuesta,54553,57
141882839166950,Tres Lineas,Tres Lineas,53975,19
1605796496319696,Mariano Granato,Más para Santa Fe,53317,2
112090455034177,El Portavoz Oficial,El Portavoz,51486,21
1025286324218044,CPC Mons Pablo Cabrera MuniCba,municipalidad de córdoba,51330,4
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,47847,38
147255748694051,Fernando Espinoza,Municipio de La Matanza,47493,34
363825283650115,Vicente López,Vicente López,45436,3
102534516011045,La Gloria Noticias,La Gloria Noticias,44576,17
1383679141758544,Total República,Total República,43909,16
131381938371647,Corta La Bocha Noticias,Corta La Bocha,42860,16
661820123919190,Gaston Hissa,Gaston Hissa,40920,48
111669735076988,Hora Cero,Hora Cero Noticias,39990,17
106238024913688,Agustina Serrano Gómez,Agustina Serrano Gómez,39732,17
103088924366000,Noticias d,Noticias d,38374,112
796480967084066,Cele Fierro,MST Movimiento Socialista de los Trabajadores,37250,9
572672609527991,Ramiro Fernández Patri,Ramiro Fernández Patri,35575,50
106560742263098,Noticias El Portal,Noticias El Portal,35060,16
233734300112003,Juan Monteverde,Ciudad Futura,34580,19
104733589113258,La Gaceta Nacional,La Gaceta Nacional,34317,12
107919011974055,Hoy Sur,Hoy Sur,33835,16
544986472243896,Data Diario,Data Diario,31942,7
102007812840437,Jóvenes con Wado,Jóvenes con Wado,30759,7
134952823851842,CPC Colón MuniCba,municipalidad de córdoba,30624,2
188988467785959,José Cano,José Cano,30536,4
65695624363,Rubén Giustiniani,Igualdad y Participación,30491,6
231169830377923,Gabriel Solano,Frente de Izquierda,30244,7
113138195384719,Nestor Grindetti,Nestor Grindetti,29435,16
564830380326427,Juan Carlos Polini,Polini,29279,32
113395874909201,Punto Noticias,Punto Noticias Web,29006,11
604770309648894,José Lepere,José Lepere,28931,4
499141756879767,Federico Achával,Federico Achával,28789,3
628498977777284,El Continental,Periodico El Continental,28783,10
746367662125053,Damian Contreras,Damian Contreras,28410,8
107590944370114,Voz de Santa Fe,www.vozdesantafe.com.ar,28108,10
1523276221296810,Polo Obrero,Polo Obrero,27912,9
409843162468188,Inés Brizuela y Doria,Inés Brizuela y Doria,27854,6
116075388079517,La Libertad Avanza Chaco,La Libertad Avanza Chaco,26746,30
385958661832297,CPC Villa El Libertador Municba,municipalidad de córdoba,26567,2
102289782502796,Prensa Digital,Prensa Digital,26289,10
113966001646171,Juan Pablo Poletti,Asociación Civil Crecer Santa Fe,25802,28
107756622140473,El Litoral Web,El Litoral Web,25503,9
111600998225620,Noticias Zero,Noticias Zero,24892,10
108679841853325,Contame Más,Contame Más,24717,12
259111760849274,Federico Angelini,Juntos por el Cambio,24684,10
103948405867129,El Confidencial Noticias,El Confidencial Noticias,24138,10
20906273675,Greenpeace Argentina,Greenpeace Argentina,23407,7
100513966017836,Noticias del Sur,Noticias del Sur,22682,10
406037676834793,Gaceta Bonaerense,Gaceta,22605,3
1567551246808899,Laura Vilches,Frente de Izquierda,22532,6
123120957430866,Cuarto Oscuro Santa Fe,Cuarto Oscuro Santa Fé,22305,6
587405287971230,Mariano Cascallares,Partido Justicialista Almirante Brown,21845,12
113898744658728,El Progreso Web,El Progreso,21842,10
102191259342345,Pablo Cornet,Juntos por Va,21738,6
103086469455193,Gustavo puede,Gustavo Puede,21443,21
102201116202672,Federico Lifschitz,Federico Lifschitz,21242,10
730231177082132,"Enrique  ""Quique""  Ramirez",PRO Formosa,21098,16
811490865528770,Guillermo Viñuales,Guillermo Viñuales,21004,8
112595328432641,Wado 2023,Jóvenes con Wado,20852,5
105716442346264,Conurnarnia,Conurnarnia,20652,6
111491151231777,Maxi Bagilet,Maxi Bagilet,20219,3
185922194792026,Myriam Bregman,Frente de Izquierda,19300,3
102810666178100,Coco Bascolo,Reconquista PUEDE,19163,2
102187456039094,Enterate Ya,Enterate Ya!,19155,10
171330806277312,Diego Santilli,Instituto República,19086,21
391359140978849,Carolina Losada,Carolina Losada,18838,1
90148244993,Patricia Bullrich,Pro Nacional,18732,2
1567154286880194,Marcelo Albaca,Marcelo Albaca,18350,26
111064391804839,Argentina Productiva,Argentina Productiva,18302,7
874088589419687,Sensación Derqui,Pilar quiere saber,18289,6
103846469204203,La Ola Noticias,La Ola Noticias,18236,7
405968363074387,Marco Julio Puricelli,Ideas y Vision,18028,10
149721655226597,Oscar Cachi Martinez,Oscar Martínez,17963,2
622264851251322,José María Canelada,José María Canelada,17893,4
272338312973462,Santiago López Medrano,Santiago López Medrano,17850,46
112712841820696,Tigre Quiere Más,Tigre Quiere Mas,17748,4
316538378371170,Chaco Gobierno de Todos,Chaco Gobierno de Todos,17741,15
1643745862377667,Del Viso me importa,Pilar quiere saber,17714,6
362315123823816,Municipalidad de San Miguel de Tucumán,Municipalidad de SM de Tucumán,17374,3
685877428466477,Sensación Pilar,Sensacion Pilar,17242,6
100634213060427,Levantados,Somos Los Levantados,17088,3
1183174355033526,Municipalidad de La Plata,Municipalidad de La Plata,16704,3
610065179346397,NotiBaires,Comunicarg,16483,3
373191063238201,Juntos Somos Monte Buey,Juntos Somos Monte Buey,16222,51
862393870465260,Fabian Martin,Fabian Martin Intendente,15878,4
1438488546445746,CPC Argüello MuniCba,municipalidad de córdoba,15840,2
113648051656225,Mirey Zeidan,Una Nueva Época,15829,32
109104915512477,Argentina tiene con qué,Argentina tiene con qué,15570,1
283646341668240,Noticias Urbanas,Noticias Urbanas,15327,1
134996507172069,Hernan Amat,Hernan Amat,15221,13
819240928422696,César Treffinger,Cesar Treffinger,15095,6
110039918575012,Noticias Express,Noticias Express,14696,4
114239328244220,Carlos Paz Unido,Carlos Paz Unido,14604,18
106683794885574,Andrés Petrillo,Andres Petrillo,14502,4
141231856052932,Evert Van Tooren,Evert Van Tooren,14094,32
107796462136638,La República Noticias,La República Noticias,14008,6
109605057509154,Florencia Arietto,Florencia Arietto,13974,3
106611964758390,Santiago Pérez Pons,Frente Chaqueño,13904,11
283902485416912,Frente de la Victoria - Formosa,Partido Justicialista de Formosa,13690,4
642640119188893,Gonzalo Quilodran,Representar Salta,13570,3
111017727886118,Chuchi Molina,Chuchi Adriana Molina,13509,6
667822093382624,Tiago Puente,Tiago Puente,13175,1
129744574185800,Julián Amendolaggine,Julián Amendolaggine,13104,7
327454924058033,Mariano Campero,Mariano Campero,12927,9
152807648879496,Lagomarsino de pie,Informate Pilar,12888,6
103740369249125,El Provinciano,El Provinciano,12586,5
107201495623552,Todos Unidos por Toledo,Todos Unidos por Toledo,12263,14
61576326370,Jorge R Boasso,Jorge R Boasso,12263,3
112304404582741,Oscar Sagás,Chic Contenidos,12263,8
948157968531032,Walter Klix,Walter Klix,12263,3
112304404582741,Oscar Sagás,Oscar Sagás,12263,4
103001612640207,Todos Somos Arroyito,Todos Somos Arroyito,12263,7
