Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,18154,9
126567104406,Hyresgästföreningen,Hyresgästföreningen,15676,112
109886133732943,RESCUE - Sverige,RESCUE - Sverige,10336,2
608975645850217,Vattenfall,Vattenfall Sverige,9906,42
162985227114132,Skellefteå Kraft,Skellefteå Kraft,8448,7
382243262003,Plan International Sverige,Plan International Sverige,8187,10
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),7749,29
19746853632,Djurens Rätt,Djurens Rätt,6804,12
59324455950,UNICEF Sverige,UNICEF Sverige,6567,9
95735961890,Greenpeace Sverige,Greenpeace Sverige,6396,105
643137272398136,Sverige för UNHCR,Sverige för UNHCR,5551,17
369582590803,Dagens ETC,ETC-tidningarna,5442,13
111630258867610,Röda Korset,Röda Korset,5393,8
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,5391,62
101341883359561,Matsmart Sverige,Matsmart,5119,18
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,5027,30
72659261793,Rädda Barnen,Rädda Barnen,4319,42
115212521895994,Vattenfall Eldistribution AB,Vattenfall Eldistribution AB,3585,6
186513678039755,Fortum,Fortum Sverige,3380,33
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,3170,28
314872662206,Ekonomifakta,Ekonomifakta,2635,19
161213770567846,Operation Smile Sverige,Operation Smile Sverige,2335,6
356032977210,Vi-skogen,Vi-skogen,1645,10
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,1610,27
42676805259,Diakonia,Diakonia,1469,6
273053169937029,ClimateHero,ClimateHero,1248,9
123739584343055,Social Media Rekrytering,Social Media Rekrytering,1193,6
212604496324,Fackförbundet ST,Fackförbundet ST,1135,58
111699453757094,Soft Towel Games,These ads ran without a disclaimer,1070,2
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,1053,4
313671265509,Tankesmedjan Tiden,Tankesmedjan Tiden,1051,5
109969847586061,Morgon-Tidningen,AIP Media,1024,2
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,986,1
379686162129542,Svea Bank,Svea Ekonomi,816,5
207890945895422,Jordens Vänner / Friends of the Earth Sweden,Jordens Vänner,800,5
513084415387217,Motalamoderaterna,Moderata Samlingspartiet,777,1
239855722130,Nyhetsmagasinet Fokus,Fokus,743,11
312084019369,Dagens Medicin,Dagens Medicin,731,2
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,682,27
253510692370,Arbetaren,Arbetaren,679,2
106579105171694,ETC nyhetsmagasin,ETC Media AB,639,1
112225970344,Räddningsmissionen,Räddningsmissionen,624,20
1531320107133721,Syre,Dagens O2 AB,608,4
899603916845362,JAG Personlig assistans,JAG Personlig assistans,577,1
103296115466644,Skattenytta,Kommissionen för Skattenytta,572,3
328754490337,Vårdförbundet,Vårdförbundet,557,36
1545369075688158,Brottsofferjouren Sverige,Brottsofferjouren Sverige,555,16
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,527,19
107081822705414,Småföretagarnas Riksförbund,Småföretagarnas Riksförbund,508,1
91217182731,Nordiska museet,Nordiska museet,500,12
152085291138,Aktuellt i Politiken,Aktuellt i Politiken,463,3
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,457,11
45101268520,SSU,SSU,429,7
153386171353294,LRF Västra Sverige,LRF Västra Sverige,400,1
208751565805849,Stiftelsen Expo,Stiftelsen Expo,395,4
506685746198996,DebattNytt,Bror Carl Jakobsson,392,2
237287320360804,Omtanke.today,Jenny Fors,383,6
270417619700700,Snb:s Skribentskola,Svenska Nyhetsbyrån,374,2
166406746310,Resumé,Resumé,372,1
314283591054,Byggnads,Byggnads,365,2
539297539496434,Dagens Samhälle,Dagens Samhälle,357,1
173745622660246,Bring Sverige,Bring Sverige,333,1
223302541061447,Nema Problema,Nema Problema,319,2
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,316,1
153270724787,Amnesty International Sverige,Amnesty International Sverige,310,2
163305633746125,Karneval förlag,Holviks,302,1
104150768465045,Med Israel för fred - MIFF Sverige,Med Israel for fred-Sverige,298,2
175843834306,WaterAid Sverige,WaterAid Sverige,297,8
382066395683576,Dustin,Dustin,287,1
108603445828840,Miljöpartiet de gröna i Linköping,Miljöpartiet i Linköping,278,2
163820136238,LO Sverige,Landsorganisationen i Sverige,274,1
109344797318593,Vi Som Bygger Landet,Vi som bygger landet,265,3
440459709390224,Hitachi Energy,KSMG,262,2
116625915833782,DailySweden,Mased Media News AB,261,5
197762513603868,MÄN,MÄN,239,3
100323819247251,Désirée Pethrus,Kristdemokraterna Stockholm,238,1
237146235237,Timbro,Tankesmedjan Timbro,232,3
100523520034965,Region Uppsala,KSMG,231,1
37267060518,Världens Barn,Världens Barn,226,1
301055809910083,Luleå Energi,Luleå Energi,224,4
408171019221426,Slöseriombudsmannen,Skattebetalarnas Förening,212,5
120216874723147,Svenskt Sigill,Svenskt Sigill,206,15
111564248245329,Rimliga villkor,Tove Anna Dagerman,204,1
399044617221,Läraren,Lärarnas tidning,198,3
329452290816078,Tidningen Market,Tidningen Market,195,1
1544485135838767,Svenskt Näringsliv Mellansverige,Svenskt Näringsliv Mellansverige,174,9
302201957541,Medelhavsmuseet,Världskulturmuseerna,171,1
303557933102892,Rädda Regnskog,Pella Thiel,170,32
178264915554076,Danske Bank Sverige,Danske Bank Sverige,168,2
592229251236244,SEM AB,SEM AB,162,1
111842515680597,Hyresgästföreningen Norrland,Hyresgästföreningen,161,18
129016447116122,Aktuell Hållbarhet,Aktuell Hållbarhet,155,1
107688494708255,Humaniti,These ads ran without a disclaimer,145,5
107564757366547,Lösningar för Offentlig Sektor,Nordic Live Expo AB,143,1
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,143,8
127215940682242,Studiefrämjandet Sörmland,Studiefrämjandet Sörmland,143,1
106369868876618,e-Hälsa + MVTe,Nordic Live Expo AB,140,1
103945879157509,Nordea Fonder,Nordea Funds AB,139,2
450481758311196,Moderaterna i Solna,Moderaterna i Solna,135,1
340169928419,Hotell- och restaurangfacket,Hotell- och restaurangfacket,134,1
342952129133948,Kultur i Malmö,Kultur i Malmö,132,1
231632277255213,Jobba Grönt,Lantbrukarnas Riksförbund,130,1
349041299054769,Kungl. Vetenskapsakademien,Kungl. Vetenskapsakademien,129,1
347852331958080,En Företagares Vardag,En Företagares Vardag Sverige AB,126,3
127757523931098,Emrahus AB,Emrahus AB,123,2
271560012882635,Svenskt Näringsliv Västra Götaland,Svenskt Näringsliv Västra Götaland,120,5
1495636290691848,Vänsterpartiet Stockholms stad,Vänsterpartiet Stockholm stad,116,2
113710601984970,Barnfonden,Barnfonden,116,1
124892400864698,Företagarna,Företagarna,116,1
133148933394485,Socialdemokraterna i Malmö,Socialdemokraterna i Malmö,115,2
363065787024,Norrköpings Tidningar,Norrköpings Tidningar,114,2
80903681019,Corren,Östgöta Correspondenten,114,2
105847354209034,Protect the Forest - Sweden,Skydda Skogen,114,1
107411260903386,Emyze. All in for less.,These ads ran without a disclaimer,111,3
1754723951480332,Luleå Hamn,Luleå hamn,103,1
217391588404948,Katalys,Katalys,103,1
110605492300,RFSL,RFSL,103,1
100253435575183,EPHI - Environment and Public Health Institute,Environment and Public Health Institute,103,1
206935943389099,Sexuell och reproduktiv hälsa och rättigheter bland migranter i Sverige,Mazen Baroudi,101,2
127063960674693,Svenska Freds- och Skiljedomsföreningen,Svenska Freds- och Skiljedomsföreningen,≤100,4
304929002856002,Miljöpartiet de gröna i Järfälla,Miljöpartiet de gröna i Järfälla,≤100,1
390479295816,Socialdemokraterna i Jönköpings län,Socialdemokraterna i Jönköpings län,≤100,2
273402369438867,By Billgren,By Billgren AB,≤100,2
624844364247833,Svenskt Näringsliv Värmland,Svenskt Näringsliv Värmland,≤100,4
970101589721702,Josefin Malmqvist,Malmqvist Amanda Josefin Theresia,≤100,2
368972829945550,AP7 Statens premiepensionsfonder,AP7,≤100,3
100941935326134,RekonstruktionsGruppen,Rekonstruktionsgruppen Sverige AB,≤100,1
101093151787525,Projekt Malmporten,Luleå Hamn,≤100,1
912984312161760,VoB Syd,Vob Syd Malmö,≤100,2
221023000792,Akademikerförbundet SSR,Akademikerförbundet SSR,≤100,11
590736644344351,Svenskt Näringsliv Jönköpings län,Svenskt Näringsliv,≤100,3
169151353117822,Folkuniversitetet Göteborg,Folkuniversitetet Göteborg,≤100,1
167036616661188,Sverigedemokraterna Malmö,Sverigedemokraterna Malmö,≤100,1
