Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,4580,19
102931488739,Platforma Obywatelska,Platforma Obywatelska,3681,39
100947022065093,Okresowa Koalicja,Okresowa Koalicja,2680,9
314299585704,PAT&RUB,Ecoidea Sp z oo Sp.k.,1491,2
57544755889,Amnesty International Polska,Amnesty International Polska,1418,26
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1345,37
228168274881,wysokieobcasy,wysokieobcasy,1337,27
339855706171439,Dobra Fabryka,Dobra Fabryka,1165,10
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,1126,192
178362315106,European Parliament,European Parliament,1082,12
178415208919146,Suwerenna Polska,Solidarna Polska,1024,20
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,1017,32
107750507339408,Bart Staszewski,Fundacja Basta,888,2
100313914886624,Uniwersytet Młodzieżowy,These ads ran without a disclaimer,726,1
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,609,3
32104614789,Greenpeace Polska,Greenpeace Polska,604,1
1227194230675141,Pratia,Pratia SA,536,17
513969188677442,Compassion Polska,Compassion Polska,513,10
353030510177,Centrum Nauki Kopernik,Centrum Nauki Kopernik,483,45
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,468,8
205945942802470,Polska Agencja Rozwoju Przedsiębiorczości,Polska Agencja Rozwoju Przedsiębiorczości,458,5
104623181081757,Budżet Obywatelski Mazowsza,Urząd Marszałkowski Województwa Mazowieckiego,400,25
490207317852864,Obserwatorium Polityki Miejskiej IRMiR,Instytut Rozwoju Miast i Regionów,358,2
108301418501661,Odszkodowania Za Represje 1944-1989,Odszkodowania Za Represje 1944-1989,351,3
578864425792499,Ośrodek Monitorowania Antypolonizmu,Fundacja Ośrodek Monitorowania Antypolonizmu,347,3
1683534065241470,OKO.press,OKO.press,337,21
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,334,13
105745031598028,Campus Polska Przyszłości,Fundacja Campus Polska Przyszłości,327,5
385532321805330,Pomorskie,Pomorskie,320,9
195947557131612,Fundacja Avalon,Fundacja Avalon,294,8
182038191908977,Ministerstwo Cyfryzacji,Kancelaria Prezesa Rady Ministrów,288,7
475584852475176,Pozytron,POZYTRON Radiologia Medyczna,277,6
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,274,3
292640324174614,Hellozdrowie.pl,Redakcja Hello Zdrowie,264,5
105636040979969,Polska 2050,Polska 2050 Szymona Hołowni,260,10
405326618416,Parlament Europejski - Biuro w Polsce,Parlament Europejski - Biuro w Polsce,258,2
292514454554454,Cartrack Polska,Cartrack Polska,257,2
557305027641691,Prof. Ryszard Legutko,European Parliament ECR Group,252,1
376660699164364,Rafał Komarewicz - Przewodniczący Rady Miasta Krakowa,Rafał Komarewicz,233,10
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,224,7
648495745485275,Adrian Witczak - radny Tomaszowa Mazowieckiego,Adrian Witczak - radny Tomaszowa Mazowieckiego,221,3
349783468716743,Włodzimierz Tomaszewski Minister ds. Samorządu Terytorialnego Poseł na Sejm,Włodzimierz Tomaszewski Minister ds. Samorządu Terytorialnego Poseł na Sejm,219,1
940058816041174,Federacja Przedsiębiorców Polskich,Federacja Przedsiębiorców Polskich,212,5
662892093824152,Fundacja Małych Stópek,Fundacja Małych Stópek,203,2
163488137165461,E.ON Polska,E.ON Polska,201,13
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,200,22
971833706177522,Kraków dla Mieszkańców,Kraków dla Mieszkańców,196,6
252707301407911,Ministerstwo Rolnictwa i Rozwoju Wsi,Ministerstwo Rolnictwa i Rozwoju Wsi,189,1
391098174296294,Super Express,se.pl,187,8
100569026183717,W Obronie Zdrowia,W Obronie Zdrowia,180,7
1436380093288077,Park Dzieje,Stowarzyszenie Dzieje,165,8
202473923251760,Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku,Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku,164,8
100302862419697,"Wielkopolska, tej",UMWW,163,16
