Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
101875098313543,Andel,Andel,10980,9
65929129383,Røde Kors,Røde Kors,10514,67
12860228293,Politiken,Politiken,8215,49
1595135787365287,Dansk Retursystem,Dansk Retursystem,6475,3
59143726810,Psykiatrifonden,Psykiatrifonden,5551,4
26458152911,SOS Børnebyerne,SOS Børnebyerne,5240,23
22030968736,Anima,Anima,4817,3
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,3954,31
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,3952,33
399210657232918,PlanBørnefonden,PlanBørnefonden,3572,11
116269191760882,DSB,DSB,3269,6
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,2884,15
72672361910,Børns Vilkår,Børns Vilkår,2848,11
63691965101,UNICEF Danmark,UNICEF Danmark,2728,23
55365680705,Greenpeace Danmark,Greenpeace Danmark,2703,77
144965885963,Oxfam Danmark,Oxfam Danmark,2401,16
12787473132,Berlingske,Berlingske,2291,21
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,1999,66
67571270393,Red Barnet,Red Barnet,1946,11
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,1807,15
167891603415958,Lederne,These ads ran without a disclaimer,1785,3
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1709,19
1270634403002717,Danish Crown,Danish Crown,1498,1
108041771950114,Danmarksdemokraterne,Danmarksdemokraterne,1450,7
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,1348,5
250994288337708,Sex og Samfund,Sex og Samfund,1297,4
41459763029,Socialdemokratiet,Socialdemokratiet,1165,12
520449347983427,Dansk Folkeparti,Dansk Folkeparti,1087,5
867877683280051,Weekendavisen,Weekendavisen,1014,18
304554445813,Videncentret Bolius,Videncentret Bolius,999,12
21465928829,"Venstre, Danmarks Liberale Parti","Venstre, Danmarks Liberale Parti",996,9
133707013355759,Danner,Danner,927,1
87468072466,Copenhagen Pride,Copenhagen Pride,922,1
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,829,23
437410226312057,Københavns Kommune,Københavns Kommune,825,8
102154048301476,Lederstof.dk,Lederne,805,21
126543540781090,Ældre Sagen,Ældre Sagen,718,28
145392175531068,JydskeVestkysten,JydskeVestkysten,682,3
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,662,2
304554445813,Videncentret Bolius,Bolius,658,3
20303574131,Nationalmuseet,Nationalmuseet,634,8
748887235210811,Obton Forvaltning A/S,Obton A/S,627,7
104414898912918,GOTO Sønderborg,GOTO Sønderborg,617,2
144098125661833,Nordea Invest,Nordea Invest,536,6
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,531,4
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,487,2
36664432940,Amnesty International Danmark,Amnesty International Danmark,484,20
105511328705392,HØRT,Børns Vilkår,470,5
106242252762376,Fyens.dk,Fyens Stiftstidende,457,2
287306323369,Børnecancerfonden,Børnecancerfonden,441,2
246977185497434,Plastic Change,Plastic Change,428,13
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,407,20
427213910721659,Dansk Blindesamfund,Dansk Blindesamfund,390,5
305932686202047,Caritas Danmark,Caritas Danmark,367,3
1704424023182897,Politiken Historie,Politiken Historie,328,15
239624940212,HK Kommunal,HK Kommunal,311,2
1684646181850363,TjekDet,TjekDet,308,1
167891603415958,Lederne,Lederne,291,5
852608988134698,Tikko,Tikko,288,10
99632942471,Læger uden Grænser (MSF),These ads ran without a disclaimer,259,4
356520931077196,Europabevægelsen,Europabevægelsen,235,6
688468971281969,Varde Kommune,Varde Kommune,225,1
1405355586351630,Carlsbergfondet,Carlsbergfondet,217,4
376442055780548,"Søren Søndergaard, formand for Landbrug & Fødevarer",Landbrug & Fødevarer,202,2
100423681446198,Virksomhedsguiden,Erhvervsstyrelsen,200,8
341299649231023,Zetland,Zetland,198,7
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,193,2
102514162425194,Frederik Vad,Frederik Vad,191,1
246097715413231,Alkohol & Samfund,Alkohol & Samfund,190,7
141343589252160,Dansk Industri - DI,Dansk Industri,186,1
1490942887821993,Vores Odense,Fyens Stiftstidende,183,1
314676938743,DM din akademiske fagforening,DM,182,10
264009771074617,Niels Fuglsang,Niels Fuglsang,180,12
107305428114846,Anja Rosengreen,Anja Rosengreen,175,1
129571837128339,Hou Havnefest,These ads ran without a disclaimer,155,1
359674067377201,BUPL,BUPL,155,1
657491824390744,Spring Copenhagen,Spring Copenhagen,146,10
676061179094769,Alternativet,Alternativet,141,1
369336273158091,Land of Hope,Land of Hope,132,8
591683257511399,Sprøjtefri - Nej til sprøjtegifte i haven,VPU - Vandværkerne i Aarhus,131,3
167887506877,AIDS-Fondet,AIDS-Fondet,130,1
109440254274204,Sara Darling Jørgensen,SF,112,2
494902077334290,Tuborgfondet,Tuborgfondet,112,4
159933657497144,Lars Møller Pedersen,Lars Møller Pedersen,102,1
108406658472664,Klimakampen,Klimakampen ApS,102,3
253132104886911,Kvisten,Kvisten,≤100,2
167412043730,Venstres Ungdom - VU,Venstres Ungdom - VU,≤100,1
129940943738051,Odense ser Rødt,Odense ser Rødt,≤100,3
103170447987623,Rosa Lykke Yde - SF,SF Randers,≤100,1
158166490894208,Gladsaxe Kommune,Gladsaxe Kommune,≤100,1
138978072648,Dansk Vegetarisk Forening - DVF,Dansk Vegetarisk Forening - DVF,≤100,1
103300074665238,Foreningen Atomkraft Ja Tak,Foreningen Atomkraft Ja Tak,≤100,1
367522986719919,Gastech-Energi,Gastech-Energi A/S,≤100,3
110953988146557,Mads Samsing,HK Danmark,≤100,1
74796954245,SF,SF,≤100,2
142641498926,Fairtrade-mærket Danmark,Fairtrade Danmark,≤100,8
100263786205970,Job i Altiden,Altiden Ekko,≤100,4
217135424459,Karen Blixen Museum,Karen Blixen Museum,≤100,4
171216016234176,Muskelsvindfonden - Plads til forskelle,Muskelsvindfonden - Plads til forskelle,≤100,2
257730662802548,Mission10forty,Mission10forty.org,≤100,6
102947795006980,Fødevareministeriet,Fødevareministeriet,≤100,1
808135809280401,historiskerejser.dk,Historiske Rejser ApS,≤100,2
182121298931589,Odense Kommune,Odense Kommune,≤100,1
154415494575789,IDA,IDA,≤100,2
101882448673,Dezeen,These ads ran without a disclaimer,≤100,1
220884988385840,Magnus Von Dreiager,Magnus Von Dreiager,≤100,3
1471913586453233,Organdonation - ja tak,Organdonation - ja tak,≤100,1
106355174776321,Christian Budde,Christian Budde,≤100,1
110721302396563,Agri Nord,Agri Nord,≤100,1
1246666085407861,Karsten Hønge,SF,≤100,1
880444655649267,Rasmus Steenberger,Rasmus Steenberger,≤100,1
154061294635079,Socialdemokratiet i København - SIK,Socialdemokratiet i København,≤100,1
146956228206,Red Barnet Ungdom,Red Barnet Ungdom,≤100,1
390925417751473,Erling Bonnesen,Erling Bonnesen,≤100,1
101286428483346,Annette Blynel,SF - Socialistisk Folkeparti,≤100,2
339042332802538,Frederiksberg Forsyning,Frederiksberg Forsyning,≤100,2
297422283612612,TotalEnergies,TotalEnergies,≤100,2
340621956038178,Henrik Sørensen - Det Konservative Folkeparti,Henrik Sørensen - Det Konservative Folkeparti,≤100,1
409736815797956,Konservative Rebild,Konservative Rebild,≤100,1
186645960378,Danwatch,Danwatch,≤100,2
314301147507,Astma-Allergi Danmark,Astma-Allergi Danmark,≤100,2
107898832590939,European Commission,European Commission,≤100,1
227357657280228,Børnehjælpsdagen,Fonden Børnehjælpsdagen af 6. maj 1904,≤100,2
12390252419,Region Nordjylland,Region Nordjylland,≤100,1
192783424152018,Socialistisk Information,Socialistisk Information,≤100,2
107321098977584,Elisa Rimpler,BUPL,≤100,1
336333896418452,Assens Kommune,Assens Kommune,≤100,3
612365422186892,Rebild Kommune,Rebild Kommune,≤100,1
