Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
108819392526809,Partido Acción Nacional,Partido Acción Nacional,100253,8
133059550071850,Gobierno de Guadalajara,Gobierno de Guadalajara,43321,72
273305282567,Gobierno de Jalisco,Gobierno de Jalisco,33397,27
521467487899876,SADER Jalisco,Gobierno de Jalisco,32554,31
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,24192,10
112882117843391,Morena Estado de México,morenaedomex.si,17398,30
449095701815347,Salvador Zamora,Salvador Zamora,16943,9
178625645626125,Movimiento Ciudadano Nuevo León,Movimiento Ciudadano NL,15871,25
923633637651202,Morena Sí,Morena Sí,13419,63
104680124489636,Demoscopia Digital,Demoscopia Digital,11426,146
110649732291877,Secretaría de Desarrollo Económico Sustentable (SDES),Secretaría de Desarrollo Económico y Sustentable Guanajuato,10414,10
555207734563075,Policía de Guadalajara,Gobierno de Guadalajara,9279,17
103451872329701,Salvemos Miles de Vidas México,Salvemos Miles de Vidas México,9140,25
2011285802526787,El Soberano,El Soberano,8164,2
468586243214951,Cultura Jalisco,Gobierno de Jalisco,7894,5
806858212689187,Pablo Lemus Navarro,Pablo Lemus Navarro,7504,50
109634395756375,Save the Children México,Save the Children México,7221,20
56713285274,Greenpeace México,Greenpeace México,7119,10
100557755099985,Convocatorias 2023,Convocatorias 2023,6782,19
326647354840146,Sergio Gutiérrez Luna,Sergio Gutiérrez Luna,5994,8
273255793312747,EL INFORMANTE Edo Mex,EL INFORMANTE México,5953,7
105187135351432,El Informativo,El Informativo,5732,10
340786939279382,Secretaría de Educación de Guanajuato SEG,Secretaría de Educación de Guanajuato,5549,8
450197489139926,Jalisco Noticias,Sistema Jalisciense de Radio y Televisión,5412,57
504989886240756,Fiscalía del Estado de Jalisco,Gobierno de Jalisco,5241,4
254852601222832,CEMEX México,CEMEX México,4941,29
548040385227943,Secretaría de Medio Ambiente y Desarrollo Territorial,Gobierno de Jalisco,4848,8
146709175702544,Gobierno de Quintana Roo,ELEMENTAL,4786,3
107238818470176,Políticos Abordo,Políticos Abordo,4770,7
110857628104268,El Mundo Electoral,Mundo Electoral,4751,6
707791509334451,Alejandra Gutiérrez,Hot Marketing,4679,2
114728268088874,El más Grande va con la Mejor,El más Grande va con la Mejor,4546,28
360811057341855,PAN Nuevo León,PAN Nuevo León,4399,4
106295648496570,Infiltrados Tamaulipas,Estamos Unidos Mexicanos,4314,6
111062598459946,Equidad y liderazgo,equidadyliderazgo.com,4197,28
100327629549678,Transformando con Claudia,Transformando con Claudia,4000,29
102551913153712,Ricardo Monreal A.,Ricardo Monreal Ávila,3795,4
105658496290292,Secretaría de Transporte Jalisco,Gobierno de Jalisco,3768,7
120544204635995,Gobierno de Baja California,Gobierno de Baja California,3764,1
104683828731442,Diario Capital,Diario Capital,3607,7
157957047619470,Secretaría del Trabajo Jalisco,Gobierno de Jalisco,3537,6
105426922369721,Valentía Morena,Valentía Morena S.a de C.v,3531,28
162949857103721,Gobierno Colima,Gobierno Colima,3445,17
206323119403212,Mario Delgado Carrillo,Mario Delgado Carrillo,3319,4
105291228709143,Rotativo México,Rotativo México,3304,8
107634672145424,Defiendo la Transformación,Defendiendo la Transformación S.A de C.V,3218,28
101301916123086,Transformarte,transformarteconlat.com,3207,28
100295832888456,Con Claudia Si,conclaudiasi.net,3174,28
126979027991075,Morena Colima Sí,Morena Colima Si,3089,3
154652694604556,Ricardo Gallardo Cardona,Ricardo Gallardo Cardona,3080,5
245685942538080,VOTA Querétaro,VOTA Querétaro,3076,13
182252948625872,Los Rescatadores,"Refleacciona con Responsabilidad, A.C.",2997,7
261548570655865,Juan Angel Flores Bustamante,Juan Ángel Flores Bustamante,2982,1
103769542576820,Quintanarroense Hoy,Quintanarroense Hoy,2981,6
