Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
643137272398136,Sverige för UNHCR,Sverige för UNHCR,62688,35
608975645850217,Vattenfall,Vattenfall Sverige,35807,22
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,34554,30
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,32813,19
126567104406,Hyresgästföreningen,Hyresgästföreningen,32235,118
109886133732943,RESCUE - Sverige,RESCUE - Sverige,23828,5
172441106275050,KPA Pension,KPA,23688,1
151159271594797,Systembolaget,Systembolaget,20910,1
161213770567846,Operation Smile Sverige,Operation Smile Sverige,19668,14
59324455950,UNICEF Sverige,UNICEF Sverige,17655,32
203547006337155,Göteborgs Stadsmission,Göteborgs Stadsmission,15601,60
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),15183,60
72659261793,Rädda Barnen,Rädda Barnen,12636,102
162985227114132,Skellefteå Kraft,Skellefteå Kraft,10417,12
382243262003,Plan International Sverige,Plan International Sverige,9783,34
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,8311,33
19746853632,Djurens Rätt,Djurens Rätt,8119,4
369582590803,Dagens ETC,ETC-tidningarna,7876,28
111630258867610,Röda Korset,Röda Korset,7568,15
42676805259,Diakonia,Diakonia,6593,43
95735961890,Greenpeace Sverige,Greenpeace Sverige,6253,74
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,6196,68
212604496324,Fackförbundet ST,Fackförbundet ST,4255,85
186513678039755,Fortum,Fortum Sverige,3980,27
114262485262083,Konsumentverket,Konsumentverket,3531,1
115403725210334,Hand in Hand Sweden,Hand in Hand Sweden,2868,4
153270724787,Amnesty International Sverige,Amnesty International Sverige,2679,22
314872662206,Ekonomifakta,Ekonomifakta,2599,18
140417992681511,Clowner utan Gränser,Clowner utan Gränser,2567,14
173745622660246,Bring Sverige,Bring Sverige,2327,2
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,2297,15
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,2138,8
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,1995,12
356032977210,Vi-skogen,Vi-skogen,1890,23
111912817167925,Samtidigt i Sverige,Aktuellt i Politiken,1520,3
1451330355093804,Myndigheten för delaktighet,Myndigheten för delaktighet,1481,37
106579105171694,ETC nyhetsmagasin,ETC Media AB,1428,5
24574889995,Charlie Weimers MEP,Charlie Weimers,1410,1
235650011981,SPF Seniorerna,SPF Seniorerna,1340,2
293679875824,Svenska FN-förbundet,Svenska FN-förbundet,1263,4
112225970344,Räddningsmissionen,Räddningsmissionen,1235,37
62185934430,Olof Palmes internationella center,Olof Palmes Internationella Center,1171,6
18880778360,ActionAid Sweden,ActionAid Sweden,1150,8
175843834306,WaterAid Sverige,WaterAid Sverige,1106,17
113710601984970,Barnfonden,Barnfonden,1101,3
111699453757094,Soft Towel Games,These ads ran without a disclaimer,1052,1
412192732132640,ECPAT Sverige,ECPAT Sverige,1045,20
113006852188985,IM Individuell Människohjälp,IM Individuell Människohjälp,1045,12
