Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
311627208673,WWF UK,WWF UK,9847,76
10677003998,Shelter,Shelter,9050,302
7715002593,UNICEF UK,Unicef UK,6590,22
220543443746,International Rescue Committee - UK,International Rescue Committee UK,6564,112
97708339756,Action for Children,Action for Children,4603,64
102639461303190,Fair Pay For All,Fair Pay For All,4122,90
7624294394,Amnesty International UK,Amnesty International UK,3259,102
21242962092,ClientEarth,ClientEarth,2394,71
514212165305248,Leigh Day,Leigh Day,2102,48
26698813123,British Red Cross,British Red Cross,1929,50
799576543492660,The Week Junior,The Week Junior,1819,64
18044497940,Plan International UK,Plan International UK,1736,70
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1637,2
9250349228,Greenpeace UK,Greenpeace UK,1616,13
208573062515662,Freedom from Torture,Freedom from Torture,1581,61
37981137361,The Children's Society,The Children's Society,1566,83
158077247591710,Refuge,Refuge,1515,49
117476785190,Save the Children UK,Save the Children UK,1425,51
260012884055691,Metropolitan Police Service,Metropolitan Police Service,1402,25
7527864602,WaterAid UK,WaterAid UK,1363,64
35671512696,World Animal Protection UK,World Animal Protection UK,1280,41
13047522725,Crimestoppers,Crimestoppers,1219,116
121936349543,World Vision UK,World Vision UK,1216,30
103662352102391,Family Debt Help,Ian Keith Parsons,1203,14
353224381469808,ifaw,IFAW,1140,47
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,1095,26
348366988862054,Oxfam Campaigns,Oxfam Great Britain,1051,1
722939897742608,The Co-operative Bank,The Co-operative Bank,1024,20
39605200520,ActionAid UK,ActionAid UK,1009,38
7715002593,UNICEF UK,UNICEF UK with Facebook Ad Credits,997,6
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,985,39
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),954,50
108951391565231,Help to Heat,Huw John Llewellyn,954,23
165099760197787,Welsh Government,Welsh Government,920,199
30349161852,Eden Project,Eden Project,914,7
241312696375349,National Education Union,National Education Union,908,9
117509421272,St Mungo's,St Mungo's,868,40
1613092172114946,DWP Digital,Department for Work and Pensions,838,4
13533633585,National Trust,National Trust,816,2
177855115588808,The Week UK,The Week UK,788,32
268801635305,Breast Cancer Now,Breast Cancer Now,777,6
1660600037490738,Guardian Labs,Guardian Labs,752,31
246872175166,Action Against Hunger UK,Action Against Hunger UK,725,88
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,648,6
101558386889,Shelter Scotland,Shelter Scotland,609,86
6233536938,War Child UK,War Child UK,595,37
698773137204706,Give My View,Built-ID,585,14
47612991154,Dignity in Dying,Dignity in Dying,583,8
116625838402686,FareShare,FareShare,544,52
1645963095654688,Healthier Scotland,The Scottish Government,513,10
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,456,7
106946654868342,Water's Worth Saving,Water UK,445,90
490007667679401,Hugh James,Hugh James,441,6
91484672241,Toilet Twinning,Toilet Twinning,440,30
101958682650112,ESG UK,Energy Saving Grants,436,60
34341434454,Comic Relief,Comic Relief,432,5
249209468838241,Good Law Project,Good Law Project,426,75
1046117708754519,Care4Calais,Care4Calais,419,36
159100234275780,UK Government Scotland,Office of the Secretary of State for Scotland,416,2
101255718164248,350 UK,350.org,405,4
59304777880,YMCA England & Wales,YMCA England & Wales,393,8
603389616739829,Bite Back 2030,Bite Back 2030,368,5
97116898596,Sightsavers,Sightsavers,364,8
547761111920012,Anglian Water - Love Every Drop,Anglian Water,353,4
105135382234851,Warm This Winter,Warm This Winter,344,3
202798122688,Chatham House,Chatham House,343,2
166335402260,Scottish Water,Scottish Water,341,9
227427673437,Tree Aid,Tree Aid,340,26
328457661378085,Humanity & Inclusion UK,Humanity & Inclusion UK,335,35
198081311536,"Natural History Museum, London",The Trustees of the Natural History Museum,333,11
127031794038958,Blue Marine Foundation,Blue Marine Foundation,332,6
200786289976224,The Scottish Government,The Scottish Government,320,5
290498754454402,European Movement UK,European Movement UK,314,5
8539814909,International Animal Rescue,International Animal Rescue with Facebook Ad Credits,308,9
7043497714,Christian Aid,Christian Aid,299,3
274651352565844,Oltco Ltd,Oltco Ltd,283,124
8270524646,Alzheimer's Society,Alzheimer's Society,283,3
112712550420527,Sumofus UK,SumOfUs,282,1
126686317362835,The HALO Trust,The Halo Trust,281,26
138007436233900,Public Health Agency,Public Health Agency,272,4
103835971750,Orbis UK,Orbis UK,272,1
59367068326,The Ramblers,The Ramblers,269,10
7214031395,Oxfam Great Britain,Oxfam Great Britain,268,15
2558329857727118,Families In Debt,Families in debt,268,3
25749647410,The Labour Party,The Labour Party,252,800
6708565748,CBM UK,CBM UK,250,12
10986039307,VSO,VSO,242,77
1682367945366856,POWER Film,Power Film,238,4
107310464728068,Britain Remade,BRM Futures Limited,234,6
143950688997864,London Recycles,London Waste and Recycling Board,228,21
912590792245688,NHS Negligence Claims,Online Legal Limited,223,1
358706239805,Scope,Scope,219,10
135456716565905,Guardian Jobs,Guardian Jobs,217,31
110538548040758,Care2 UK,John Ayling & Associates,197,21
18168505158,The Woodland Trust,Woodland Trust,196,34
54605029793,British Medical Association,British Medical Association,194,2
112482371099301,NUS UK - National Union of Students Campaigns,National Union of Students (United Kingdom),177,59
107154758854119,York and North Yorkshire Devolution,York and North Yorkshire Devolution,175,10
1721275931466984,The Reclaim Party,The Reclaim Party,175,4
13695746395,Guide Dogs UK,Guide Dogs,173,16
139695000173,Good Energy,Good Energy,172,16
873550809444862,Mighty Earth,Mighty Earth,171,29
112845639376,Refugee Action,Refugee Action,165,32
110934940687948,"Sharon Graham - General Secretary, Unite the Union",Unite Sharon Graham,163,1
20374426684,Friends of the Earth Scotland,Friends of the Earth Scotland,162,5
100553032399423,The Fund for Global Human Rights UK,The Fund for Global Human Rights,162,29
1077114302479444,Bath & West Community Energy - BWCE,BWCE,162,19
353803611446846,WB Debtcare,Wylie & Bisset,158,2
949047155159569,ConnectFutures,ConnectFutures with Facebook Ad Credits,154,7
1450681158291594,Counter Terrorism Police UK,Counter Terrorism Police UK,154,10
124471347603278,Positive Money UK,Positive Money,142,3
442816382865338,Social Security Scotland,Social Security Scotland,139,2
195754307110390,Right To Life UK,Right To Life UK,138,3
108780457170240,Cut Carbon Not Forests,Cut Carbon Not Forests,137,1
102129859040480,Giverr,These ads ran without a disclaimer,130,1
358706239805,Scope,Scope,130,10
105325515394672,Local Recovery,Local Recovery,130,6
102567371548459,Bin Twinning,Toilet Twinning,129,4
175067939218623,Mercy Corps - Europe,Mercy Corps Europe,129,1
2047806148766050,Animal Equality UK,Animal Equality UK,128,6
3190660567626119,Dad’s In Debt.,Dadsindebt,121,1
46074836918,The Trussell Trust,Trussell Trust,119,1
32514078659,Liberty,Liberty,119,1
1586251881644270,Keir Starmer,The Labour Party,119,226
358531814192900,Bloomsbury Publishing UK,Bloomsbury Publishing UK,118,4
26321373907,AKT,akt (Albert Kennedy Trust),114,1
208259529191152,Aid to the Church in Need UK,Aid to the Church in Need UK,112,6
20995300784,Green Party of England and Wales,Green Party of England and Wales,110,26
97955320269,MAG (Mines Advisory Group),MAG (Mines Advisory Group),110,27
265565040237871,USPG,USPG,109,14
319465674441,Game & Wildlife Conservation Trust (GWCT),Game & Wildlife Conservation Trust (GWCT),108,1
609478472439399,MCard,West Yorkshire Combined Authority,104,4
