Page ID,Page name,Disclaimer,Amount spent (TND),Number of ads in Library
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100,6
101416266129939,ياسين مامي - Yassine Mami,Hammamet Informatique Services,≤100,1
116232578055472,SBH Education,These ads ran without a disclaimer,≤100,1
114268830265488,Politiket,These ads ran without a disclaimer,≤100,2
107992048668739,قهواجي الداخلية,These ads ran without a disclaimer,≤100,1
109944855350789,News النهضة 24,These ads ran without a disclaimer,≤100,1
103008056119638,MFM+,These ads ran without a disclaimer,≤100,1
100857675472522,ScreeN+,These ads ran without a disclaimer,≤100,1
131342587064797,BYPHASSE,These ads ran without a disclaimer,≤100,1
1724148267695799,بيت الحكمة 2.0,These ads ran without a disclaimer,≤100,1
106842858489193,Cooking Center - Restaurant Game,These ads ran without a disclaimer,≤100,1
111679394767549,المشروع القومي لمشتقات البلازما,These ads ran without a disclaimer,≤100,1
209260229112443,Greenpeace غرينبيس,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,1
881410915215845,Mouvement des jeunes Tunisiens-Nabeul 1,These ads ran without a disclaimer,≤100,2
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
112416568138364,Al Mashhad المشهد,These ads ran without a disclaimer,≤100,1
1505333196415332,Côte d'Azur - школа французької мови,These ads ran without a disclaimer,≤100,1
42238909794,Netguru,These ads ran without a disclaimer,≤100,1
101008186157233,سالم جدي,These ads ran without a disclaimer,≤100,1
