Location name,Amount spent (THB)
Amnat Charoen,≤100
Ang Thong,≤100
Ayutthaya,221
Bangkok,4387
Bueng Kan,≤100
Buriram,348
Chachoengsao,161
Chai Nat,≤100
Chaiyaphum,283
Chanthaburi,101
Chiang Mai,578
Chiang Rai,227
Chon Buri,433
Chumphon,148
Kalasin,176
Kamphaeng Phet,278
Kanchanaburi,210
Khon Kaen,465
Krabi,131
Lampang,172
Lamphun,≤100
Loei,121
Lop Buri,169
Mae Hong Son,≤100
Maha Sarakham,219
Mukdahan,≤100
Nakhon Nayok,≤100
Nakhon Pathom,261
Nakhon Phanom,153
Nakhon Ratchasima,613
Nakhon Sawan,534
Nakhon Si Thammarat,409
Nan,125
Narathiwat,142
Nong Bua Lam Phu,≤100
Nong Khai,≤100
Nonthaburi,466
Pathum Thani,326
Pattani,178
Phangnga,≤100
Phatthalung,175
Phayao,≤100
Phetchabun,201
Phetchaburi,165
Phichit,134
Phitsanulok,468
Phrae,≤100
Phuket,136
Prachin Buri,248
Prachuap Khiri Khan,156
Ranong,≤100
Ratchaburi,188
Rayong,218
Roi Et,262
Sa Kaeo,124
Sakon Nakhon,387
Samut Prakan,216
Samut Sakhon,178
Samut Songkhram,≤100
Saraburi,177
Satun,≤100
Sing Buri,≤100
Sisaket,263
Songkhla,3950
Sukhothai,160
Suphan Buri,194
Surat Thani,295
Surin,356
Tak,182
Trang,160
Trat,≤100
Ubon Ratchathani,361
Udon Thani,322
Unknown,≤100
Uthai Thani,≤100
Uttaradit,120
Yala Province,117
Yasothon,118
