Page ID,Page name,Disclaimer,Amount spent (LBP),Number of ads in Library
1428873024044736,المدن - almodon,المدن - almodon‎,2175224,19
1438703606372190,Elham Said Freiha,Elham Freiha,970149,2
137195823051820,Maharat Foundation,Maharat Foundation,590597,10
106197498149118,لبنان الكبير,Grand Lebanon,492537,12
154029261310643,LADE,LADE,373134,1
106425851213086,L'Orient Today,L'Orient Today,343284,1
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,253731,6
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,208955,1
1744356319118477,هنا لبنان,هنا لبنان,197313,5
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,151045,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,146042,2
199579566767546,أنا والخبر,هيثم محمد طالب,89552,1
116141051407408,Amin Salam,Rami Salam,89552,2
102159074552873,لبنان التغيير,لبنان ينتقض,80448,1
107800617419717,MYKA Foundation,Elie M. ElHelou,59701,1
2509759842418472,LebTalks,Lebtalks,59701,1
105319651353770,Jusur,Jusur,59701,2
100706719315707,The Policy Initiative مبادرة سياسات الغد,The Policy Initiative مبادرة سياسات الغد,59701,2
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,50448,2
107698404702208,Alkalima,Alkalima Onlime,29851,1
278035695547539,Legal Agenda  المفكرة القانونية,Legal Agenda  المفكرة القانونية,29851,1
278035695547539,Legal Agenda  المفكرة القانونية,legal Agenda,24328,1
110470091436602,Ici Beyrouth,Ici beyrouth,14925,2
111876598323760,صدى الأرز اللبنانية,صدى الأرز اللبنانية,14925,1
2351186658355640,Lebanon And The World - لبنان والعالم,Lebanon And The World - لبنان والعالم,14925,1
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,8657,1
273089522819834,24Media,These ads ran without a disclaimer,2402,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,1045,1
100949305633793,Silent_High Quality113-V,These ads ran without a disclaimer,215,1
102416722029565,"Innovate4Climate, I4C 2023 - Bilbao",These ads ran without a disclaimer,≤100,1
107863022280731,Lin-bmd-06,These ads ran without a disclaimer,≤100,1
109831251935707,خليل المقداد,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
104368422598347,Card VPN,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
2418643321715898,Daily Stickers,These ads ran without a disclaimer,≤100,1
103553614349757,Hafryat plus,These ads ran without a disclaimer,≤100,1
103843752435966,Morehackz - The R Page,These ads ran without a disclaimer,≤100,2
368119983327926,العربي الجديد,These ads ran without a disclaimer,≤100,1
59272578195,BusinessBecause,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,1
1000222293436605,Fanack.com عربي,These ads ran without a disclaimer,≤100,1
109315958766990,Yuy-001,These ads ran without a disclaimer,≤100,1
106028018190698,Costacurta SpA-VICO,These ads ran without a disclaimer,≤100,1
100642499599147,المركز العربي لدراسات التطرف,These ads ran without a disclaimer,≤100,1
