Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
384511478794856,Thndr ثاندر,These ads ran without a disclaimer,9597,7
798673866859390,ETC TV,ETC TV,3867,48
101009088774421,حزب حماة الوطن,حزب حماة الوطن,2066,7
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,668,3
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,622,4
308088503057656,النائب محمود عصام,النائب محمود عصام,573,6
1888767964687053,Huawei Mobile Services,These ads ran without a disclaimer,526,1
118557407851547,اشتري منتجات امريكي في مصر,These ads ran without a disclaimer,511,1
663508057123324,جمعية رسالة للأعمال الخيرية بالدقهلية,جمعية رسالة للأعمال الخيرية بالدقهلية,508,5
108210648333964,محمود طاهر -Mahmoud Taher,محمود طاهر -Mahmoud Taher,370,3
181524565276709,الهلال الأحمر المصري - Egyptian Red Crescent,الهلال الأحمر المصري - Egyptian Red Crescent,361,3
110877857406073,المهندس حسام لبن,المهندس حسام لبن,238,3
106719921012688,Ahmed Bahaa Shalaby-أحمد بهاء شلبي,Integrated Marketing Communications For Media.IMC,231,1
102883459081121,Mohamed Taher - محمد طاهر,Mohamed Taher - محمد طاهر,212,1
103571604973098,هشام حسين - Hesham Hussein,هشام حسين - Hesham Hussein,209,2
900337800058784,برنامج الو مكملين,These ads ran without a disclaimer,200,4
324504715148454,ارضيات باركيه hdf - الوالى للباركيه,These ads ran without a disclaimer,199,1
101934705575488,بني سويف BNS,بني سويف BNS,187,2
101586878327765,Hassanein Tawfiq - حسانين توفيق,Hassanein Tawfiq - حسانين توفيق,183,4
9432520138,BBC News عربي,These ads ran without a disclaimer,181,1
273900239400893,نقابة المحامين المصرية,نقابة المحامين المصرية,175,2
873955515980544,فراج عاشور,فراج عاشور,173,1
100961583022146,إنتخابات الغرفة التجارية الإسماعيلية 2023,humyum advertising,167,3
102752291431181,المهندس حازم الجندي - Hazem ElGendy,المهندس حازم الجندي - Hazem ElGendy,167,3
103342432124287,Abdullah Mahmoud Elrefaey,Abdullah Elrefaey,165,3
109366127595756,Ahmed dandash    الصفحه الرسميه للدكتور احمد دندش عضو مجلس النواب,Ahmed dandash    الصفحه الرسميه للدكتور احمد دندش عضو مجلس النواب,161,3
103745798627292,المستشار ماهر ميلاد اسكندر,المستشار ماهر ميلاد اسكندر,154,2
354968941204659,الدكتور أيمن أبو العلا عضو مجلس النواب,الدكتور أيمن أبو العلا عضو مجلس النواب,149,7
117197414641940,أحمد سمير - الصفحــة الرسمية,These ads ran without a disclaimer,143,3
100210385187886,الصفحة الرسمية للنائب الدكتور ايهاب وهبة عضو مجلس الشيوخ عن محافظة القاهرة,ERCTRA AGENCY,142,1
199703440927711,Print Shop,These ads ran without a disclaimer,139,1
227860494651436,PrimaLab Training Lab  بريمالاب للتدريب وتكنولوچيا المعلومات,These ads ran without a disclaimer,128,1
106633301506504,النائب الدكتور علي مهران,Shoghl Cairo media Consulting & Strategy,120,1
102117062841057,الصفحه الرسميه للنائبه الدكتوره حنان عمار,الصفحه الرسميه للنائبه الدكتوره حنان عمار,110,2
102471979264260,المبادرة الوطنية للمشروعات الخضراء الذكية,المبادرة الوطنية للمشروعات الخضراء الذكية,105,1
109093158038193,Mohamed El Manzalawi - محمد المنزلاوي,Mohamed El Manzalawi - محمد المنزلاوي,105,1
1082832488452367,Kasr El Nil  Advertising,These ads ran without a disclaimer,102,1
459384307440544,Andersen in Egypt,Andersen in Egypt,102,1
103291013528894,Dr.Mokhtar Gomaa,Dr.Mokhtar Gomaa,≤100,1
111086937788265,موقع تحيا مصر - Tahiamasr News,موقع تحيا مصر - Tahiamasr News,≤100,1
579052538831752,Print 2 Pack Exhibition,These ads ran without a disclaimer,≤100,1
1632636017007559,Mohamed Mostafa Elsallab محمد مصطفي السلاب,Mohamed Mostafa Elsallab محمد مصطفي السلاب,≤100,2
408363756557624,الغربية نيوز,الغربية نيوز,≤100,1
532134937722830,النائبة أميرة بهاء الدين أبو شقة,النائبة أميرة بهاء الدين أبو شقة,≤100,2
106633301506504,النائب الدكتور علي مهران,النائب الدكتور علي مهران,≤100,1
535371883202755,Freddy Elbaiady  صفحة فريدي البياضي,Freddy Elbaiady  صفحة فريدي البياضي,≤100,1
105096455624550,Tamer abdelhamid - تامر عبد الحميد,Tamer abdelhamid - تامر عبد الحميد,≤100,3
102478281118292,مكتب الدكتور محمود رجب فتح الله دكتور القانون الجنائي والمحامي بالجنايات,These ads ran without a disclaimer,≤100,1
255364564480829,Abdelmonem Emam -  عبد المنعم إمام,Abdelmonem Emam -  عبد المنعم إمام,≤100,2
100468965198200,دار الأهرام للإصدارات القانونية والنشر والتوزيع,These ads ran without a disclaimer,≤100,1
101361307958442,Mohamad ElGarhy,Mohamad ElGarhy,≤100,2
107096734501088,النائبة منى عمر عضو مجلس النواب,النائبة منى عمر عضو مجلس النواب,≤100,2
108970255163342,مستر محمد كامل - Mr.Mohamed Kamel,These ads ran without a disclaimer,≤100,1
100939629602339,أمانة شئون العلاقات الحكومية حزب مستقبل وطن القليوبية,These ads ran without a disclaimer,≤100,1
118932207798163,Rehab Eltehewy - رحاب التحيوي,Rehab Eltehewy - رحاب التحيوي,≤100,2
103610138594205,مسجد ودار مناسبات أبو شُقة,مسجد ودار مناسبات أبو شُقة,≤100,2
101585846062627,ضحايا نادي وادي دجلة,ضحايا نادي وادي دجلة,≤100,1
106096989130896,alseyyaha,These ads ran without a disclaimer,≤100,1
595025640685644,النائبة شيرين عبد العزيز - Sherin abdelaziz,النائبة شيرين عبد العزيز - Sherin abdelaziz,≤100,1
419359561926137,مؤسسة المستشار,These ads ran without a disclaimer,≤100,1
103215578496922,PEN MENA,These ads ran without a disclaimer,≤100,1
114656270386906,النائب الصافي عبد العال الصغير,النائب الصافي عبد العال الصغير,≤100,2
1994786354105727,النائب أحمد فرغلى,النائب أحمد فرغلى,≤100,1
102672486190353,Ahmed Ghandy,These ads ran without a disclaimer,≤100,1
335700116568325,Signé,These ads ran without a disclaimer,≤100,1
657852150905623,Future Dream acting workshop,These ads ran without a disclaimer,≤100,1
901379033263425,Al saadany -  وزير السعادة السعدني,These ads ran without a disclaimer,≤100,1
