Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,61655,5
108275365284886,Doc Tony Golez,Para Sa Bayan,58747,16
105847949124690,Ask AI - Free Chat GPT App,These ads ran without a disclaimer,10412,1
107853288892129,Don Artes,RAM,7491,3
100406438859954,Fight Illicit Trade,Fight Illicit Trade,6854,4
200480966638039,Supremacy 1914,These ads ran without a disclaimer,4715,2
495629064258114,Lolita Karen Javier,Amor U. Nacional,4571,6
325780477966356,Geo 24/7,Energy Development Corporation,4394,9
75665129515,Go Negosyo,Go Negosyo,4224,15
547821942058909,Pilipinas Today,WFPH,3359,23
112952897079549,Energy Development Corporation,Energy Development Corporation,2685,7
107768512296982,Century Tuna Saving Our Seas,Jessa Charvie Gomez Ganongan,2627,6
701517253228758,DOSTv,DOSTv,2592,6
105929115643626,Cong. Caroline Tanchay,Cong. Caroline Tanchay,2289,3
220125414691980,Philusa Corporation,Philusa Corporation,2127,4
509834572400899,Nancy Binay,Maria Lourdes Nancy Binay Angeles,2119,2
330818486937353,John Dalipe - Page,John Dalipe - Page,2000,4
242562552438872,DOST-STARBOOKS,DOST-STARBOOKS,1920,1
138279376537685,"Jocelyn ""Bebot"" Rodriguez",Jocelyn Bautista Rodriguez,1619,5
378813345524368,Haier,Haier,1525,1
100155158432600,The Health Center PH,The Best Healthctr Hub Ph,1281,2
109988295130495,NGA 911 PH,NGA 911 PH,1216,1
223618785182273,Pilipinas,WFPH,1191,11
100170811672425,Pilipinas Today Kyusi,WFPH,1163,13
115419768085260,Lokal,Lokal,1143,3
104005658098006,Noki Japanese Fried Chicken ノキ,Noki Japanese Fried Chicken ノキ,1000,1
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,942,2
1566478310240623,Francis Tolentino,Francis Tolentino PH,906,3
1922749344643532,The World Tonight,The World Tonight,883,9
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,881,3
190050954347502,"Ayala Land, Inc.",These ads ran without a disclaimer,831,1
257830240980106,Ronnie Dadivas,Roxas City United,809,3
103401515144127,Atty. Migs Nograles,Atty. Migs Nograles,791,28
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,728,17
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,640,9
269175894020945,Pilipinas Today,WFPH,635,6
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",634,1
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,566,3
2101088876594734,MBS- Senior Deputy Speaker DOY Leachon,Ronalee Escondo Leachon,563,7
104955062184489,BBM Movement,UEEI Consorcia Inc,535,1
2147575852160385,Congresswoman Ann Matibag,Congresswoman Ann Matibag,525,3
103206424893248,Davao Consumer Movement,Davao Consumer Movement,508,2
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,483,2
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,482,3
100262295333622,USWAG Ilonggo Party-list,USWAG Ilonggo Party-list,472,2
154519977908138,Department of Social Welfare and Development,Department of Social Welfare and Development,460,1
282619263537551,I Choose #MalayaAkongMaging,I Choose #MalayaAkongMaging,452,4
163550757135020,News5,News5,436,3
107677411516687,GIBO Teodoro PH,Gibo Teodoro Supporters,434,1
102203275921536,Cong. JC Abalos,Cong. JC Abalos,421,2
1834423440210624,"Bantay Konsyumer, Kalsada, Kuryente","Bantay Konsyumer, Kalsada, Kuryente",410,1
109867628173478,Ronin Leviste,Marizelle Villanueva Cereneo,394,4
101082242758012,Asenso News Iligan City,Asenso News Iligan City,391,2
100305568984268,EdukNaman,Philippine Business for Education Inc.,389,4
147975588597216,Stratbase,Stratbase,372,1
914556591894195,CitizenWatch Philippines,CitizenWatch Philippines,364,1
54034422460,DAKILA,DAKILA,361,2
110906614080083,Ang Realidad PH,Clutchmedia,326,1
675526249465359,Rolando A. UY,Jerome L. Jungco,321,1
101178932348592,Office of the Municipal Mayor - Atty. Philip A. Dacayo,Mae Madelaine Galamay Danao,316,3
107463358538636,planetGOLD Philippines,planetGOLD Philippines,310,4
1116221978549618,Team Eddiebong,Mark Larry Jabuen Chua,290,1
103366018694923,Jonathan Jonsi Siytiap,Jonsi Siytiap,276,1
705660422953865,About Metro Pacific,WFPH,275,3
111413071615293,City Government of Iligan,City Government of Iligan,267,1
1950273215252524,Aboitiz Power Corporation,Aboitiz Power Corporation,266,1
320130741416822,Special Olympics Pilipinas,Special Olympics Pilipinas,263,11
102965912000814,Congressman Hori Horibata,Congressman Hori Horibata,257,1
105085851944713,Kuya Kifli L Salliman,Kifli Hataman Salliman,255,1
101308502203590,Congressman Romeo S. Momo Sr.,Romeo S. Momo,249,1
105969951219886,Sibika.ph,Philippine Business for Education Inc.,247,3
186667502068528,Larry De Costa,WFPH,244,3
102751517866267,Jeziel Minoza,These ads ran without a disclaimer,239,2
438159769566830,EDC BINHI,EDC BINHI,232,1
113273393371386,Governor Melchor Diclas - Benguet,Silver Abag Pilo,229,1
100110784883812,Ranaw Youth Parliament,These ads ran without a disclaimer,224,1
110865933824068,United San Isidro,United San Isidro,215,1
374004705980904,Philippine Business for Education,Philippine Business for Education,212,2
1391024644348015,GuardianPh,"7Core Communications, Inc.",206,2
287303531393321,Christian Niño Lajara,Christian Niño Salva Lajara,200,1
332536503771530,Vice Governor Karen Agapay,Edgar Habana Ruado,198,1
1647474828693396,Bong Go,Bong Go,192,2
1102654856552952,Sangguniang Kabataan,These ads ran without a disclaimer,192,1
212808672071102,MWSS Regulatory Office,MWSS Regulatory Office,189,2
1669303526443380,Trendsuertres Customized Promotional Items Baller Wrist Band Keychains etc.,Diomar Dizon Lagunero,185,1
109970274861274,Councilor Kim Bandarlipe,Kim Garabiles Bandarlipe,184,1
106978649000364,San Antonio Zambales Tourism Office,These ads ran without a disclaimer,177,2
428054697234720,Institute for Climate and Sustainable Cities,Institute for Climate and Sustainable Cities,172,1
111563964712077,Atty. Dino Yulo,Atty. Dino Yulo,165,1
114915079945631,PrimeWater Leyte Metro,These ads ran without a disclaimer,163,1
390884307668604,"Jose Mari ""Joey"" G. Peláez",Raphael Regalado Jucoy,158,1
116877730169772,Atty. Ana Alvarez,Jan Ione Royo Salveron,150,1
100562967966954,Radyo BAHIN,WFPH,149,2
221097485264422,Councilor Numero “Uno” Lim,Numero Gonzales Lim,145,3
366797844060990,Now You Know,Now You Know,144,2
112131201686528,SUPER KAP,The Message Booster Enterprise,142,2
1626222137703582,Datu Yap,These ads ran without a disclaimer,141,1
110980888642151,Twibbon April,These ads ran without a disclaimer,134,7
389309271851098,Pinoy Builders,Jonnadeth Sicat Coja,130,1
102280614938876,Bently Roxas,Bently Dadula Roxas,129,3
102096659031494,Cong. Arnan C. Panaligan - House of Representatives,Cong. Arnan C. Panaligan - House of Representatives,127,2
327812967287458,Vic-Vic Magsaysay,Vic-Vic Magsaysay,123,1
106336994957376,Konsehal Prescilla Gina David Magbuhos - Public Servant,Prescilla Gina David Magbuhos,123,2
108644901632249,KIENT's - The Key To Success,Laica D. Jarandilla,123,1
796469633795828,Konsehal LIZ Lupisan,Analiza Dela Cruz Lupisan,123,1
114800534893965,Ligtas na Pilipinas,The Message Booster Enterprise,118,2
101122222885325,Margarita Gutierrez,Margarita Gutierrez,113,1
608006729355847,Luisa Lloren Cuaresma,Benjamin Lloren Cuaresma Iii,104,1
537972493030696,"Ramoncito ""BANUNG"" Barro",Ramoncity Chua Barro V,≤100,2
308668033138598,"Vice Mayor Angelito ""Totie"" Lazaro Jr.",Sammy Figura Grubanzo,≤100,1
114540208900132,Erico Aris Aumentado,Erico Aris Aumentado,≤100,1
104158859260854,The Bohol Marites,The Bohol Marites,≤100,1
100805324763895,Provincial Government of Bohol,Provincial Government of Bohol,≤100,1
510248002346713,Print Layout,These ads ran without a disclaimer,≤100,1
106219125482934,"Vice Mayor J. Melchor Quitain, Jr.",Melchor Jr. Bumpus Quitain,≤100,1
105691871912480,Joel B. Tingbaoen Jr.,Joel B. Tingbaoen,≤100,1
1876831369252452,Albee Benitez,Albee Benitez,≤100,1
102907729290658,Pilipinas Kong Mahal,The Message Booster Enterprise,≤100,1
104595105786231,Pinoy OFW Network,The Message Booster Enterprise,≤100,1
100136438865259,Ako Volunteer - BBM SARA,Volunteerism Initiative,≤100,1
109553961948069,Ang Magsasakang Pilipino,The Message Booster Enterprise,≤100,1
106914838942399,Mike's Ebook Store - PH,These ads ran without a disclaimer,≤100,1
100108226244136,PH 24 ORAS,The Message Booster Enterprise,≤100,1
101675408105787,Konsehal Bani Señar,Giovanni Andaya Señar,≤100,1
1513598595608136,Konsehal Phillip Yerro Kimpo,Phillip Jr Yerro Kimpo,≤100,1
336222660582712,Catarman - Municipal Information Office,These ads ran without a disclaimer,≤100,1
347541402011408,SM Cares,These ads ran without a disclaimer,≤100,1
1330358047108804,Pitahc - Director General's page,These ads ran without a disclaimer,≤100,1
484870315381339,Foreign Correspondents Association of the Philippines,These ads ran without a disclaimer,≤100,1
104511920967934,Vice Mayor Eric Dioneda,Nilo Jr Akil Catapang,≤100,1
110076991402088,Business Compliance Phils. Tax and Accounting Services,These ads ran without a disclaimer,≤100,1
102717482739718,Alfred Paolo Germar,These ads ran without a disclaimer,≤100,1
102042039250582,EFI Business Loan,These ads ran without a disclaimer,≤100,1
374219229736809,Councilor Julius Bacote Frago,Julius Bacote Frago,≤100,1
111016981670156,,These ads ran without a disclaimer,≤100,1
104123408073601,"Nikki Prieto-Teodoro, Philippine Special Envoy to Unicef",Maria Lourdes Acosta Gammad,≤100,1
103235554980763,Le Chic House By Marian Unofficial,These ads ran without a disclaimer,≤100,1
525421700832365,Protectors of The Wood Adventure Series,These ads ran without a disclaimer,≤100,1
1860498353989958,Carl Steven Avellana Weigel,Carl Steven Avellana Weigel,≤100,1
107701168822758,Aksyon TV,Aksyon Demokratiko,≤100,1
1058962734159503,"Gov. Rogelio ""Ruel"" D. Pacquiao - Sarangani Province",Chris Yurong Perpetua,≤100,1
312768352778486,Atty. Gigi B. Aggabao CPA,Giorgidi Buza Aggabao,≤100,1
117039841320523,Big Pink Youth Dialogue,These ads ran without a disclaimer,≤100,1
112512037866969,BM Ric Ric Dy Olegario,Irina Kristi Bagongon Pidor,≤100,1
114564554884094,LD Onasrol,These ads ran without a disclaimer,≤100,1
101178932348592,Office of the Municipal Mayor - Atty. Philip A. Dacayo,Tyrone Joy Galasinao Dagdag,≤100,1
102415047928145,Shanghai Electric,These ads ran without a disclaimer,≤100,1
213003865396175,Arabian Travel Market,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
112129214303640,Me Time - Together,These ads ran without a disclaimer,≤100,1
105436942223080,"Yixing, China's Pottery City",These ads ran without a disclaimer,≤100,1
72149536933,SKF,These ads ran without a disclaimer,≤100,1
131664893560695,Origins OSU,These ads ran without a disclaimer,≤100,1
102304832857154,App Lock hua,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,1
94199711897,Hábitat para la Humanidad,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
106750001603983,Top Pop Today jokes,These ads ran without a disclaimer,≤100,1
102017675943520,Veronica Silva Guedes,These ads ran without a disclaimer,≤100,1
